Bangladesh	Total	Male	Female
 0-4	0.005140	0.002644	0.002496
 5-9	0.001285	0.000661	0.000624
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.002025	0.001540	0.000485
 20-24 	0.131299	0.104398	0.026901
 25-29 	0.487993	0.409432	0.078562
 30-34 	0.517545	0.450697	0.066848
 35-39 	0.436737	0.393083	0.043655
 40-44 	0.429418	0.393498	0.035920
 45-49 	0.393849	0.360138	0.033711
 50-54 	0.259206	0.237476	0.021730
 55-59 	0.098812	0.090796	0.008016
 60-64 	0.033339	0.031461	0.001879
 65-69 	0.008326	0.008178	0.000148
 70-74 	0.000751	0.000745	0.000006
 75-79 	0.000133	0.000130	0.000003
 80+ 	0.000096	0.000093	0.000003
Total	2.805955	2.484968	0.320987
2008			
 0-4	0.013477	0.006943	0.006535
 5-9	0.005342	0.002760	0.002582
 10-14 	0.000493	0.000256	0.000237
 15-19 	0.005231	0.004180	0.001052
 20-24 	0.301862	0.245437	0.056425
 25-29 	1.169889	0.993214	0.176675
 30-34 	1.349772	1.187678	0.162095
 35-39 	1.093344	0.992083	0.101261
 40-44 	1.078181	0.996426	0.081756
 45-49 	1.011754	0.934149	0.077604
 50-54 	0.675235	0.623236	0.051999
 55-59 	0.251963	0.233709	0.018254
 60-64 	0.084419	0.079961	0.004459
 65-69 	0.021930	0.021504	0.000426
 70-74 	0.002408	0.002391	0.000017
 75-79 	0.000337	0.000330	0.000007
 80+ 	0.000241	0.000233	0.000008
Total	7.065880	6.324489	0.741391
2009			
 0-4	0.061719	0.031774	0.029945
 5-9	0.022277	0.011498	0.010779
 10-14 	0.001923	0.000998	0.000925
 15-19 	0.008402	0.006864	0.001538
 20-24 	0.451596	0.373607	0.077989
 25-29 	1.847231	1.581572	0.265659
 30-34 	2.247924	1.988054	0.259870
 35-39 	1.875981	1.710936	0.165044
 40-44 	1.799145	1.670121	0.129024
 45-49 	1.698725	1.575702	0.123022
 50-54 	1.115664	1.031798	0.083866
 55-59 	0.417591	0.388192	0.029400
 60-64 	0.140232	0.132774	0.007458
 65-69 	0.036712	0.035897	0.000816
 70-74 	0.004548	0.004513	0.000034
 75-79 	0.000556	0.000546	0.000010
 80+ 	0.000383	0.000371	0.000011
Total	11.730608	10.545216	1.185393
2010			
 0-4	0.136995	0.070614	0.066381
 5-9	0.064272	0.033239	0.031033
 10-14 	0.008340	0.004329	0.004011
 15-19 	0.041160	0.035533	0.005626
 20-24 	0.809713	0.700334	0.109379
 25-29 	2.521998	2.209453	0.312545
 30-34 	3.133994	2.816909	0.317085
 35-39 	2.518481	2.321440	0.197041
 40-44 	2.343836	2.193946	0.149890
 45-49 	2.048419	1.916322	0.132098
 50-54 	1.346399	1.253348	0.093051
 55-59 	0.505900	0.472993	0.032907
 60-64 	0.169987	0.161327	0.008661
 65-69 	0.045328	0.044254	0.001074
 70-74 	0.006297	0.006247	0.000050
 75-79 	0.000720	0.000710	0.000011
 80+ 	0.000429	0.000418	0.000012
Total	15.702270	14.241416	1.460854
2011			
 0-4	0.210126	0.108385	0.101741
 5-9	0.130943	0.067785	0.063158
 10-14 	0.023218	0.012047	0.011171
 15-19 	0.074618	0.063881	0.010737
 20-24 	1.176810	1.025583	0.151227
 25-29 	3.224282	2.843129	0.381153
 30-34 	4.194484	3.783433	0.411051
 35-39 	3.408158	3.150509	0.257649
 40-44 	3.030525	2.843956	0.186569
 45-49 	2.630493	2.471835	0.158658
 50-54 	1.768492	1.652539	0.115953
 55-59 	0.679569	0.637194	0.042375
 60-64 	0.229149	0.217664	0.011485
 65-69 	0.062071	0.060437	0.001634
 70-74 	0.009792	0.009702	0.000089
 75-79 	0.001079	0.001066	0.000013
 80+ 	0.000540	0.000527	0.000013
Total	20.854349	18.949673	1.904676
2012			
 0-4	0.240069	0.123951	0.116118
 5-9	0.205678	0.106560	0.099119
 10-14 	0.046642	0.024195	0.022447
 15-19 	0.202851	0.087151	0.115700
 20-24 	2.503997	1.294890	1.209107
 25-29 	5.736384	3.459864	2.276521
 30-34 	7.033178	4.778374	2.254804
 35-39 	5.555337	4.129483	1.425855
 40-44 	4.578503	3.601046	0.977457
 45-49 	4.014993	3.187677	0.827316
 50-54 	2.656385	2.133302	0.523083
 55-59 	1.033020	0.853973	0.179047
 60-64 	0.334816	0.292068	0.042748
 65-69 	0.087462	0.081419	0.006043
 70-74 	0.014979	0.014550	0.000428
 75-79 	0.001682	0.001619	0.000063
 80+ 	0.000720	0.000659	0.000061
Total	34.246696	24.170780	10.075915
2013			
 0-4	0.231930	0.119827	0.112102
 5-9	0.261547	0.135597	0.125950
 10-14 	0.072638	0.037690	0.034947
 15-19 	0.197876	0.038950	0.158926
 20-24 	2.364106	0.647896	1.716210
 25-29 	5.389574	2.091474	3.298100
 30-34 	6.380282	3.236825	3.143457
 35-39 	5.205474	3.026485	2.178988
 40-44 	4.195220	2.682188	1.513032
 45-49 	3.655583	2.406893	1.248690
 50-54 	2.495369	1.736986	0.758382
 55-59 	1.036148	0.770110	0.266038
 60-64 	0.328686	0.267095	0.061591
 65-69 	0.087765	0.078697	0.009068
 70-74 	0.016408	0.015673	0.000735
 75-79 	0.001810	0.001720	0.000090
 80+ 	0.000611	0.000522	0.000089
Total	31.921024	17.294627	14.626397
2014			
 0-4	0.562583	0.289902	0.272681
 5-9	0.412637	0.213760	0.198877
 10-14 	0.088914	0.046182	0.042732
 15-19 	0.298350	0.071204	0.227146
 20-24 	3.281943	0.919849	2.362094
 25-29 	7.556341	2.873061	4.683281
 30-34 	9.014502	4.460003	4.554499
 35-39 	7.697401	4.321106	3.376295
 40-44 	6.135151	3.743014	2.392136
 45-49 	5.196842	3.335951	1.860890
 50-54 	3.583007	2.438434	1.144573
 55-59 	1.536458	1.131096	0.405362
 60-64 	0.482445	0.390984	0.091461
 65-69 	0.129047	0.115038	0.014009
 70-74 	0.025891	0.024620	0.001272
 75-79 	0.003144	0.002998	0.000146
 80+ 	0.000878	0.000751	0.000127
Total	46.005534	24.377952	21.627582
2015			
 0-4	0.850129	0.437326	0.412803
 5-9	0.597657	0.307183	0.290474
 10-14 	0.130947	0.067529	0.063418
 15-19 	0.354046	0.113385	0.240662
 20-24 	3.649023	1.238526	2.410497
 25-29 	8.647132	3.638870	5.008262
 30-34 	10.628889	5.552486	5.076404
 35-39 	9.547960	5.649196	3.898763
 40-44 	7.555360	4.786585	2.768774
 45-49 	6.414388	4.284819	2.129568
 50-54 	4.483300	3.115699	1.367602
 55-59 	2.004705	1.496237	0.508468
 60-64 	0.638873	0.520624	0.118249
 65-69 	0.172657	0.153389	0.019268
 70-74 	0.036354	0.034410	0.001944
 75-79 	0.004856	0.004661	0.000195
 80+ 	0.001135	0.000993	0.000142
Total	55.717410	31.401917	24.315493
2016			
 0-4	0.952172	0.490774	0.461399
 5-9	0.739553	0.380746	0.358807
 10-14 	0.189140	0.097661	0.091480
 15-19 	0.441853	0.156724	0.285129
 20-24 	4.133433	1.543601	2.589832
 25-29 	9.979253	4.390897	5.588356
 30-34 	12.598565	6.632750	5.965815
 35-39 	11.787296	7.028603	4.758693
 40-44 	9.477728	6.031010	3.446718
 45-49 	7.812970	5.238973	2.573997
 50-54 	5.566714	3.849977	1.716737
 55-59 	2.587126	1.914643	0.672483
 60-64 	0.840245	0.677871	0.162375
 65-69 	0.228505	0.200876	0.027629
 70-74 	0.049479	0.046409	0.003070
 75-79 	0.007281	0.006989	0.000292
 80+ 	0.001484	0.001316	0.000168
Total	67.392798	38.689818	28.702980
2017			
 0-4	1.118033	0.575140	0.542892
 5-9	0.857052	0.441174	0.415878
 10-14 	0.250498	0.129685	0.120813
 15-19 	0.561652	0.212632	0.349020
 20-24 	4.723640	1.862051	2.861589
 25-29 	11.418262	5.176583	6.241678
 30-34 	14.731664	7.774675	6.956989
 35-39 	14.318386	8.544578	5.773807
 40-44 	11.735763	7.470621	4.265142
 45-49 	9.405792	6.289154	3.116637
 50-54 	6.838955	4.717241	2.121714
 55-59 	3.271246	2.396538	0.874707
 60-64 	1.095362	0.873237	0.222125
 65-69 	0.298838	0.259792	0.039046
 70-74 	0.066086	0.061337	0.004749
 75-79 	0.010649	0.010198	0.000450
 80+ 	0.001967	0.001767	0.000200
Total	80.703844	46.796405	33.907439
2018			
 0-4	1.200721	0.618294	0.582427
 5-9	0.993926	0.512019	0.481908
 10-14 	0.314548	0.163046	0.151502
 15-19 	0.696624	0.273589	0.423036
 20-24 	5.388000	2.218790	3.169209
 25-29 	12.944261	6.045470	6.898791
 30-34 	17.030297	9.044965	7.985332
 35-39 	17.085366	10.189867	6.895499
 40-44 	14.355998	9.160173	5.195824
 45-49 	11.244654	7.510079	3.734575
 50-54 	8.251028	5.687896	2.563132
 55-59 	4.055902	2.940499	1.115403
 60-64 	1.416858	1.115731	0.301127
 65-69 	0.386782	0.332281	0.054501
 70-74 	0.087231	0.080017	0.007214
 75-79 	0.015188	0.014486	0.000701
 80+ 	0.002641	0.002404	0.000237
Total	95.470023	55.909605	39.560417
2019			
 0-4	1.361242	0.700209	0.661033
 5-9	1.186949	0.611710	0.575239
 10-14 	0.399490	0.205798	0.193693
 15-19 	0.853652	0.346541	0.507111
 20-24 	6.089360	2.605555	3.483805
 25-29 	14.533444	7.002216	7.531229
 30-34 	19.408095	10.421975	8.986120
 35-39 	20.071203	11.985917	8.085286
 40-44 	17.340892	11.120678	6.220215
 45-49 	13.479294	9.019316	4.459978
 50-54 	9.630692	6.637120	2.993573
 55-59 	4.967952	3.570930	1.397022
 60-64 	1.813002	1.409717	0.403285
 65-69 	0.497114	0.421534	0.075580
 70-74 	0.114396	0.103602	0.010794
 75-79 	0.021146	0.020053	0.001093
 80+ 	0.003575	0.003291	0.000284
Total	111.771499	66.186161	45.585338
2020			
 0-4	1.574813	0.807719	0.767094
 5-9	1.370822	0.706517	0.664305
 10-14 	0.482744	0.249028	0.233717
 15-19 	1.043587	0.444167	0.599420
 20-24 	6.782999	3.017312	3.765687
 25-29 	16.074997	8.017140	8.057858
 30-34 	21.732152	11.855850	9.876302
 35-39 	23.141503	13.893028	9.248475
 40-44 	20.559758	13.286417	7.273341
 45-49 	15.709272	10.542599	5.166673
 50-54 	11.282474	7.790212	3.492262
 55-59 	6.006518	4.287124	1.719394
 60-64 	2.284418	1.753817	0.530602
 65-69 	0.635414	0.531163	0.104251
 70-74 	0.148860	0.133027	0.015834
 75-79 	0.028785	0.027095	0.001690
 80+ 	0.004869	0.004523	0.000346
Total	128.863985	77.346735	51.517249
2021			
 0-4	1.742171	0.894105	0.848066
 5-9	1.539670	0.793767	0.745902
 10-14 	0.575445	0.297227	0.278219
 15-19 	1.124988	0.472339	0.652649
 20-24 	6.674788	2.866182	3.808606
 25-29 	16.157074	7.907927	8.249147
 30-34 	22.431578	11.977796	10.453782
 35-39 	24.491802	14.311227	10.180575
 40-44 	22.408410	14.193564	8.214846
 45-49 	17.309391	11.405615	5.903775
 50-54 	12.286513	8.355195	3.931318
 55-59 	6.887231	4.828277	2.058953
 60-64 	2.765371	2.079562	0.685810
 65-69 	0.793843	0.650486	0.143357
 70-74 	0.190168	0.167292	0.022877
 75-79 	0.037819	0.035241	0.002578
 80+ 	0.006482	0.006051	0.000431
Total	137.422745	81.241853	56.180892
2022			
 0-4	2.078927	1.067220	1.011707
 5-9	1.754193	0.904706	0.849487
 10-14 	0.670663	0.346877	0.323786
 15-19 	1.249321	0.524600	0.724721
 20-24 	6.698139	2.806905	3.891233
 25-29 	16.630791	8.045895	8.584896
 30-34 	23.688686	12.495190	11.193496
 35-39 	26.439725	15.136783	11.302943
 40-44 	24.905835	15.533853	9.371982
 45-49 	19.523195	12.698181	6.825014
 50-54 	13.729904	9.225661	4.504243
 55-59 	8.038443	5.569389	2.469054
 60-64 	3.374447	2.494283	0.880164
 65-69 	1.007306	0.809788	0.197518
 70-74 	0.245186	0.212484	0.032702
 75-79 	0.049894	0.045958	0.003937
 80+ 	0.008842	0.008276	0.000566
Total	150.093498	87.926049	62.167449
2023			
 0-4	2.441165	1.252758	1.188407
 5-9	1.976936	1.019847	0.957089
 10-14 	0.791202	0.409645	0.381557
 15-19 	1.402649	0.589137	0.813512
 20-24 	6.809220	2.795073	4.014146
 25-29 	17.212784	8.222902	8.989882
 30-34 	25.085391	13.090594	11.994797
 35-39 	28.586191	16.069029	12.517161
 40-44 	27.565655	16.908670	10.656984
 45-49 	22.064174	14.177092	7.887081
 50-54 	15.389597	10.215081	5.174516
 55-59 	9.294163	6.368723	2.925440
 60-64 	4.076210	2.960862	1.115348
 65-69 	1.278347	1.007662	0.270685
 70-74 	0.315300	0.269038	0.046262
 75-79 	0.065569	0.059607	0.005962
 80+ 	0.012051	0.011278	0.000773
Total	164.366604	95.427001	68.939603
2024			
 0-4	2.771609	1.423088	1.348521
 5-9	2.228491	1.149885	1.078606
 10-14 	0.944051	0.489496	0.454555
 15-19 	1.553398	0.649724	0.903675
 20-24 	6.912301	2.786825	4.125476
 25-29 	17.786247	8.372199	9.414048
 30-34 	26.493302	13.676544	12.816758
 35-39 	30.778544	17.016079	13.762465
 40-44 	30.282761	18.252242	12.030520
 45-49 	24.853647	15.778110	9.075537
 50-54 	17.397635	11.409806	5.987830
 55-59 	10.482327	7.098703	3.383624
 60-64 	4.892107	3.494645	1.397462
 65-69 	1.616020	1.248970	0.367050
 70-74 	0.404435	0.339457	0.064978
 75-79 	0.085940	0.077016	0.008925
 80+ 	0.016315	0.015224	0.001091
Total	179.499132	103.278011	76.221121
2025			
 0-4	3.002693	1.542201	1.460491
 5-9	2.550131	1.311507	1.238624
 10-14 	1.112444	0.576620	0.535824
 15-19 	1.710043	0.710010	1.000032
 20-24 	6.990100	2.773041	4.217058
 25-29 	18.323901	8.478839	9.845062
 30-34 	27.840313	14.212323	13.627991
 35-39 	32.939216	17.930012	15.009204
 40-44 	32.994958	19.526001	13.468957
 45-49 	27.805795	17.429441	10.376354
 50-54 	19.358707	12.524123	6.834584
 55-59 	11.989632	8.033984	3.955648
 60-64 	5.835424	4.101955	1.733469
 65-69 	2.024826	1.534390	0.490437
 70-74 	0.518282	0.427332	0.090950
 75-79 	0.112269	0.099109	0.013160
 80+ 	0.021881	0.020307	0.001573
Total	195.130614	111.231196	83.899418
2026			
 0-4	3.196375	1.641063	1.555312
 5-9	2.780012	1.430433	1.349579
 10-14 	1.250107	0.649218	0.600889
 15-19 	1.870016	0.769660	1.100356
 20-24 	7.043630	2.757104	4.286527
 25-29 	18.791968	8.533439	10.258529
 30-34 	29.069987	14.658415	14.411572
 35-39 	35.032113	18.795638	16.236475
 40-44 	35.687812	20.728319	14.959493
 45-49 	30.840667	19.067510	11.773157
 50-54 	21.795129	13.924347	7.870782
 55-59 	13.377021	8.859586	4.517435
 60-64 	6.841045	4.735089	2.105956
 65-69 	2.511021	1.866527	0.644493
 70-74 	0.663188	0.536314	0.126874
 75-79 	0.146430	0.127289	0.019141
 80+ 	0.029076	0.026779	0.002298
Total	210.925598	119.106729	91.818868
2027			
 0-4	3.352560	1.722361	1.630198
 5-9	3.059377	1.574301	1.485076
 10-14 	1.411732	0.736719	0.675013
 15-19 	2.055303	0.844833	1.210470
 20-24 	7.091811	2.745362	4.346449
 25-29 	19.166495	8.531166	10.635329
 30-34 	30.179507	15.012805	15.166702
 35-39 	37.030752	19.590274	17.440478
 40-44 	38.315145	21.843456	16.471689
 45-49 	33.927495	20.672957	13.254538
 50-54 	24.355604	15.363053	8.992551
 55-59 	14.931734	9.762951	5.168783
 60-64 	7.986130	5.452100	2.534030
 65-69 	3.077796	2.244916	0.832880
 70-74 	0.847700	0.671568	0.176132
 75-79 	0.190076	0.162643	0.027432
 80+ 	0.038426	0.035045	0.003382
Total	227.017644	126.966512	100.051132
2028			
 0-4	3.469412	1.782996	1.686416
 5-9	3.346063	1.723233	1.622830
 10-14 	1.572863	0.817363	0.755500
 15-19 	2.263669	0.927689	1.335980
 20-24 	7.139871	2.738713	4.401158
 25-29 	19.422887	8.464168	10.958718
 30-34 	31.152664	15.264364	15.888299
 35-39 	38.907133	20.298747	18.608387
 40-44 	40.896304	22.895702	18.000602
 45-49 	36.976497	22.171493	14.805005
 50-54 	27.119265	16.891673	10.227593
 55-59 	16.638053	10.734549	5.903504
 60-64 	9.201355	6.199839	3.001516
 65-69 	3.724342	2.665186	1.059156
 70-74 	1.081064	0.838459	0.242605
 75-79 	0.245631	0.206745	0.038886
 80+ 	0.050658	0.045663	0.004995
Total	243.207730	134.666581	108.541149
2029			
 0-4	3.561598	1.830848	1.730750
 5-9	3.595952	1.854294	1.741658
 10-14 	1.734012	0.900062	0.833951
 15-19 	2.480231	1.018953	1.461278
 20-24 	7.244612	2.759442	4.485170
 25-29 	19.534766	8.330181	11.204585
 30-34 	31.992090	15.417269	16.574821
 35-39 	40.644245	20.902345	19.741901
 40-44 	43.401860	23.880488	19.521373
 45-49 	39.965260	23.557651	16.407608
 50-54 	30.060856	18.486899	11.573957
 55-59 	18.661046	11.883069	6.777977
 60-64 	10.330979	6.866066	3.464913
 65-69 	4.472268	3.142614	1.329654
 70-74 	1.371766	1.041575	0.330190
 75-79 	0.316416	0.261681	0.054735
 80+ 	0.066690	0.059328	0.007362
Total	259.434647	142.192766	117.241882
2030			
 0-4	3.640437	1.871834	1.768603
 5-9	3.756914	1.944744	1.812169
 10-14 	1.897655	0.991789	0.905866
 15-19 	2.691489	1.118971	1.572518
 20-24 	7.439044	2.822019	4.617025
 25-29 	19.519287	8.138596	11.380691
 30-34 	32.715892	15.486313	17.229579
 35-39 	42.235767	21.405469	20.830298
 40-44 	45.807053	24.787341	21.019712
 45-49 	42.882365	24.830716	18.051649
 50-54 	33.125891	20.103062	13.022829
 55-59 	20.615573	12.936461	7.679111
 60-64 	11.776346	7.731218	4.045128
 65-69 	5.337677	3.685866	1.651811
 70-74 	1.724675	1.282216	0.442459
 75-79 	0.407235	0.330436	0.076800
 80+ 	0.087564	0.076799	0.010765
Total	275.660864	149.543853	126.117012
2031			
 0-4	3.713101	1.909606	1.803495
 5-9	3.815743	1.974233	1.841510
 10-14 	2.050265	1.070232	0.980033
 15-19 	2.922581	1.229056	1.693525
 20-24 	7.658445	2.895868	4.762577
 25-29 	19.402763	7.905100	11.497663
 30-34 	33.297622	15.464265	17.833356
 35-39 	43.635318	21.771993	21.863325
 40-44 	48.090452	25.609546	22.480906
 45-49 	45.731209	26.000635	19.730574
 50-54 	36.242848	21.683734	14.559115
 55-59 	23.045757	14.270460	8.775297
 60-64 	13.084401	8.475708	4.608693
 65-69 	6.256250	4.248039	2.008211
 70-74 	2.145904	1.563107	0.582797
 75-79 	0.523473	0.416048	0.107424
 80+ 	0.114770	0.099174	0.015596
Total	291.730902	156.586806	135.144095
2032			
 0-4	3.785410	1.947076	1.838334
 5-9	3.890110	2.012126	1.877984
 10-14 	2.212708	1.154459	1.058250
 15-19 	3.105402	1.317178	1.788224
 20-24 	7.970336	3.011233	4.959102
 25-29 	19.236806	7.661254	11.575552
 30-34 	33.713822	15.348459	18.365363
 35-39 	44.856574	22.011715	22.844859
 40-44 	50.234096	26.329890	23.904205
 45-49 	48.475891	27.059218	21.416673
 50-54 	39.378261	23.208728	16.169533
 55-59 	25.577977	15.625798	9.952180
 60-64 	14.564597	9.300972	5.263625
 65-69 	7.304716	4.885697	2.419019
 70-74 	2.638793	1.884161	0.754632
 75-79 	0.672242	0.522694	0.149548
 80+ 	0.149745	0.127403	0.022342
Total	307.767487	163.408062	144.359425
2033			
 0-4	3.860627	1.985846	1.874781
 5-9	3.983911	2.060621	1.923290
 10-14 	2.381730	1.243386	1.138344
 15-19 	3.341060	1.432239	1.908821
 20-24 	8.294183	3.132547	5.161635
 25-29 	19.054470	7.417088	11.637383
 30-34 	33.940952	15.135350	18.805602
 35-39 	45.892670	22.122649	23.770021
 40-44 	52.215115	26.940308	25.274807
 45-49 	51.147338	28.038515	23.108823
 50-54 	42.453649	24.615993	17.837656
 55-59 	28.302609	17.061793	11.240816
 60-64 	16.190860	10.190301	6.000559
 65-69 	8.417571	5.549791	2.867781
 70-74 	3.203484	2.242172	0.961311
 75-79 	0.861334	0.654779	0.206554
 80+ 	0.194621	0.162873	0.031748
Total	323.736184	169.986253	153.749931
2034			
 0-4	3.941180	2.027162	1.914017
 5-9	4.080854	2.110904	1.969950
 10-14 	2.526984	1.320774	1.206210
 15-19 	3.642192	1.576590	2.065602
 20-24 	8.556087	3.215234	5.340854
 25-29 	18.951501	7.226778	11.724723
 30-34 	33.948252	14.815872	19.132380
 35-39 	46.738746	22.101603	24.637143
 40-44 	54.006302	27.410777	26.595525
 45-49 	53.712638	28.929708	24.782929
 50-54 	45.440436	25.895238	19.545198
 55-59 	31.187838	18.550275	12.637563
 60-64 	18.116015	11.241836	6.874179
 65-69 	9.451937	6.139299	3.312639
 70-74 	3.858780	2.649953	1.208828
 75-79 	1.097912	0.816063	0.281849
 80+ 	0.252313	0.207421	0.044892
Total	339.509967	176.235486	163.274481
2035			
 0-4	4.028272	2.071727	1.956545
 5-9	4.177414	2.160968	2.016446
 10-14 	2.633470	1.377585	1.255885
 15-19 	4.010960	1.755608	2.255353
 20-24 	8.784434	3.280613	5.503821
 25-29 	18.986066	7.112649	11.873417
 30-34 	33.765306	14.409046	19.356259
 35-39 	47.409859	21.963226	25.446633
 40-44 	55.601641	27.747378	27.854263
 45-49 	56.139803	29.716338	26.423464
 50-54 	48.329284	27.046137	21.283147
 55-59 	34.180097	20.047700	14.132397
 60-64 	19.976480	12.202139	7.774341
 65-69 	10.784705	6.913681	3.871024
 70-74 	4.620060	3.115694	1.504366
 75-79 	1.386347	1.007764	0.378583
 80+ 	0.326960	0.263608	0.063352
Total	355.141158	182.191863	172.949296
2036			
 0-4	4.121393	2.119385	2.002008
 5-9	4.274468	2.211209	2.063260
 10-14 	2.708227	1.417540	1.290687
 15-19 	4.474924	1.989545	2.485379
 20-24 	9.058596	3.370392	5.688204
 25-29 	19.057589	7.016281	12.041308
 30-34 	33.451286	13.948938	19.502348
 35-39 	47.892679	21.715323	26.177356
 40-44 	56.963114	27.924228	29.038886
 45-49 	58.419899	30.404949	28.014950
 50-54 	51.135555	28.088836	23.046719
 55-59 	37.216326	21.506959	15.709367
 60-64 	22.289668	13.424345	8.865323
 65-69 	11.984145	7.572660	4.411485
 70-74 	5.427928	3.596714	1.831213
 75-79 	1.732061	1.232300	0.499762
 80+ 	0.423466	0.334283	0.089183
Total	370.631323	187.873886	182.757437
2037			
 0-4	4.218887	2.169376	2.049511
 5-9	4.373025	2.262150	2.110876
 10-14 	2.782276	1.457322	1.324954
 15-19 	4.968215	2.239640	2.728575
 20-24 	9.281821	3.428653	5.853168
 25-29 	19.269364	7.001211	12.268153
 30-34 	33.072143	13.472692	19.599451
 35-39 	48.161167	21.357965	26.803202
 40-44 	58.113225	27.959366	30.153858
 45-49 	60.538436	30.981050	29.557386
 50-54 	53.824594	29.017210	24.807384
 55-59 	40.258765	22.905906	17.352859
 60-64 	24.695121	14.661952	10.033169
 65-69 	13.350663	8.309874	5.040789
 70-74 	6.353116	4.144184	2.208932
 75-79 	2.138327	1.489863	0.648464
 80+ 	0.547823	0.422909	0.124914
Total	385.946968	193.281323	192.665645
2038			
 0-4	4.318597	2.220623	2.097973
 5-9	4.473347	2.313956	2.159391
 10-14 	2.859625	1.498268	1.361357
 15-19 	5.369053	2.446987	2.922065
 20-24 	9.666654	3.567504	6.099150
 25-29 	19.472504	6.988141	12.484364
 30-34 	32.685756	12.999731	19.686025
 35-39 	48.190473	20.889758	27.300715
 40-44 	59.046353	27.853531	31.192823
 45-49 	62.469455	31.436108	31.033346
 50-54 	56.427124	29.861742	26.565382
 55-59 	43.235314	24.189517	19.045797
 60-64 	27.280210	15.971887	11.308323
 65-69 	14.853296	9.104983	5.748314
 70-74 	7.336427	4.714671	2.621756
 75-79 	2.605914	1.778191	0.827722
 80+ 	0.706868	0.533338	0.173529
Total	400.996969	198.368937	202.628032
2039			
 0-4	4.417961	2.271784	2.146177
 5-9	4.575373	2.366631	2.208742
 10-14 	2.936123	1.538583	1.397540
 15-19 	5.705885	2.621948	3.083937
 20-24 	10.189002	3.769992	6.419010
 25-29 	19.576463	6.926793	12.649671
 30-34 	32.381726	12.583834	19.797892
 35-39 	47.962421	20.313430	27.648991
 40-44 	59.767299	27.614231	32.153068
 45-49 	64.194652	31.748371	32.446281
 50-54 	58.918883	30.623284	28.295599
 55-59 	46.121021	25.352261	20.768760
 60-64 	30.014913	17.328878	12.686036
 65-69 	16.630043	10.044670	6.585373
 70-74 	8.251751	5.221179	3.030571
 75-79 	3.150813	2.107878	1.042936
 80+ 	0.907347	0.669159	0.238188
Total	415.701678	203.102906	212.598772
2040			
 0-4	4.515106	2.321854	2.193252
 5-9	4.678952	2.420137	2.258815
 10-14 	3.010919	1.577981	1.432937
 15-19 	5.990245	2.764465	3.225780
 20-24 	10.723801	3.974925	6.748876
 25-29 	19.637978	6.855130	12.782848
 30-34 	32.228466	12.255838	19.972628
 35-39 	47.514539	19.653167	27.861372
 40-44 	60.286957	27.254945	33.032012
 45-49 	65.706786	31.924829	33.781957
 50-54 	61.262327	31.281010	29.981317
 55-59 	48.905306	26.392635	22.512671
 60-64 	32.847739	18.692479	14.155260
 65-69 	18.353213	10.905446	7.447767
 70-74 	9.437384	5.891455	3.545929
 75-79 	3.786751	2.486124	1.300627
 80+ 	1.154598	0.832453	0.322144
Total	430.041067	207.484873	222.556193
2041			
 0-4	4.609718	2.370637	2.239081
 5-9	4.783539	2.474213	2.309326
 10-14 	3.084504	1.616711	1.467793
 15-19 	6.208259	2.871652	3.336607
 20-24 	11.266236	4.196326	7.069909
 25-29 	19.761356	6.819808	12.941548
 30-34 	32.124162	11.952392	20.171770
 35-39 	46.922380	18.947582	27.974799
 40-44 	60.585903	26.780307	33.805597
 45-49 	66.960843	31.934378	35.026465
 50-54 	63.448047	31.840756	31.607290
 55-59 	51.600492	27.327629	24.272863
 60-64 	35.718304	20.018764	15.699539
 65-69 	20.489401	11.999380	8.490021
 70-74 	10.502977	6.459391	4.043585
 75-79 	4.462184	2.876579	1.585606
 80+ 	1.455268	1.026405	0.428864
Total	443.983573	211.512910	232.470663
2042			
 0-4	4.702551	2.418497	2.284054
 5-9	4.888279	2.528406	2.359873
 10-14 	3.157445	1.655049	1.502396
 15-19 	6.366748	2.947653	3.419095
 20-24 	11.782067	4.410332	7.371735
 25-29 	19.859039	6.762285	13.096754
 30-34 	32.156585	11.736710	20.419875
 35-39 	46.266085	18.235935	28.030150
 40-44 	60.627856	26.185729	34.442127
 45-49 	67.979832	31.795147	36.184685
 50-54 	65.458965	32.285761	33.173203
 55-59 	54.170606	28.149741	26.020865
 60-64 	38.587249	21.284936	17.302313
 65-69 	22.709314	13.105789	9.603525
 70-74 	11.723595	7.099150	4.624445
 75-79 	5.238290	3.322531	1.915759
 80+ 	1.815278	1.253079	0.562199
Total	457.489783	215.176730	242.313052
2043			
 0-4	4.794136	2.465704	2.328432
 5-9	4.992512	2.582381	2.410132
 10-14 	3.230046	1.693162	1.536885
 15-19 	6.503791	3.013060	3.490731
 20-24 	12.117285	4.546647	7.570638
 25-29 	20.175899	6.816114	13.359785
 30-34 	32.171583	11.518765	20.652818
 35-39 	45.627688	17.547492	28.080196
 40-44 	60.389668	25.473579	34.916089
 45-49 	68.760737	31.511212	37.249526
 50-54 	67.269568	32.609016	34.660552
 55-59 	56.646640	28.888679	27.757961
 60-64 	41.389150	22.442542	18.946608
 65-69 	25.092502	14.275683	10.816819
 70-74 	13.066884	7.789627	5.277257
 75-79 	6.064878	3.787972	2.276906
 80+ 	2.239418	1.513091	0.726327
Total	470.532386	218.474727	252.057659
2044			
 0-4	4.883439	2.511727	2.371713
