Bangladesh	Total	Male	Female
 30-34 	0.000000	0.000000	0.000000
 35-39 	0.000000	0.000000	0.000000
 40-44 	0.000000	0.000000	0.000000
 45-49 	0.000000	0.000000	0.000000
 50-54 	0.000000	0.000000	0.000000
 55-59 	0.000000	0.000000	0.000000
 60-64 	0.000000	0.000000	0.000000
 65-69 	0.000000	0.000000	0.000000
 70-74 	0.000000	0.000000	0.000000
 75-79 	0.000000	0.000000	0.000000
 80+ 	0.000000	0.000000	0.000000
Total	0.000000	0.000000	0.000000
1979			
 0-4	0.000000	0.000000	0.000000
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000000	0.000000	0.000000
 20-24 	0.000000	0.000000	0.000000
 25-29 	0.000000	0.000000	0.000000
 30-34 	0.000000	0.000000	0.000000
 35-39 	0.000000	0.000000	0.000000
 40-44 	0.000000	0.000000	0.000000
 45-49 	0.000000	0.000000	0.000000
 50-54 	0.000000	0.000000	0.000000
 55-59 	0.000000	0.000000	0.000000
 60-64 	0.000000	0.000000	0.000000
 65-69 	0.000000	0.000000	0.000000
 70-74 	0.000000	0.000000	0.000000
 75-79 	0.000000	0.000000	0.000000
 80+ 	0.000000	0.000000	0.000000
Total	0.000000	0.000000	0.000000
1980			
 0-4	0.000000	0.000000	0.000000
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000000	0.000000	0.000000
 20-24 	0.000000	0.000000	0.000000
 25-29 	0.000000	0.000000	0.000000
 30-34 	0.000000	0.000000	0.000000
 35-39 	0.000000	0.000000	0.000000
 40-44 	0.000000	0.000000	0.000000
 45-49 	0.000000	0.000000	0.000000
 50-54 	0.000000	0.000000	0.000000
 55-59 	0.000000	0.000000	0.000000
 60-64 	0.000000	0.000000	0.000000
 65-69 	0.000000	0.000000	0.000000
 70-74 	0.000000	0.000000	0.000000
 75-79 	0.000000	0.000000	0.000000
 80+ 	0.000000	0.000000	0.000000
Total	0.000000	0.000000	0.000000
1981			
 0-4	0.000000	0.000000	0.000000
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000000	0.000000	0.000000
 20-24 	0.000000	0.000000	0.000000
 25-29 	0.000000	0.000000	0.000000
 30-34 	0.000000	0.000000	0.000000
 35-39 	0.000000	0.000000	0.000000
 40-44 	0.000000	0.000000	0.000000
 45-49 	0.000000	0.000000	0.000000
 50-54 	0.000000	0.000000	0.000000
 55-59 	0.000000	0.000000	0.000000
 60-64 	0.000000	0.000000	0.000000
 65-69 	0.000000	0.000000	0.000000
 70-74 	0.000000	0.000000	0.000000
 75-79 	0.000000	0.000000	0.000000
 80+ 	0.000000	0.000000	0.000000
Total	0.000000	0.000000	0.000000
1982			
 0-4	0.000000	0.000000	0.000000
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000000	0.000000	0.000000
 20-24 	0.000000	0.000000	0.000000
 25-29 	0.000000	0.000000	0.000000
 30-34 	0.000000	0.000000	0.000000
 35-39 	0.000000	0.000000	0.000000
 40-44 	0.000000	0.000000	0.000000
 45-49 	0.000000	0.000000	0.000000
 50-54 	0.000000	0.000000	0.000000
 55-59 	0.000000	0.000000	0.000000
 60-64 	0.000000	0.000000	0.000000
 65-69 	0.000000	0.000000	0.000000
 70-74 	0.000000	0.000000	0.000000
 75-79 	0.000000	0.000000	0.000000
 80+ 	0.000000	0.000000	0.000000
Total	0.000000	0.000000	0.000000
1983			
 0-4	0.000000	0.000000	0.000000
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000000	0.000000	0.000000
 20-24 	0.000000	0.000000	0.000000
 25-29 	0.000000	0.000000	0.000000
 30-34 	0.000000	0.000000	0.000000
 35-39 	0.000000	0.000000	0.000000
 40-44 	0.000000	0.000000	0.000000
 45-49 	0.000000	0.000000	0.000000
 50-54 	0.000000	0.000000	0.000000
 55-59 	0.000000	0.000000	0.000000
 60-64 	0.000000	0.000000	0.000000
 65-69 	0.000000	0.000000	0.000000
 70-74 	0.000000	0.000000	0.000000
 75-79 	0.000000	0.000000	0.000000
 80+ 	0.000000	0.000000	0.000000
Total	0.000000	0.000000	0.000000
1984			
 0-4	0.000000	0.000000	0.000000
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000000	0.000000	0.000000
 20-24 	0.000000	0.000000	0.000000
 25-29 	0.000000	0.000000	0.000000
 30-34 	0.000000	0.000000	0.000000
 35-39 	0.000000	0.000000	0.000000
 40-44 	0.000000	0.000000	0.000000
 45-49 	0.000000	0.000000	0.000000
 50-54 	0.000000	0.000000	0.000000
 55-59 	0.000000	0.000000	0.000000
 60-64 	0.000000	0.000000	0.000000
 65-69 	0.000000	0.000000	0.000000
 70-74 	0.000000	0.000000	0.000000
 75-79 	0.000000	0.000000	0.000000
 80+ 	0.000000	0.000000	0.000000
Total	0.000000	0.000000	0.000000
1985			
 0-4	0.000000	0.000000	0.000000
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000000	0.000000	0.000000
 20-24 	0.000000	0.000000	0.000000
 25-29 	0.000000	0.000000	0.000000
 30-34 	0.000000	0.000000	0.000000
 35-39 	0.000000	0.000000	0.000000
 40-44 	0.000000	0.000000	0.000000
 45-49 	0.000000	0.000000	0.000000
 50-54 	0.000000	0.000000	0.000000
 55-59 	0.000000	0.000000	0.000000
 60-64 	0.000000	0.000000	0.000000
 65-69 	0.000000	0.000000	0.000000
 70-74 	0.000000	0.000000	0.000000
 75-79 	0.000000	0.000000	0.000000
 80+ 	0.000000	0.000000	0.000000
Total	0.000000	0.000000	0.000000
1986			
 0-4	0.000000	0.000000	0.000000
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000000	0.000000	0.000000
 20-24 	0.000000	0.000000	0.000000
 25-29 	0.000000	0.000000	0.000000
 30-34 	0.000000	0.000000	0.000000
 35-39 	0.000000	0.000000	0.000000
 40-44 	0.000000	0.000000	0.000000
 45-49 	0.000000	0.000000	0.000000
 50-54 	0.000000	0.000000	0.000000
 55-59 	0.000000	0.000000	0.000000
 60-64 	0.000000	0.000000	0.000000
 65-69 	0.000000	0.000000	0.000000
 70-74 	0.000000	0.000000	0.000000
 75-79 	0.000000	0.000000	0.000000
 80+ 	0.000000	0.000000	0.000000
Total	0.000000	0.000000	0.000000
1987			
 0-4	0.000000	0.000000	0.000000
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000000	0.000000	0.000000
 20-24 	0.000000	0.000000	0.000000
 25-29 	0.000000	0.000000	0.000000
 30-34 	0.000000	0.000000	0.000000
 35-39 	0.000000	0.000000	0.000000
 40-44 	0.000000	0.000000	0.000000
 45-49 	0.000000	0.000000	0.000000
 50-54 	0.000000	0.000000	0.000000
 55-59 	0.000000	0.000000	0.000000
 60-64 	0.000000	0.000000	0.000000
 65-69 	0.000000	0.000000	0.000000
 70-74 	0.000000	0.000000	0.000000
 75-79 	0.000000	0.000000	0.000000
 80+ 	0.000000	0.000000	0.000000
Total	0.000000	0.000000	0.000000
1988			
 0-4	0.000000	0.000000	0.000000
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000000	0.000000	0.000000
 20-24 	0.000000	0.000000	0.000000
 25-29 	0.000000	0.000000	0.000000
 30-34 	0.000000	0.000000	0.000000
 35-39 	0.000000	0.000000	0.000000
 40-44 	0.000000	0.000000	0.000000
 45-49 	0.000000	0.000000	0.000000
 50-54 	0.000000	0.000000	0.000000
 55-59 	0.000000	0.000000	0.000000
 60-64 	0.000000	0.000000	0.000000
 65-69 	0.000000	0.000000	0.000000
 70-74 	0.000000	0.000000	0.000000
 75-79 	0.000000	0.000000	0.000000
 80+ 	0.000000	0.000000	0.000000
Total	0.000000	0.000000	0.000000
1989			
 0-4	0.000000	0.000000	0.000000
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000000	0.000000	0.000000
 20-24 	0.000000	0.000000	0.000000
 25-29 	0.000000	0.000000	0.000000
 30-34 	0.000000	0.000000	0.000000
 35-39 	0.000000	0.000000	0.000000
 40-44 	0.000000	0.000000	0.000000
 45-49 	0.000000	0.000000	0.000000
 50-54 	0.000000	0.000000	0.000000
 55-59 	0.000000	0.000000	0.000000
 60-64 	0.000000	0.000000	0.000000
 65-69 	0.000000	0.000000	0.000000
 70-74 	0.000000	0.000000	0.000000
 75-79 	0.000000	0.000000	0.000000
 80+ 	0.000000	0.000000	0.000000
Total	0.000000	0.000000	0.000000
1990			
 0-4	0.000000	0.000000	0.000000
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000000	0.000000	0.000000
 20-24 	0.000000	0.000000	0.000000
 25-29 	0.000000	0.000000	0.000000
 30-34 	0.000000	0.000000	0.000000
 35-39 	0.000000	0.000000	0.000000
 40-44 	0.000000	0.000000	0.000000
 45-49 	0.000000	0.000000	0.000000
 50-54 	0.000000	0.000000	0.000000
 55-59 	0.000000	0.000000	0.000000
 60-64 	0.000000	0.000000	0.000000
 65-69 	0.000000	0.000000	0.000000
 70-74 	0.000000	0.000000	0.000000
 75-79 	0.000000	0.000000	0.000000
 80+ 	0.000000	0.000000	0.000000
Total	0.000000	0.000000	0.000000
1991			
 0-4	0.000000	0.000000	0.000000
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000000	0.000000	0.000000
 20-24 	0.000000	0.000000	0.000000
 25-29 	0.000000	0.000000	0.000000
 30-34 	0.000000	0.000000	0.000000
 35-39 	0.000000	0.000000	0.000000
 40-44 	0.000000	0.000000	0.000000
 45-49 	0.000000	0.000000	0.000000
 50-54 	0.000000	0.000000	0.000000
 55-59 	0.000000	0.000000	0.000000
 60-64 	0.000000	0.000000	0.000000
 65-69 	0.000000	0.000000	0.000000
 70-74 	0.000000	0.000000	0.000000
 75-79 	0.000000	0.000000	0.000000
 80+ 	0.000000	0.000000	0.000000
Total	0.000000	0.000000	0.000000
1992			
 0-4	0.000052	0.000027	0.000026
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.004877	0.004451	0.000426
 20-24 	0.005965	0.005580	0.000385
 25-29 	0.005489	0.005199	0.000290
 30-34 	0.004654	0.004480	0.000174
 35-39 	0.003149	0.003036	0.000113
 40-44 	0.002029	0.001953	0.000075
 45-49 	0.001122	0.001076	0.000046
 50-54 	0.000413	0.000398	0.000015
 55-59 	0.000156	0.000154	0.000002
 60-64 	0.000013	0.000013	0.000000
 65-69 	0.000003	0.000003	0.000000
 70-74 	0.000000	0.000000	0.000000
 75-79 	0.000001	0.000001	0.000000
 80+ 	0.000000	0.000000	0.000000
Total	0.027923	0.026371	0.001552
1993			
 0-4	0.000190	0.000097	0.000093
 5-9	0.000011	0.000005	0.000005
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.016826	0.015130	0.001696
 20-24 	0.022778	0.021037	0.001740
 25-29 	0.020611	0.019354	0.001257
 30-34 	0.017878	0.017091	0.000787
 35-39 	0.012807	0.012292	0.000515
 40-44 	0.008324	0.007983	0.000341
 45-49 	0.004838	0.004622	0.000215
 50-54 	0.001970	0.001885	0.000085
 55-59 	0.000712	0.000699	0.000013
 60-64 	0.000104	0.000104	0.000000
 65-69 	0.000008	0.000008	0.000000
 70-74 	0.000002	0.000002	0.000000
 75-79 	0.000005	0.000004	0.000000
 80+ 	0.000000	0.000000	0.000000
Total	0.107061	0.100314	0.006747
1994			
 0-4	0.000606	0.000310	0.000297
 5-9	0.000068	0.000034	0.000033
 10-14 	0.000002	0.000001	0.000001
 15-19 	0.034705	0.030299	0.004406
 20-24 	0.051850	0.046936	0.004914
 25-29 	0.046783	0.043237	0.003546
 30-34 	0.041558	0.039270	0.002288
 35-39 	0.030760	0.029239	0.001522
 40-44 	0.019904	0.018929	0.000975
 45-49 	0.011807	0.011187	0.000620
 50-54 	0.005048	0.004786	0.000262
 55-59 	0.001812	0.001768	0.000044
 60-64 	0.000329	0.000328	0.000001
 65-69 	0.000017	0.000017	0.000000
 70-74 	0.000007	0.000007	0.000000
 75-79 	0.000010	0.000010	0.000000
 80+ 	0.000000	0.000000	0.000000
Total	0.245266	0.226357	0.018909
1995			
 0-4	0.001991	0.001017	0.000974
 5-9	0.000225	0.000115	0.000110
 10-14 	0.000016	0.000008	0.000008
 15-19 	0.087522	0.073022	0.014500
 20-24 	0.126948	0.111234	0.015713
 25-29 	0.116340	0.104784	0.011556
 30-34 	0.104359	0.096818	0.007541
 35-39 	0.077914	0.072751	0.005163
 40-44 	0.049604	0.046442	0.003162
 45-49 	0.028903	0.026960	0.001943
 50-54 	0.012343	0.011518	0.000824
 55-59 	0.004488	0.004346	0.000142
 60-64 	0.000831	0.000828	0.000003
 65-69 	0.000046	0.000045	0.000001
 70-74 	0.000015	0.000015	0.000000
 75-79 	0.000024	0.000023	0.000001
 80+ 	0.000001	0.000001	0.000000
Total	0.611569	0.549928	0.061640
1996			
 0-4	0.012586	0.006431	0.006155
 5-9	0.000592	0.000302	0.000289
 10-14 	0.000015	0.000008	0.000007
 15-19 	0.486936	0.383847	0.103089
 20-24 	0.618731	0.517692	0.101038
 25-29 	0.556338	0.481715	0.074622
 30-34 	0.501363	0.452550	0.048813
 35-39 	0.370790	0.335924	0.034866
 40-44 	0.228251	0.207932	0.020319
 45-49 	0.125425	0.113749	0.011676
 50-54 	0.049888	0.045252	0.004636
 55-59 	0.018504	0.017789	0.000715
 60-64 	0.002634	0.002623	0.000011
 65-69 	0.000228	0.000223	0.000004
 70-74 	0.000041	0.000040	0.000001
 75-79 	0.000113	0.000109	0.000004
 80+ 	0.000001	0.000001	0.000000
Total	2.972435	2.566189	0.406246
1997			
 0-4	0.033819	0.017278	0.016541
 5-9	0.004009	0.002048	0.001961
 10-14 	0.000032	0.000016	0.000016
 15-19 	1.195869	0.921995	0.273875
 20-24 	1.723226	1.406089	0.317137
 25-29 	1.456804	1.239795	0.217009
 30-34 	1.345018	1.196418	0.148600
 35-39 	1.038746	0.932350	0.106395
 40-44 	0.648752	0.584155	0.064597
 45-49 	0.364698	0.327703	0.036995
 50-54 	0.149024	0.133377	0.015647
 55-59 	0.053898	0.051052	0.002845
 60-64 	0.009570	0.009511	0.000059
 65-69 	0.000544	0.000533	0.000011
 70-74 	0.000208	0.000203	0.000005
 75-79 	0.000300	0.000288	0.000012
 80+ 	0.000008	0.000008	0.000000
Total	8.024523	6.822817	1.201706
1998			
 0-4	0.062685	0.032026	0.030659
 5-9	0.009399	0.004801	0.004597
 10-14 	0.000135	0.000069	0.000066
 15-19 	1.787040	1.345890	0.441150
 20-24 	3.059906	2.446275	0.613631
 25-29 	2.547860	2.134040	0.413820
 30-34 	2.373784	2.084090	0.289694
 35-39 	1.902343	1.694413	0.207931
 40-44 	1.217007	1.085961	0.131046
 45-49 	0.696350	0.622022	0.074327
 50-54 	0.294785	0.261661	0.033125
 55-59 	0.105932	0.098893	0.007039
 60-64 	0.022751	0.022546	0.000206
 65-69 	0.000917	0.000898	0.000020
 70-74 	0.000490	0.000479	0.000011
 75-79 	0.000477	0.000456	0.000022
 80+ 	0.000049	0.000048	0.000002
Total	14.081911	11.834566	2.247345
1999			
 0-4	0.100926	0.051572	0.049355
 5-9	0.017149	0.008763	0.008387
 10-14 	0.000423	0.000216	0.000207
 15-19 	2.318677	1.697430	0.621247
 20-24 	4.670440	3.654557	1.015882
 25-29 	3.919586	3.228787	0.690800
 30-34 	3.576377	3.094980	0.481397
 35-39 	2.974740	2.626571	0.348169
 40-44 	1.951802	1.724502	0.227300
 45-49 	1.118385	0.992383	0.126002
 50-54 	0.486543	0.428768	0.057775
 55-59 	0.174022	0.160176	0.013846
 60-64 	0.042861	0.042279	0.000582
 65-69 	0.001790	0.001758	0.000032
 70-74 	0.000852	0.000832	0.000021
 75-79 	0.000652	0.000620	0.000032
 80+ 	0.000111	0.000107	0.000004
Total	21.355337	17.714299	3.641037
2000			
 0-4	0.149994	0.076657	0.073337
 5-9	0.028907	0.014773	0.014134
 10-14 	0.001293	0.000660	0.000633
 15-19 	2.832037	2.007029	0.825007
 20-24 	6.533420	4.996375	1.537045
 25-29 	5.527912	4.468713	1.059199
 30-34 	5.028135	4.283016	0.745119
 35-39 	4.261033	3.724392	0.536641
 40-44 	2.856413	2.496344	0.360069
 45-49 	1.629943	1.434510	0.195433
 50-54 	0.717902	0.628076	0.089826
 55-59 	0.256240	0.232759	0.023480
 60-64 	0.069186	0.067837	0.001349
 65-69 	0.003513	0.003462	0.000051
 70-74 	0.001210	0.001175	0.000035
 75-79 	0.000811	0.000767	0.000045
 80+ 	0.000206	0.000198	0.000008
Total	29.898156	24.436744	5.461412
2001			
 0-4	0.209348	0.107008	0.102340
 5-9	0.047123	0.024084	0.023040
 10-14 	0.003561	0.001816	0.001746
 15-19 	3.409591	2.339943	1.069648
 20-24 	8.525083	6.357748	2.167335
 25-29 	7.524393	5.965203	1.559190
 30-34 	6.612413	5.536936	1.075477
 35-39 	5.722358	4.943929	0.778429
 40-44 	3.925422	3.390580	0.534842
 45-49 	2.233762	1.946341	0.287421
 50-54 	0.985424	0.855494	0.129929
 55-59 	0.350870	0.314874	0.035996
 60-64 	0.100017	0.097343	0.002673
 65-69 	0.006613	0.006532	0.000080
 70-74 	0.001633	0.001583	0.000051
 75-79 	0.001009	0.000949	0.000060
 80+ 	0.000301	0.000288	0.000013
Total	39.658921	31.890650	7.768271
2002			
 0-4	0.272132	0.139115	0.133017
 5-9	0.076367	0.039039	0.037327
 10-14 	0.008612	0.004394	0.004218
 15-19 	3.866238	2.562833	1.303405
 20-24 	10.610956	7.706978	2.903978
 25-29 	9.751550	7.573952	2.177599
 30-34 	8.325566	6.845029	1.480537
 35-39 	7.317022	6.242705	1.074318
 40-44 	5.114703	4.364851	0.749852
 45-49 	2.923922	2.518594	0.405328
 50-54 	1.280651	1.102756	0.177896
 55-59 	0.455257	0.403873	0.051384
 60-64 	0.134219	0.129514	0.004705
 65-69 	0.011353	0.011221	0.000132
 70-74 	0.002043	0.001975	0.000068
 75-79 	0.001205	0.001128	0.000077
 80+ 	0.000425	0.000404	0.000021
Total	50.152222	39.648360	10.503862
2003			
 0-4	0.337350	0.172472	0.164877
 5-9	0.113321	0.057942	0.055379
 10-14 	0.015920	0.008125	0.007795
 15-19 	4.282506	2.749681	1.532825
 20-24 	12.478092	8.816763	3.661329
 25-29 	12.076344	9.182200	2.894143
 30-34 	10.080573	8.132169	1.948404
 35-39 	8.907150	7.497856	1.409294
 40-44 	6.348963	5.353042	0.995922
 45-49 	3.676947	3.127746	0.549201
 50-54 	1.589503	1.356898	0.232605
 55-59 	0.565705	0.496364	0.069341
 60-64 	0.169964	0.162471	0.007492
 65-69 	0.017625	0.017398	0.000228
 70-74 	0.002468	0.002382	0.000086
 75-79 	0.001424	0.001328	0.000095
 80+ 	0.000527	0.000498	0.000029
Total	60.664381	47.135336	13.529045
2004			
 0-4	0.402957	0.206032	0.196925
 5-9	0.158765	0.081190	0.077575
 10-14 	0.025876	0.013209	0.012667
 15-19 	4.606116	2.865485	1.740630
 20-24 	14.096575	9.678629	4.417946
 25-29 	14.403310	10.711223	3.692087
 30-34 	11.946211	9.455709	2.490502
 35-39 	10.308799	8.550608	1.758191
 40-44 	7.584395	6.316914	1.267481
 45-49 	4.469702	3.751567	0.718135
 50-54 	1.904270	1.610324	0.293946
 55-59 	0.679035	0.589536	0.089498
 60-64 	0.205746	0.194732	0.011014
 65-69 	0.025064	0.024668	0.000396
 70-74 	0.003032	0.002927	0.000105
 75-79 	0.001625	0.001511	0.000114
 80+ 	0.000628	0.000590	0.000038
Total	70.822105	54.054855	16.767250
2005			
 0-4	0.465671	0.238114	0.227558
 5-9	0.211671	0.108259	0.103412
 10-14 	0.039215	0.020021	0.019194
 15-19 	4.848520	2.922866	1.925654
 20-24 	15.370537	10.237571	5.132966
 25-29 	16.509740	11.980635	4.529105
 30-34 	13.499923	10.454955	3.044968
 35-39 	11.653584	9.507870	2.145714
 40-44 	8.713143	7.159453	1.553690
 45-49 	5.191457	4.289257	0.902200
 50-54 	2.174609	1.815313	0.359296
 55-59 	0.773416	0.663524	0.109891
 60-64 	0.233516	0.218593	0.014923
 65-69 	0.032033	0.031380	0.000653
 70-74 	0.003618	0.003493	0.000125
 75-79 	0.001766	0.001635	0.000132
 80+ 	0.000706	0.000658	0.000048
Total	79.723126	59.653598	20.069528
2006			
 0-4	0.523460	0.267680	0.255780
 5-9	0.270331	0.138276	0.132055
 10-14 	0.056751	0.028978	0.027773
 15-19 	5.018499	2.931947	2.086552
 20-24 	16.366299	10.566566	5.799733
 25-29 	18.267554	12.906112	5.361442
 30-34 	15.124436	11.459867	3.664569
 35-39 	12.642817	10.126463	2.516355
 40-44 	9.666093	7.827076	1.839017
 45-49 	5.847590	4.751828	1.095761
 50-54 	2.417291	1.987284	0.430007
 55-59 	0.855519	0.725176	0.130342
 60-64 	0.255458	0.236374	0.019084
 65-69 	0.038418	0.037401	0.001017
 70-74 	0.004348	0.004202	0.000146
 75-79 	0.001875	0.001727	0.000148
 80+ 	0.000770	0.000713	0.000057
Total	87.357511	63.997670	23.359841
2007			
