Vietnam	Total	Male	Female
 0-4	7.598926	3.991857	3.607068
 5-9	3.178847	1.667454	1.511393
 10-14 	0.340441	0.178168	0.162273
 15-19 	0.795763	0.438043	0.357720
 20-24 	27.721902	15.737430	11.984472
 25-29 	104.299365	61.344041	42.955324
 30-34 	110.515782	71.664185	38.851597
 35-39 	96.341964	68.197628	28.144337
 40-44 	90.934322	68.136772	22.797550
 45-49 	91.264450	67.512132	23.752318
 50-54 	63.575610	46.783136	16.792474
 55-59 	20.821984	15.006669	5.815315
 60-64 	4.926687	3.744363	1.182324
 65-69 	1.173898	1.036998	0.136900
 70-74 	0.140920	0.130185	0.010735
 75-79 	0.030819	0.027613	0.003206
 80+ 	0.021141	0.017123	0.004018
Total	623.682819	425.613794	198.069025
2008			
 0-4	11.212587	5.905304	5.307283
 5-9	6.669707	3.502262	3.167445
 10-14 	1.115325	0.584275	0.531050
 15-19 	1.316995	0.759457	0.557538
 20-24 	36.027049	22.107085	13.919964
 25-29 	156.788030	96.760439	60.027592
 30-34 	174.758786	117.030913	57.727873
 35-39 	153.927329	111.956055	41.971273
 40-44 	145.355427	111.841908	33.513519
 45-49 	142.879545	109.337694	33.541851
 50-54 	101.850118	77.106298	24.743820
 55-59 	35.069152	26.158226	8.910926
 60-64 	8.228516	6.346190	1.882326
 65-69 	1.960090	1.725606	0.234484
 70-74 	0.254797	0.236929	0.017868
 75-79 	0.049646	0.045037	0.004610
 80+ 	0.031726	0.026361	0.005365
Total	977.494826	691.430041	286.064786
2009			
 0-4	13.140978	6.926846	6.214132
 5-9	9.957992	5.193362	4.764631
 10-14 	2.162404	1.124294	1.038110
 15-19 	1.991249	0.932343	1.058905
 20-24 	40.571726	21.857351	18.714375
 25-29 	201.827653	109.473530	92.354123
 30-34 	237.858189	141.229160	96.629029
 35-39 	207.188767	136.181196	71.007571
 40-44 	191.810442	136.077915	55.732527
 45-49 	184.526358	131.046138	53.480220
 50-54 	134.823524	94.935500	39.888025
 55-59 	49.143886	34.313997	14.829889
 60-64 	11.685301	8.415190	3.270111
 65-69 	2.636246	2.209202	0.427044
 70-74 	0.370173	0.336698	0.033475
 75-79 	0.063287	0.055852	0.007435
 80+ 	0.038954	0.030960	0.007994
Total	1289.797131	830.339536	459.457595
2010			
 0-4	14.426228	7.602895	6.823333
 5-9	11.782984	6.153269	5.629714
 10-14 	3.052969	1.588874	1.464095
 15-19 	5.937340	3.686944	2.250396
 20-24 	75.177647	45.253350	29.924298
 25-29 	288.396439	170.763507	117.632932
 30-34 	351.127161	222.260046	128.867115
 35-39 	293.157641	201.219437	91.938204
 40-44 	263.011646	193.092126	69.919520
 45-49 	232.969978	172.667253	60.302725
 50-54 	169.798503	124.643046	45.155457
 55-59 	66.183786	48.041097	18.142689
 60-64 	16.556183	12.200611	4.355571
 65-69 	3.622002	3.007409	0.614594
 70-74 	0.566714	0.515922	0.050792
 75-79 	0.085903	0.077337	0.008566
 80+ 	0.048130	0.039512	0.008619
Total	1795.901256	1212.812636	583.088620
2011			
 0-4	14.984556	7.894756	7.089799
 5-9	13.540419	7.079438	6.460981
 10-14 	3.305256	1.723465	1.581792
 15-19 	6.801586	4.084212	2.717374
 20-24 	85.387616	56.197960	29.189656
 25-29 	305.117585	192.237738	112.879847
 30-34 	407.726681	267.092599	140.634082
 35-39 	342.753462	243.176882	99.576579
 40-44 	305.229358	230.114168	75.115190
 45-49 	265.519399	203.168295	62.351104
 50-54 	196.560895	147.641011	48.919884
 55-59 	83.100018	61.585265	21.514753
 60-64 	22.341851	16.627743	5.714108
 65-69 	4.710101	3.840326	0.869775
 70-74 	0.814871	0.735751	0.079120
 75-79 	0.111088	0.100994	0.010094
 80+ 	0.055921	0.046813	0.009108
Total	2058.060662	1443.347417	614.713245
2012			
 0-4	14.439067	7.602513	6.836554
 5-9	15.297814	8.014416	7.283397
 10-14 	4.368394	2.287246	2.081148
 15-19 	7.454909	3.615389	3.839521
 20-24 	85.561934	49.630771	35.931163
 25-29 	310.236535	178.964777	131.271758
 30-34 	452.498061	269.635300	182.862761
 35-39 	382.306704	250.486111	131.820593
 40-44 	334.873382	236.932377	97.941005
 45-49 	289.521958	210.795997	78.725961
 50-54 	217.845640	156.536837	61.308804
 55-59 	100.458714	71.310594	29.148120
 60-64 	29.133470	20.691450	8.442021
 65-69 	5.977609	4.599275	1.378334
 70-74 	1.101267	0.961477	0.139790
 75-79 	0.140771	0.126249	0.014522
 80+ 	0.061921	0.050626	0.011295
Total	2251.278152	1472.241405	779.036747
2013			
 0-4	13.138935	6.917765	6.221170
 5-9	14.794634	7.762099	7.032535
 10-14 	5.580357	2.931108	2.649249
 15-19 	8.062785	3.717311	4.345474
 20-24 	78.528477	43.291597	35.236880
 25-29 	295.119648	167.947250	127.172397
 30-34 	468.651688	274.310219	194.341469
 35-39 	411.311453	262.679608	148.631844
 40-44 	357.449778	247.762011	109.687766
 45-49 	308.957907	222.752720	86.205187
 50-54 	235.169586	168.421639	66.747948
 55-59 	118.249747	83.725208	34.524539
 60-64 	37.113400	26.239936	10.873464
 65-69 	7.708604	5.770989	1.937615
 70-74 	1.480751	1.263814	0.216937
 75-79 	0.189090	0.169616	0.019474
 80+ 	0.068689	0.056405	0.012284
Total	2361.575529	1525.719297	835.856232
2014			
 0-4	11.816665	6.223549	5.593115
 5-9	15.344310	8.068703	7.275607
 10-14 	6.533039	3.413420	3.119619
 15-19 	8.384125	5.573817	2.810308
 20-24 	72.893347	53.812264	19.081082
 25-29 	287.389247	205.346831	82.042416
 30-34 	494.497745	345.201817	149.295927
 35-39 	471.551655	345.354840	126.196816
 40-44 	414.957580	320.670376	94.287204
 45-49 	359.395695	286.454217	72.941479
 50-54 	272.231052	212.964665	59.266386
 55-59 	145.860191	111.399132	34.461059
 60-64 	49.451467	37.410977	12.040490
 65-69 	10.685640	8.277952	2.407687
 70-74 	2.087980	1.792089	0.295891
 75-79 	0.286011	0.262012	0.024000
 80+ 	0.084589	0.073589	0.011000
Total	2623.450337	1952.300250	671.150086
2015			
 0-4	9.098785	4.798825	4.299960
 5-9	14.805503	7.798300	7.007203
 10-14 	7.232938	3.785977	3.446960
 15-19 	9.313338	5.799561	3.513777
 20-24 	63.362615	45.648098	17.714517
 25-29 	260.563918	183.942039	76.621879
 30-34 	484.931599	328.595002	156.336597
 35-39 	494.097604	349.006630	145.090974
 40-44 	430.638860	323.375631	107.263228
 45-49 	372.373306	290.101661	82.271645
 50-54 	286.098826	219.878307	66.220519
 55-59 	163.913161	122.489261	41.423900
 60-64 	60.418000	44.602695	15.815304
 65-69 	13.915152	10.388669	3.526483
 70-74 	2.680035	2.206311	0.473724
 75-79 	0.392688	0.353456	0.039232
 80+ 	0.093760	0.081003	0.012757
Total	2673.930085	1942.851427	731.078658
2016			
 0-4	7.465009	3.936761	3.528248
 5-9	13.502091	7.180439	6.321653
 10-14 	7.784192	4.099275	3.684918
 15-19 	9.581403	5.862073	3.719330
 20-24 	54.180232	38.152525	16.027707
 25-29 	233.290540	164.990002	68.300537
 30-34 	466.581408	316.983426	149.597982
 35-39 	515.453005	359.566987	155.886018
 40-44 	449.466012	334.179577	115.286436
 45-49 	388.507992	300.338837	88.169155
 50-54 	303.124879	233.462538	69.662341
 55-59 	183.792703	137.364018	46.428685
 60-64 	73.605977	54.203695	19.402283
 65-69 	18.416795	13.584246	4.832549
 70-74 	3.472893	2.772423	0.700470
 75-79 	0.553872	0.491350	0.062522
 80+ 	0.109106	0.094882	0.014225
Total	2728.888109	1977.263054	751.625055
2017			
 0-4	6.420776	3.383256	3.037521
 5-9	11.419951	6.069787	5.350164
 10-14 	8.373851	4.414926	3.958926
 15-19 	10.942005	6.576760	4.365244
 20-24 	48.535184	33.762554	14.772630
 25-29 	212.625789	151.141321	61.484468
 30-34 	450.311252	309.110336	141.200916
 35-39 	541.459157	374.855744	166.603413
 40-44 	475.538794	350.594159	124.944634
 45-49 	410.741692	315.582945	95.158747
 50-54 	323.917087	250.213773	73.703314
 55-59 	205.020153	153.415959	51.604194
 60-64 	89.111230	65.521191	23.590039
 65-69 	24.329307	17.795892	6.533415
 70-74 	4.558148	3.528964	1.029184
 75-79 	0.779544	0.678147	0.101397
 80+ 	0.132858	0.116288	0.016570
Total	2824.216778	2046.762001	777.454777
2018			
 0-4	5.722030	3.010990	2.711039
 5-9	9.876688	5.247153	4.629535
 10-14 	8.476874	4.487564	3.989310
 15-19 	12.831738	7.444876	5.386862
 20-24 	44.909282	31.211903	13.697379
 25-29 	195.663331	139.922067	55.741264
 30-34 	433.960018	301.942828	132.017190
 35-39 	565.164996	390.115879	175.049117
 40-44 	506.653419	370.771310	135.882110
 45-49 	436.800321	333.928955	102.871366
 50-54 	346.271535	267.884321	78.387214
 55-59 	226.501835	170.026719	56.475115
 60-64 	106.643565	78.388368	28.255197
 65-69 	31.731809	23.088000	8.643808
 70-74 	6.064360	4.567557	1.496802
 75-79 	1.077561	0.914990	0.162572
 80+ 	0.169406	0.148984	0.020422
Total	2938.518767	2133.102464	805.416303
2019			
 0-4	5.544276	2.910475	2.633801
 5-9	8.770539	4.659730	4.110809
 10-14 	9.045529	4.810668	4.234861
 15-19 	14.888496	8.772722	6.115774
 20-24 	43.303481	29.856935	13.446546
 25-29 	181.433495	130.181753	51.251742
 30-34 	417.325451	294.135132	123.190318
 35-39 	584.304759	404.187699	180.117060
 40-44 	542.729679	394.328316	148.401363
 45-49 	466.003890	354.285963	111.717927
 50-54 	369.508923	285.843132	83.665791
 55-59 	248.569191	187.531997	61.037194
 60-64 	125.954493	92.600079	33.354414
 65-69 	40.744733	29.543154	11.201579
 70-74 	8.166584	6.012511	2.154073
 75-79 	1.463177	1.207527	0.255650
 80+ 	0.225089	0.198074	0.027015
Total	3067.981784	2231.065868	836.915916
2020			
 0-4	5.551881	2.909008	2.642874
 5-9	7.857629	4.173297	3.684331
 10-14 	9.105193	4.853910	4.251284
 15-19 	16.971044	9.894534	7.076510
 20-24 	43.276640	29.651084	13.625556
 25-29 	169.027868	121.578494	47.449374
 30-34 	400.923385	286.210069	114.713316
 35-39 	596.458364	414.812205	181.646159
 40-44 	581.927070	419.730441	162.196629
 45-49 	495.732753	374.733820	120.998933
 50-54 	394.761044	305.174121	89.586924
 55-59 	270.655179	205.029411	65.625768
 60-64 	146.253540	107.577626	38.675914
 65-69 	51.434267	37.210697	14.223570
 70-74 	11.027084	7.978960	3.048124
 75-79 	1.959131	1.566214	0.392917
 80+ 	0.306920	0.268657	0.038263
Total	3203.228991	2333.352547	869.876444
2021			
 0-4	5.218209	2.730810	2.487398
 5-9	7.086075	3.760767	3.325309
 10-14 	8.821390	4.701547	4.119843
 15-19 	16.935485	9.907874	7.027611
 20-24 	38.115261	26.349685	11.765576
 25-29 	142.064397	103.131739	38.932657
 30-34 	357.991428	259.066793	98.924635
 35-39 	568.685916	399.063975	169.621941
 40-44 	595.176289	426.525399	168.650890
 45-49 	506.772592	381.021294	125.751298
 50-54 	407.591514	314.151267	93.440247
 55-59 	286.596712	218.144616	68.452096
 60-64 	164.501258	121.180863	43.320395
 65-69 	63.002691	45.474679	17.528011
 70-74 	14.755489	10.545684	4.209805
 75-79 	2.576355	1.991141	0.585214
 80+ 	0.419560	0.363077	0.056483
Total	3186.310621	2328.111211	858.199410
2022			
 0-4	4.664484	2.438492	2.225992
 5-9	6.321301	3.350343	2.970958
 10-14 	7.766385	4.152196	3.614189
 15-19 	16.863872	9.905184	6.958687
 20-24 	35.801733	24.788178	11.013555
 25-29 	121.951261	89.311152	32.640110
 30-34 	322.693467	236.394748	86.298719
 35-39 	541.932170	385.017129	156.915042
 40-44 	612.164737	436.545197	175.619540
 45-49 	524.568838	392.036185	132.532653
 50-54 	424.920960	326.282056	98.638904
 55-59 	305.097559	233.240051	71.857508
 60-64 	183.792401	135.662833	48.129568
 65-69 	76.535796	55.160278	21.375518
 70-74 	19.662800	13.936625	5.726175
 75-79 	3.426294	2.561013	0.865281
 80+ 	0.580346	0.493123	0.087224
Total	3208.744405	2351.274782	857.469624
2023			
 0-4	4.322561	2.256630	2.065931
 5-9	5.736553	3.034524	2.702030
 10-14 	6.879621	3.683652	3.195969
 15-19 	17.191511	10.109219	7.082292
 20-24 	35.390867	24.330466	11.060402
 25-29 	106.112473	78.598439	27.514034
 30-34 	289.752575	214.769227	74.983348
 35-39 	512.490402	369.283938	143.206464
 40-44 	624.166944	444.064020	180.102923
 45-49 	545.015402	404.683295	140.332107
 50-54 	443.456807	339.105997	104.350810
 55-59 	323.829325	248.127171	75.702153
 60-64 	202.867782	150.224410	52.643372
 65-69 	91.713293	66.043647	25.669646
 70-74 	25.808978	18.189392	7.619585
 75-79 	4.608241	3.341779	1.266462
 80+ 	0.796591	0.660576	0.136015
Total	3240.139925	2380.506382	859.633543
2024			
 0-4	3.984238	2.077493	1.906745
 5-9	5.401525	2.851490	2.550035
 10-14 	6.183423	3.314824	2.868599
 15-19 	17.554590	10.308987	7.245603
 20-24 	35.973699	24.851861	11.121838
 25-29 	93.816215	70.099376	23.716840
 30-34 	258.343588	193.560908	64.782680
 35-39 	480.431248	351.194508	129.236740
 40-44 	628.638767	447.979108	180.659659
 45-49 	567.778730	418.671660	149.107070
 50-54 	462.746632	352.067116	110.679517
 55-59 	342.176155	262.323407	79.852748
 60-64 	221.876204	165.100865	56.775339
 65-69 	108.315708	77.967664	30.348044
 70-74 	33.294292	23.373834	9.920458
 75-79 	6.261442	4.428763	1.832680
 80+ 	1.082776	0.871886	0.210890
Total	3273.859234	2411.043751	862.815483
2025			
 0-4	3.744367	1.949338	1.795029
 5-9	5.168243	2.725185	2.443058
 10-14 	5.571126	2.987633	2.583493
 15-19 	17.880042	10.472880	7.407162
 20-24 	37.464007	25.828021	11.635987
 25-29 	84.499416	63.726323	20.773094
 30-34 	228.563378	173.119795	55.443584
 35-39 	447.270874	331.925002	115.345872
 40-44 	624.086020	446.858436	177.227584
 45-49 	591.821795	433.205566	158.616229
 50-54 	481.148196	364.053496	117.094699
 55-59 	361.733966	277.260430	84.473536
 60-64 	240.721034	179.861619	60.859416
 65-69 	125.881463	90.612056	35.269406
 70-74 	42.243294	29.579480	12.663815
 75-79 	8.532244	5.922106	2.610139
 80+ 	1.462406	1.139346	0.323060
Total	3307.791872	2441.226711	866.565162
2026			
 0-4	3.564803	1.852915	1.711888
 5-9	4.917146	2.589971	2.327175
 10-14 	5.080161	2.722989	2.357171
 15-19 	17.694965	10.359320	7.335645
 20-24 	38.901593	26.887838	12.013755
 25-29 	77.396937	58.926106	18.470830
 30-34 	201.247756	154.080530	47.167226
 35-39 	414.160210	311.585738	102.574472
 40-44 	609.945450	440.484738	169.460712
 45-49 	615.162818	447.439719	167.723099
 50-54 	500.740159	376.785871	123.954288
 55-59 	380.821623	290.985232	89.836391
 60-64 	259.305484	194.678986	64.626498
 65-69 	143.969928	103.803800	40.166128
 70-74 	52.629430	36.778875	15.850555
 75-79 	11.629453	7.969088	3.660366
 80+ 	1.966307	1.479174	0.487133
Total	3339.134222	2469.410891	869.723331
2027			
 0-4	3.429165	1.779552	1.649614
 5-9	4.655093	2.449130	2.205963
 10-14 	4.628100	2.477473	2.150627
 15-19 	17.261060	10.107343	7.153717
 20-24 	39.785521	27.596971	12.188550
 25-29 	72.890203	55.875564	17.014639
 30-34 	177.639937	137.553870	40.086067
 35-39 	380.396740	289.929449	90.467291
 40-44 	588.053759	429.710233	158.343526
 45-49 	635.519269	459.966943	175.552326
 50-54 	520.726617	389.398446	131.328170
 55-59 	399.995529	304.431013	95.564516
 60-64 	278.080304	209.659214	68.421090
 65-69 	162.167570	117.151795	45.015775
 70-74 	64.494008	45.002672	19.491335
 75-79 	15.653339	10.633889	5.019450
 80+ 	2.659376	1.932209	0.727166
Total	3368.035591	2495.655768	872.379823
2028			
 0-4	3.310418	1.715254	1.595164
 5-9	4.404392	2.314371	2.090021
 10-14 	4.260853	2.276702	1.984151
 15-19 	16.168675	9.498395	6.670280
 20-24 	40.423232	28.082534	12.340698
 25-29 	70.702522	54.345994	16.356528
 30-34 	157.946461	123.896737	34.049723
 35-39 	346.229267	267.227734	79.001533
 40-44 	560.912897	415.535776	145.377121
 45-49 	649.722079	469.103822	180.618257
 50-54 	541.971106	402.559030	139.412076
 55-59 	419.457302	317.819534	101.637768
 60-64 	296.736067	224.212287	72.523780
 65-69 	180.084662	130.520559	49.564103
 70-74 	77.803341	54.247883	23.555458
 75-79 	20.705744	13.984951	6.720793
 80+ 	3.628316	2.552731	1.075585
Total	3394.467334	2519.894293	874.573041
2029			
 0-4	3.186882	1.649225	1.537657
 5-9	4.140770	2.172690	1.968081
 10-14 	4.045924	2.157606	1.888318
 15-19 	14.954670	8.831858	6.122812
 20-24 	40.151994	27.980579	12.171415
 25-29 	70.080879	54.170189	15.910690
 30-34 	142.361473	113.003289	29.358184
 35-39 	312.309820	243.897144	68.412675
 40-44 	529.973493	398.294988	131.678505
 45-49 	655.827885	474.205082	181.622803
 50-54 	564.904799	416.579249	148.325550
 55-59 	439.177911	330.963422	108.214488
 60-64 	314.839183	237.984050	76.855133
 65-69 	197.844249	144.117277	53.726972
 70-74 	92.369060	64.386045	27.983015
 75-79 	26.870565	18.079064	8.791501
 80+ 	4.984391	3.411432	1.572959
Total	3418.023947	2541.883190	876.140757
2030			
 0-4	3.082437	1.593795	1.488642
 5-9	3.910371	2.048593	1.861779
 10-14 	3.889834	2.072382	1.817451
 15-19 	13.299093	7.918116	5.380977
 20-24 	39.419438	27.545393	11.874045
 25-29 	70.835606	54.867507	15.968099
 30-34 	130.326307	104.774634	25.551673
 35-39 	279.195274	220.650067	58.545207
 40-44 	497.077552	379.336756	117.740797
 45-49 	652.456345	474.042700	178.413645
 50-54 	588.759718	430.926852	157.832866
 55-59 	457.703011	342.918605	114.784407
 60-64 	333.889675	252.297056	81.592618
 65-69 	215.398936	157.588396	57.810540
 70-74 	107.794304	75.154768	32.639535
 75-79 	34.251105	22.988823	11.262282
 80+ 	6.845130	4.582608	2.262522
Total	3438.134137	2561.307050	876.827086
2031			
 0-4	3.009301	1.555264	1.454037
 5-9	3.744649	1.959048	1.785601
 10-14 	3.714041	1.976788	1.737253
 15-19 	12.004921	7.206962	4.797959
 20-24 	37.800795	26.576867	11.223928
 25-29 	72.053297	56.048467	16.004830
 30-34 	120.966081	98.482420	22.483661
 35-39 	248.387926	198.643900	49.744026
 40-44 	463.715632	358.937790	104.777841
 45-49 	639.387957	468.607763	170.780193
 50-54 	611.870926	444.950629	166.920296
 55-59 	477.153126	355.405744	121.747382
 60-64 	352.413605	265.407240	87.006365
 65-69 	232.644871	171.074920	61.569950
 70-74 	123.683955	86.408826	37.275129
 75-79 	42.831564	28.696894	14.134670
 80+ 	9.374538	6.173255	3.201282
Total	3454.757184	2578.112779	876.644405
2032			
 0-4	2.965789	1.532533	1.433256
 5-9	3.617586	1.890367	1.727219
 10-14 	3.529001	1.876300	1.652701
 15-19 	11.137502	6.743661	4.393840
 20-24 	35.748320	25.345018	10.403303
 25-29 	72.906430	57.030099	15.876330
 30-34 	114.716583	94.320544	20.396039
 35-39 	221.561322	179.342332	42.218991
 40-44 	429.129420	336.703317	92.426103
 45-49 	618.496952	458.765385	159.731568
 50-54 	632.113139	457.376009	174.737130
 55-59 	496.792118	367.623398	129.168720
 60-64 	370.925601	278.175743	92.749857
 65-69 	250.013633	184.676404	65.337229
 70-74 	139.681545	97.816474	41.865071
 75-79 	52.644189	35.227154	17.417035
 80+ 	12.676322	8.245417	4.430905
Total	3468.655452	2592.690155	875.965298
2033			
 0-4	2.945702	1.522088	1.423614
 5-9	3.510880	1.832626	1.678255
 10-14 	3.348579	1.778377	1.570202
 15-19 	10.328622	6.311348	4.017274
 20-24 	33.262343	23.842782	9.419561
 25-29 	73.524046	57.808190	15.715856
 30-34 	111.268831	92.090945	19.177886
 35-39 	199.099459	163.264856	35.834603
 40-44 	393.464837	312.783814	80.681023
 45-49 	592.206865	445.491427	146.715437
 50-54 	646.361814	466.589541	179.772273
 55-59 	517.386302	380.167077	137.219225
 60-64 	389.561441	290.768516	98.792925
 65-69 	267.236164	197.865503	69.370660
 70-74 	155.421203	109.254694	46.166510
 75-79 	63.654938	42.575877	21.079061
 80+ 	16.864598	10.869195	5.995403
Total	3479.446624	2604.816856	874.629768
2034			
 0-4	2.943051	1.520647	1.422404
 5-9	3.422845	1.785129	1.637716
 10-14 	3.160699	1.676341	1.484358
 15-19 	9.726344	5.971263	3.755081
 20-24 	31.168510	22.612957	8.555553
 25-29 	72.962359	57.740789	15.221570
 30-34 	109.830297	91.508251	18.322045
 35-39 	181.421667	150.569922	30.851745
 40-44 	357.566001	287.735424	69.830577
 45-49 	562.091952	429.189717	132.902235
 50-54 	652.708860	471.954404	180.754456
 55-59 	539.378849	393.355177	146.023672
 60-64 	408.318595	303.035561	105.283034
 65-69 	283.912195	210.316834	73.595361
 70-74 	170.985117	120.887723	50.097394
 75-79 	75.702215	50.638136	25.064079
 80+ 	22.055940	14.116756	7.939184
Total	3487.355496	2614.615031	872.740465
2035			
 0-4	2.936653	1.517303	1.419350
 5-9	3.352216	1.747205	1.605010
 10-14 	2.998085	1.587770	1.410316
 15-19 	9.203653	5.665389	3.538263
 20-24 	28.827326	21.233220	7.594107
 25-29 	71.921897	57.250630	14.671267
 30-34 	110.264906	92.146445	18.118461
 35-39 	168.118120	141.222431	26.895689
 40-44 	322.254982	262.445751	59.809231
 45-49 	530.081223	411.173559	118.907664
 50-54 	649.946362	472.370205	177.576157
 55-59 	562.150247	406.766768	155.383479
 60-64 	425.852215	314.113466	111.738749
 65-69 	301.391537	223.199828	78.191709
 70-74 	186.354998	132.411214	53.943784
 75-79 	88.451454	59.202886	29.248569
 80+ 	28.390778	18.077961	10.312817
Total	3492.496653	2622.132030	870.364623
2036			
 0-4	2.913037	1.505090	1.407947
 5-9	3.294861	1.716723	1.578138
 10-14 	2.880624	1.523640	1.356984
 15-19 	8.668383	5.353354	3.315029
 20-24 	27.116446	20.258072	6.858374
 25-29 	69.742977	55.947652	13.795325
 30-34 	111.588941	93.542327	18.046614
 35-39 	158.032026	134.287375	23.744651
 40-44 	289.179162	238.285645	50.893516
 45-49 	497.481375	391.586501	105.894874
 50-54 	637.764113	467.768847	169.995267
 55-59 	584.070072	419.781970	164.288102
 60-64 	444.084657	325.553199	118.531458
 65-69 	318.341855	234.942516	83.399339
 70-74 	201.389290	143.920870	57.468420
 75-79 	101.552663	68.150062	33.402601
 80+ 	35.957820	22.803274	13.154546
Total	3494.058300	2626.927116	867.131184
2037			
 0-4	2.873223	1.484512	1.388710
 5-9	3.246251	1.691168	1.555084
 10-14 	2.787542	1.472919	1.314623
 15-19 	8.056817	4.993419	3.063398
 20-24 	26.187413	19.806344	6.381069
 25-29 	66.853545	54.096602	12.756943
 30-34 	112.758544	94.860794	17.897750
 35-39 	151.434715	129.832508	21.602207
 40-44 	260.223333	216.940703	43.282630
 45-49 	463.298711	369.801214	93.497497
 50-54 	617.941748	458.936423	159.005325
 55-59 	603.134783	431.244784	171.889998
 60-64 	462.331112	336.616021	125.715090
 65-69 	335.197072	246.306737	88.890335
 70-74 	216.479261	155.495221	60.984040
 75-79 	114.717501	77.212814	37.504687
 80+ 	44.831181	28.336796	16.494385
Total	3492.352750	2629.128979	863.223772
2038			
 0-4	2.818274	1.456123	1.362151
 5-9	3.204854	1.669565	1.535289
 10-14 	2.706071	1.428542	1.277529
 15-19 	7.562804	4.702497	2.860307
 20-24 	25.103693	19.214262	5.889432
 25-29 	63.611699	52.000879	11.610821
 30-34 	113.783657	96.012115	17.771542
 35-39 	147.941087	127.585765	20.355322
 40-44 	235.948732	199.076388	36.872344
 45-49 	427.572796	345.843733	81.729062
 50-54 	592.859177	446.806429	146.052747
 55-59 	616.405385	439.689901	176.715484
 60-64 	481.301083	347.842702	133.458381
 65-69 	352.054156	257.420329	94.633827
 70-74 	231.409714	166.681656	64.728059
 75-79 	127.631604	86.295169	41.336435
 80+ 	55.038896	34.708183	20.330713
Total	3486.953684	2628.434241	858.519443
2039			
 0-4	2.750060	1.420879	1.329181
 5-9	3.165415	1.649081	1.516334
 10-14 	2.635362	1.390236	1.245126
 15-19 	7.139709	4.456553	2.683156
 20-24 	23.996452	18.512490	5.483962
 25-29 	60.980807	50.332357	10.648449
 30-34 	113.426321	96.128547	17.297774
 35-39 	146.551662	127.046279	19.505383
 40-44 	216.864327	184.989276	31.875052
 45-49 	391.084692	320.236701	70.847991
 50-54 	564.019111	431.726902	132.292209
 55-59 	622.002619	444.483345	177.519274
 60-64 	501.403453	359.527137	141.876316
 65-69 	368.921594	268.157991	100.763603
 70-74 	245.832115	177.203539	68.628576
 75-79 	140.357927	95.531728	44.826198
 80+ 	66.518084	41.876226	24.641859
Total	3477.649708	2624.669267	852.980441
2040			
 0-4	2.670419	1.379730	1.290689
 5-9	3.120375	1.625748	1.494627
 10-14 	2.576599	1.358601	1.217998
 15-19 	6.723216	4.210367	2.512849
 20-24 	22.918696	17.772855	5.145841
 25-29 	58.158461	48.549198	9.609263
 30-34 	112.368947	95.627735	16.741212
 35-39 	147.024918	127.731273	19.293645
 40-44 	202.534612	174.626131	27.908481
 45-49 	354.630640	293.857922	60.772718
 50-54 	533.177659	414.836896	118.340763
 55-59 	618.825200	444.625215	174.199985
 60-64 	522.082434	371.309749	150.772685
 65-69 	384.598978	277.773488	106.825491
 70-74 	260.921196	188.058638	72.862558
 75-79 	152.915722	104.678214	48.237508
 80+ 	79.097229	49.739159	29.358070
Total	3464.345300	2617.760917	846.584383
2041			
 0-4	2.579641	1.332832	1.246809
 5-9	3.064639	1.596874	1.467766
 10-14 	2.528901	1.333188	1.195713
 15-19 	6.376379	3.998493	2.377886
 20-24 	21.856969	17.033664	4.823305
 25-29 	56.009930	47.191013	8.818917
 30-34 	109.874756	94.050794	15.823962
 35-39 	148.384612	129.155586	19.229026
 40-44 	191.714417	166.966528	24.747888
 45-49 	320.088266	268.296150	51.792116
 50-54 	501.582011	396.224989	105.357022
 55-59 	606.657872	440.097198	166.560674
 60-64 	541.843779	382.660516	159.183263
 65-69 	400.818045	287.639129	113.178916
 70-74 	275.561639	197.918084	77.643555
 75-79 	165.159743	113.807018	51.352725
 80+ 	92.556981	58.243629	34.313352
Total	3446.658580	2607.545684	839.112896
2042			
 0-4	2.478233	1.280445	1.197788
 5-9	2.996165	1.561361	1.434803
 10-14 	2.488510	1.311896	1.176614
 15-19 	6.088800	3.820224	2.268575
 20-24 	20.684374	16.205425	4.478949
 25-29 	54.729977	46.398871	8.331107
 30-34 	106.465233	91.746483	14.718750
 35-39 	149.566949	130.462407	19.104543
 40-44 	184.647369	162.055032	22.592337
 45-49 	289.606769	245.481125	44.125644
 50-54 	468.162341	375.163975	92.998367
 55-59 	587.285996	431.674514	155.611483
 60-64 	558.895181	392.591803	166.303378
 65-69 	417.025034	297.141335	119.883699
 70-74 	290.124597	207.446986	82.677612
 75-79 	177.449621	122.987652	54.461969
 80+ 	106.760983	67.235462	39.525521
Total	3425.456134	2594.564995	830.891139
2043			
 0-4	2.366269	1.222608	1.143661
 5-9	2.914120	1.518765	1.395355
 10-14 	2.453726	1.293690	1.160036
 15-19 	5.844396	3.668319	2.176077
 20-24 	19.754493	15.545397	4.209096
 25-29 	53.099932	45.283275	7.816657
 30-34 	102.755854	89.221311	13.534543
 35-39 	150.549785	131.534291	19.015493
 40-44 	180.919954	159.588809	21.331144
 45-49 	263.967471	226.276819	37.690652
 50-54 	432.969453	351.678259	81.291194
 55-59 	563.059692	420.276574	142.783118
 60-64 	570.568086	399.836826	170.731260
 65-69 	433.888137	306.777734	127.110403
 70-74 	304.693628	216.754608	87.939020
 75-79 	189.639378	131.862640	57.776738
