south_africa_test	Total	Male	Female
 30-34 	0.000000	0.000000	0.000000
 35-39 	0.000000	0.000000	0.000000
 40-44 	0.000000	0.000000	0.000000
 45-49 	0.000000	0.000000	0.000000
 50-54 	0.000000	0.000000	0.000000
 55-59 	0.000000	0.000000	0.000000
 60-64 	0.000000	0.000000	0.000000
 65-69 	0.000000	0.000000	0.000000
 70-74 	0.000000	0.000000	0.000000
 75-79 	0.000000	0.000000	0.000000
 80+ 	0.000000	0.000000	0.000000
Total	0.000000	0.000000	0.000000
1979			
 0-4	0.000000	0.000000	0.000000
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000000	0.000000	0.000000
 20-24 	0.000000	0.000000	0.000000
 25-29 	0.000000	0.000000	0.000000
 30-34 	0.000000	0.000000	0.000000
 35-39 	0.000000	0.000000	0.000000
 40-44 	0.000000	0.000000	0.000000
 45-49 	0.000000	0.000000	0.000000
 50-54 	0.000000	0.000000	0.000000
 55-59 	0.000000	0.000000	0.000000
 60-64 	0.000000	0.000000	0.000000
 65-69 	0.000000	0.000000	0.000000
 70-74 	0.000000	0.000000	0.000000
 75-79 	0.000000	0.000000	0.000000
 80+ 	0.000000	0.000000	0.000000
Total	0.000000	0.000000	0.000000
1980			
 0-4	0.000000	0.000000	0.000000
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000000	0.000000	0.000000
 20-24 	0.000000	0.000000	0.000000
 25-29 	0.000000	0.000000	0.000000
 30-34 	0.000000	0.000000	0.000000
 35-39 	0.000000	0.000000	0.000000
 40-44 	0.000000	0.000000	0.000000
 45-49 	0.000000	0.000000	0.000000
 50-54 	0.000000	0.000000	0.000000
 55-59 	0.000000	0.000000	0.000000
 60-64 	0.000000	0.000000	0.000000
 65-69 	0.000000	0.000000	0.000000
 70-74 	0.000000	0.000000	0.000000
 75-79 	0.000000	0.000000	0.000000
 80+ 	0.000000	0.000000	0.000000
Total	0.000000	0.000000	0.000000
1981			
 0-4	0.000000	0.000000	0.000000
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000000	0.000000	0.000000
 20-24 	0.000000	0.000000	0.000000
 25-29 	0.000000	0.000000	0.000000
 30-34 	0.000000	0.000000	0.000000
 35-39 	0.000000	0.000000	0.000000
 40-44 	0.000000	0.000000	0.000000
 45-49 	0.000000	0.000000	0.000000
 50-54 	0.000000	0.000000	0.000000
 55-59 	0.000000	0.000000	0.000000
 60-64 	0.000000	0.000000	0.000000
 65-69 	0.000000	0.000000	0.000000
 70-74 	0.000000	0.000000	0.000000
 75-79 	0.000000	0.000000	0.000000
 80+ 	0.000000	0.000000	0.000000
Total	0.000000	0.000000	0.000000
1982			
 0-4	0.000000	0.000000	0.000000
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000000	0.000000	0.000000
 20-24 	0.000000	0.000000	0.000000
 25-29 	0.000000	0.000000	0.000000
 30-34 	0.000000	0.000000	0.000000
 35-39 	0.000000	0.000000	0.000000
 40-44 	0.000000	0.000000	0.000000
 45-49 	0.000000	0.000000	0.000000
 50-54 	0.000000	0.000000	0.000000
 55-59 	0.000000	0.000000	0.000000
 60-64 	0.000000	0.000000	0.000000
 65-69 	0.000000	0.000000	0.000000
 70-74 	0.000000	0.000000	0.000000
 75-79 	0.000000	0.000000	0.000000
 80+ 	0.000000	0.000000	0.000000
Total	0.000000	0.000000	0.000000
1983			
 0-4	0.000000	0.000000	0.000000
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000000	0.000000	0.000000
 20-24 	0.000000	0.000000	0.000000
 25-29 	0.000000	0.000000	0.000000
 30-34 	0.000000	0.000000	0.000000
 35-39 	0.000000	0.000000	0.000000
 40-44 	0.000000	0.000000	0.000000
 45-49 	0.000000	0.000000	0.000000
 50-54 	0.000000	0.000000	0.000000
 55-59 	0.000000	0.000000	0.000000
 60-64 	0.000000	0.000000	0.000000
 65-69 	0.000000	0.000000	0.000000
 70-74 	0.000000	0.000000	0.000000
 75-79 	0.000000	0.000000	0.000000
 80+ 	0.000000	0.000000	0.000000
Total	0.000000	0.000000	0.000000
1984			
 0-4	0.000000	0.000000	0.000000
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000000	0.000000	0.000000
 20-24 	0.000000	0.000000	0.000000
 25-29 	0.000000	0.000000	0.000000
 30-34 	0.000000	0.000000	0.000000
 35-39 	0.000000	0.000000	0.000000
 40-44 	0.000000	0.000000	0.000000
 45-49 	0.000000	0.000000	0.000000
 50-54 	0.000000	0.000000	0.000000
 55-59 	0.000000	0.000000	0.000000
 60-64 	0.000000	0.000000	0.000000
 65-69 	0.000000	0.000000	0.000000
 70-74 	0.000000	0.000000	0.000000
 75-79 	0.000000	0.000000	0.000000
 80+ 	0.000000	0.000000	0.000000
Total	0.000000	0.000000	0.000000
1985			
 0-4	0.000000	0.000000	0.000000
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000000	0.000000	0.000000
 20-24 	0.000000	0.000000	0.000000
 25-29 	0.000000	0.000000	0.000000
 30-34 	0.000000	0.000000	0.000000
 35-39 	0.000000	0.000000	0.000000
 40-44 	0.000000	0.000000	0.000000
 45-49 	0.000000	0.000000	0.000000
 50-54 	0.000000	0.000000	0.000000
 55-59 	0.000000	0.000000	0.000000
 60-64 	0.000000	0.000000	0.000000
 65-69 	0.000000	0.000000	0.000000
 70-74 	0.000000	0.000000	0.000000
 75-79 	0.000000	0.000000	0.000000
 80+ 	0.000000	0.000000	0.000000
Total	0.000000	0.000000	0.000000
1986			
 0-4	21.045840	10.664565	10.381275
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	113.788273	43.673214	70.115059
 20-24 	260.535789	123.355719	137.180071
 25-29 	261.463791	137.710836	123.752954
 30-34 	208.392912	118.089600	90.303312
 35-39 	142.020024	83.026685	58.993340
 40-44 	94.336918	54.087236	40.249682
 45-49 	59.527589	32.445033	27.082556
 50-54 	36.535097	19.380044	17.155053
 55-59 	21.743784	12.044790	9.698994
 60-64 	13.184599	7.824967	5.359632
 65-69 	9.051248	5.428953	3.622295
 70-74 	6.039776	3.107606	2.932170
 75-79 	1.495596	1.058043	0.437553
 80+ 	0.000000	0.000000	0.000000
Total	1249.161237	651.897291	597.263947
1987			
 0-4	96.220999	48.743624	47.477375
 5-9	1.656901	0.837660	0.819240
 10-14 	0.000000	0.000000	0.000000
 15-19 	416.799302	152.347563	264.451739
 20-24 	1016.595409	463.256718	553.338691
 25-29 	1037.862856	529.106151	508.756705
 30-34 	837.585144	460.960031	376.625113
 35-39 	578.225460	329.741777	248.483683
 40-44 	378.338817	212.344890	165.993927
 45-49 	241.200130	128.473758	112.726373
 50-54 	147.096052	75.684881	71.411171
 55-59 	87.919792	47.113217	40.806574
 60-64 	52.974861	30.722227	22.252634
 65-69 	35.588079	20.876377	14.711702
 70-74 	24.516961	12.264411	12.252550
 75-79 	6.320666	4.264407	2.056259
 80+ 	0.080682	0.080682	0.000000
Total	4958.982111	2516.818374	2442.163737
1988			
 0-4	317.384549	160.750503	156.634046
 5-9	12.130083	6.130953	5.999129
 10-14 	0.315625	0.159530	0.156095
 15-19 	1217.927359	426.751456	791.175904
 20-24 	3076.879250	1352.376830	1724.502420
 25-29 	3162.452652	1563.529779	1598.922873
 30-34 	2574.787875	1377.464870	1197.323005
 35-39 	1801.155701	1001.774019	799.381682
 40-44 	1162.786685	638.349688	524.436996
 45-49 	746.415400	388.441048	357.974352
 50-54 	452.788820	226.162753	226.626067
 55-59 	271.603058	140.937332	130.665725
 60-64 	163.206769	92.630864	70.575905
 65-69 	107.661026	61.798412	45.862614
 70-74 	75.978257	36.960507	39.017749
 75-79 	20.024682	13.020535	7.004147
 80+ 	0.394700	0.391292	0.003407
Total	15163.892489	7487.630371	7676.262117
1989			
 0-4	873.579842	442.423337	431.156505
 5-9	45.338442	22.913718	22.424724
 10-14 	2.536834	1.281935	1.254900
 15-19 	3177.119869	1076.781039	2100.338830
 20-24 	8240.469532	3507.606430	4732.863102
 25-29 	8496.984994	4089.751030	4407.233964
 30-34 	6950.514057	3626.318911	3324.195146
 35-39 	4924.446490	2677.528066	2246.918425
 40-44 	3154.574182	1697.705707	1456.868475
 45-49 	2027.551250	1033.987768	993.563482
 50-54 	1226.855032	597.218819	629.636213
 55-59 	736.471842	371.177283	365.294560
 60-64 	442.253644	245.981230	196.272414
 65-69 	287.720299	162.176256	125.544043
 70-74 	206.051252	97.766875	108.284377
 75-79 	55.519983	34.938645	20.581339
 80+ 	1.356887	1.311983	0.044904
Total	40849.344430	19686.869029	21162.475401
1990			
 0-4	2148.399597	1087.985612	1060.413985
 5-9	103.266977	52.191007	51.075970
 10-14 	2.316217	1.169938	1.146279
 15-19 	7500.347613	2471.103331	5029.244282
 20-24 	19929.723292	8234.681528	11695.041764
 25-29 	20688.707910	9710.968693	10977.739217
 30-34 	16936.980162	8633.008051	8303.972111
 35-39 	12139.788537	6458.184530	5681.604007
 40-44 	7769.909566	4103.663316	3666.246250
 45-49 	4971.190437	2491.205160	2479.985277
 50-54 	3015.104159	1436.927139	1578.177020
 55-59 	1806.430040	887.402509	919.027531
 60-64 	1085.234060	591.979139	493.254921
 65-69 	699.266375	388.877272	310.389104
 70-74 	502.839629	233.825620	269.014009
 75-79 	139.413375	85.062616	54.350760
 80+ 	3.924810	3.724815	0.199995
Total	99442.842759	46871.960277	52570.882482
1991			
 0-4	4760.142544	2410.469537	2349.673006
 5-9	260.764036	131.781756	128.982280
 10-14 	3.306331	1.665869	1.640462
 15-19 	15899.060967	5092.178252	10806.882716
 20-24 	43378.926163	17422.664380	25956.261783
 25-29 	45627.042487	20879.746130	24747.296356
 30-34 	37281.147162	18571.473696	18709.673466
 35-39 	27003.567212	14049.459262	12954.107950
 40-44 	17390.910214	9008.544203	8382.366011
 45-49 	11015.756582	5429.152909	5586.603674
 50-54 	6730.500192	3148.709656	3581.790536
 55-59 	4015.362236	1926.196357	2089.165879
 60-64 	2414.078312	1290.177709	1123.900603
 65-69 	1544.613036	850.115882	694.497154
 70-74 	1105.622396	505.743724	599.878673
 75-79 	318.231859	188.195341	130.036518
 80+ 	10.236137	9.497279	0.738857
Total	218759.267866	100915.771942	117843.495924
1992			
 0-4	9491.514505	4806.095712	4685.418793
 5-9	598.257321	302.323944	295.933377
 10-14 	10.488095	5.277755	5.210340
 15-19 	29997.910508	9369.979764	20627.930744
 20-24 	84447.916046	33112.765490	51335.150556
 25-29 	90700.338177	40574.407060	50125.931118
 30-34 	73870.759679	36063.777479	37806.982199
 35-39 	54015.844735	27545.144017	26470.700718
 40-44 	35202.185806	17909.642350	17292.543456
 45-49 	22018.756571	10694.411427	11324.345145
 50-54 	13583.209356	6258.378570	7324.830786
 55-59 	8062.025385	3786.422981	4275.602405
 60-64 	4848.971740	2539.312436	2309.659304
 65-69 	3083.640409	1684.660849	1398.979559
 70-74 	2184.980951	988.409475	1196.571476
 75-79 	658.200848	377.200782	281.000066
 80+ 	24.413771	22.052143	2.361628
Total	432799.413904	196040.262233	236759.151671
1993			
 0-4	17011.029730	8613.164037	8397.865693
 5-9	1245.518139	629.374515	616.143623
 10-14 	33.239676	16.722242	16.517434
 15-19 	50233.789768	15372.412334	34861.377434
 20-24 	146649.371850	56427.713005	90221.658845
 25-29 	161955.263007	71076.917396	90878.345612
 30-34 	131585.178314	63176.676100	68408.502215
 35-39 	97043.925568	48635.115031	48408.810537
 40-44 	64262.776740	32151.449565	32111.327175
 45-49 	39799.887779	19063.317336	20736.570443
 50-54 	24736.162807	11242.230558	13493.932250
 55-59 	14630.124425	6738.084442	7892.039983
 60-64 	8782.273379	4505.476144	4276.797235
 65-69 	5547.836720	3011.139580	2536.697140
 70-74 	3881.443447	1746.192950	2135.250497
 75-79 	1228.798522	682.035738	546.762784
 80+ 	53.579102	46.856399	6.722703
Total	768680.198973	343134.877370	425545.321602
1994			
 0-4	27458.865085	13902.561244	13556.303841
 5-9	2358.004873	1191.451343	1166.553529
 10-14 	89.241389	44.895090	44.346299
 15-19 	74882.736480	22471.628391	52411.108089
 20-24 	227943.785207	86435.926596	141507.858611
 25-29 	259418.244567	111985.908712	147432.335855
 30-34 	211114.466410	99967.529491	111146.936919
 35-39 	156904.607446	77396.477568	79508.129879
 40-44 	105918.450203	52072.743084	53845.707120
 45-49 	65477.300302	30850.849877	34626.450425
 50-54 	40775.063242	18240.532410	22534.530832
 55-59 	24111.664276	10874.878268	13236.786008
 60-64 	14379.144652	7208.903677	7170.240974
 65-69 	9001.390367	4839.523025	4161.867342
 70-74 	6214.423013	2789.834346	3424.588668
 75-79 	2067.627783	1109.573555	958.054229
 80+ 	108.011116	90.823095	17.188021
Total	1228223.026412	541474.039771	686748.986640
1995			
 0-4	40270.249933	20387.374663	19882.875270
 5-9	4090.107336	2066.510683	2023.596654
 10-14 	214.971203	108.132080	106.839123
 15-19 	100470.588184	29649.456844	70821.131340
 20-24 	319955.246549	119740.479733	200214.766816
 25-29 	376170.060733	160775.117984	215394.942749
 30-34 	308064.516244	144530.275387	163534.240857
 35-39 	230461.401408	112198.127406	118263.274002
 40-44 	158919.617107	76810.917846	82108.699261
 45-49 	98938.678617	45782.835516	53155.843101
 50-54 	61361.457117	26962.049647	34399.407470
 55-59 	36417.953327	16064.703140	20353.250186
 60-64 	21491.481333	10505.960808	10985.520525
 65-69 	13300.721224	7059.596116	6241.125108
 70-74 	9046.222761	4066.685323	4979.537438
 75-79 	3158.075592	1637.466964	1520.608628
 80+ 	198.535370	159.534606	39.000763
Total	1782529.884038	778505.224746	1004024.659292
1996			
 0-4	54490.184746	27582.546301	26907.638445
 5-9	6587.786096	3327.343123	3260.442973
 10-14 	489.253852	246.039092	243.214759
 15-19 	123338.276819	35830.361183	87507.915636
 20-24 	411837.299925	152571.011932	259266.287993
 25-29 	500696.968862	212620.143627	288076.825236
 30-34 	414351.933145	193287.500437	221064.432708
 35-39 	311620.051777	150151.757042	161468.294735
 40-44 	219566.308760	104415.618986	115150.689774
 45-49 	138816.265989	63042.860162	75773.405827
 50-54 	85195.710286	36698.873086	48496.837200
 55-59 	50956.227605	21957.182973	28999.044631
 60-64 	29680.572516	14115.605705	15564.966811
 65-69 	18138.239924	9462.324434	8675.915490
 70-74 	12136.466598	5474.272609	6662.193989
 75-79 	4420.753547	2216.957109	2203.796438
 80+ 	333.794608	255.186912	78.607696
Total	2382656.095055	1033255.584712	1349400.510343
1997			
 0-4	69110.329969	34979.141259	34131.188710
 5-9	10036.868093	5067.411092	4969.457001
 10-14 	1022.889478	514.259472	508.630005
 15-19 	140750.371569	40394.475327	100355.896242
 20-24 	494003.080243	181226.983391	312776.096852
 25-29 	621373.780205	263387.216576	357986.563629
 30-34 	521747.748166	243072.521162	278675.227004
 35-39 	393834.944879	188451.617595	205383.327284
 40-44 	283392.977833	132801.418307	150591.559527
 45-49 	183011.652611	81619.258249	101392.394362
 50-54 	110993.779088	46849.129874	64144.649214
 55-59 	66964.196699	28187.143407	38777.053291
 60-64 	38484.931007	17791.141439	20693.789568
 65-69 	23180.619714	11851.894282	11328.725433
 70-74 	15227.432257	6895.489805	8331.942452
 75-79 	5763.998306	2803.265954	2960.732353
 80+ 	515.897519	374.100771	141.796748
Total	2979415.497638	1286266.467963	1693149.029676
1998			
 0-4	83360.739149	42187.187100	41173.552049
 5-9	14671.517978	7404.107686	7267.410292
 10-14 	1966.523170	988.424657	978.098513
 15-19 	151593.879206	43084.570283	108509.308923
 20-24 	559884.085580	203417.030952	356467.054627
 25-29 	730335.001594	309342.914590	420992.087004
 30-34 	623979.269991	290845.680634	333133.589357
 35-39 	471779.790478	224913.884620	246865.905858
 40-44 	345500.070750	159949.289470	185550.781280
 45-49 	228444.322799	100256.399361	128187.923438
 50-54 	137202.292089	56812.538008	80389.754082
 55-59 	83336.977199	34301.823980	49035.153219
 60-64 	47421.788808	21309.780419	26112.008389
 65-69 	28134.053946	14067.963985	14066.089961
 70-74 	18142.893002	8234.597173	9908.295830
 75-79 	7117.433686	3371.538417	3745.895269
 80+ 	743.203395	510.408481	232.794914
Total	3533613.842822	1520998.139816	2012615.703006
1999			
 0-4	96716.686401	48940.961237	47775.725164
 5-9	20728.474049	10456.386351	10272.087698
 10-14 	3485.898741	1751.764561	1734.134180
 15-19 	156273.186395	44085.444590	112187.741805
 20-24 	607558.267405	218376.947591	389181.319814
 25-29 	824999.417491	348769.733351	476229.684140
 30-34 	716760.671671	333739.714420	383020.957252
 35-39 	542848.301246	258528.558797	284319.742449
 40-44 	401799.377240	184454.097863	217345.279378
 45-49 	271747.293114	117786.086948	153961.206166
 50-54 	162266.891198	66133.203860	96133.687338
 55-59 	98878.551509	39901.150263	58977.401246
 60-64 	56061.069475	24526.007770	31535.061704
 65-69 	32803.394359	16024.137615	16779.256743
 70-74 	20848.474857	9451.997280	11396.477577
 75-79 	8487.124865	3932.486337	4554.638528
 80+ 	1019.093069	661.286955	357.806114
Total	4023282.173084	1727519.965789	2295762.207296
2000			
 0-4	108819.470937	55061.308728	53758.162209
 5-9	28308.730234	14275.525032	14033.205202
 10-14 	5734.355418	2881.285043	2853.070375
 15-19 	156162.600801	43947.679686	112214.921116
 20-24 	638053.074601	226863.415194	411189.659407
 25-29 	902468.499148	378481.660512	523986.838636
 30-34 	800915.089752	372548.145971	428366.943781
 35-39 	606751.894213	289249.574197	317502.320016
 40-44 	449794.532082	205690.399713	244104.132370
 45-49 	310239.145446	133426.007487	176813.137958
 50-54 	184862.971576	74526.752937	110336.218639
 55-59 	112590.709149	44732.441873	67858.267276
 60-64 	64043.095216	27367.387016	36675.708200
 65-69 	37065.743476	17690.648045	19375.095431
 70-74 	23382.441386	10549.710708	12832.730678
 75-79 	9911.079477	4503.641830	5407.437647
 80+ 	1360.203491	832.218391	527.985100
Total	4440463.636404	1902627.802365	2537835.834040
2001			
 0-4	119857.938732	60651.215519	59206.723213
 5-9	37616.687769	18971.502884	18645.184885
 10-14 	8908.872044	4477.036656	4431.835388
 15-19 	153120.492014	43162.524839	109957.967175
 20-24 	653950.314428	230128.058161	423822.256266
 25-29 	964652.797958	400779.959148	563872.838810
 30-34 	875791.554094	404789.542899	471002.011195
 35-39 	663917.485869	316603.838588	347313.647281
 40-44 	488890.627998	223568.878471	265321.749526
 45-49 	342344.248048	146638.962613	195705.285436
 50-54 	204577.618290	81959.607673	122618.010616
 55-59 	123896.573116	48651.225536	75245.347580
 60-64 	71195.342665	29827.277680	41368.064985
 65-69 	40832.971311	19052.271616	21780.699695
 70-74 	25757.428213	11516.814594	14240.613619
 75-79 	11408.256296	5100.920147	6307.336149
 80+ 	1779.255373	1026.078076	753.177297
Total	4788498.464218	2046905.715102	2741592.749116
2002			
 0-4	130328.661181	65956.102872	64372.558309
 5-9	48573.697228	24506.358333	24067.338895
 10-14 	13221.335722	6646.762444	6574.573278
 15-19 	148656.741320	42126.555331	106530.185989
 20-24 	657776.222910	229335.554820	428440.668091
 25-29 	1011867.811903	414787.498380	597080.313523
 30-34 	940033.740752	430945.239668	509088.501083
 35-39 	714787.729606	340888.222295	373899.507311
 40-44 	519138.097524	238232.862954	280905.234570
 45-49 	367074.712121	157172.821815	209901.890307
 50-54 	220579.092934	88175.720211	132403.372723
 55-59 	132645.624916	51659.825019	80985.799897
 60-64 	77271.379398	31856.482957	45414.896441
 65-69 	44059.969807	20122.710266	23937.259540
 70-74 	27917.955133	12338.779397	15579.175737
 75-79 	12888.596157	5676.738040	7211.858117
 80+ 	2278.017161	1242.181582	1035.835579
Total	5069099.385773	2161670.416384	2907428.969389
2003			
 0-4	138310.549417	69997.458959	68313.090459
 5-9	60251.675312	30410.189708	29841.485603
 10-14 	18842.219501	9477.277586	9364.941916
 15-19 	143966.872946	41166.344362	102800.528584
 20-24 	652337.348634	225829.594772	426507.753862
 25-29 	1043753.399693	422046.014704	621707.384990
 30-34 	993468.779306	451085.202175	542383.577131
 35-39 	759096.137765	361502.003825	397594.133940
 40-44 	542037.336100	250088.830503	291948.505597
 45-49 	385135.186494	165213.575277	219921.611217
 50-54 	233258.488853	93235.017890	140023.470963
 55-59 	139361.047288	53940.927123	85420.120165
 60-64 	82214.015983	33442.552338	48771.463646
 65-69 	46760.430945	20933.446330	25826.984615
 70-74 	29765.233188	12987.893757	16777.339431
 75-79 	14217.510459	6178.827277	8038.683182
 80+ 	2836.891291	1471.822501	1365.068790
Total	5285613.123176	2249006.979085	3036606.144090
2004			
 0-4	142932.836119	72333.974114	70598.862004
 5-9	71773.210057	36238.070385	35535.139672
 10-14 	25939.795141	13054.110403	12885.684738
 15-19 	139652.594386	40455.880830	99196.713556
 20-24 	640109.823815	220579.260559	419530.563256
 25-29 	1063811.376247	424693.541630	639117.834616
 30-34 	1040572.978655	467692.914672	572880.063983
 35-39 	798669.189503	378378.897077	420290.292427
 40-44 	562984.803588	260850.329756	302134.473832
 45-49 	401012.862039	172175.442891	228837.419148
 50-54 	246215.239512	98161.058327	148054.181185
 55-59 	146389.281576	56184.192710	90205.088866
 60-64 	87095.849904	34874.705995	52221.143909
 65-69 	49528.249320	21681.716361	27846.532959
 70-74 	31529.066858	13544.867986	17984.198872
 75-79 	15500.053849	6634.329741	8865.724107
 80+ 	3509.993616	1731.708868	1778.284748
