south_africa_test	Total	Male	Female
Total	12825.739707	4449.357700	8376.382007
2007			
 0-4	331.128770	168.505567	162.623203
 5-9	339.522388	174.150091	165.372298
 10-14 	101.043209	51.933654	49.109554
 15-19 	37.056080	16.839456	20.216623
 20-24 	208.561701	47.031531	161.530170
 25-29 	1701.150318	460.716911	1240.433407
 30-34 	3355.964545	1099.455450	2256.509095
 35-39 	3128.633062	1163.431806	1965.201256
 40-44 	2542.952762	988.119592	1554.833170
 45-49 	2369.934638	876.554394	1493.380243
 50-54 	2008.754075	689.448504	1319.305571
 55-59 	1117.845247	353.728997	764.116251
 60-64 	644.989341	195.509934	449.479406
 65-69 	352.373549	111.382949	240.990601
 70-74 	189.962083	65.736713	124.225370
 75-79 	117.111492	38.621028	78.490464
 80+ 	58.642491	19.788405	38.854087
Total	18605.625752	6520.954984	12084.670768
2008			
 0-4	265.469721	134.899187	130.570534
 5-9	385.524430	197.786723	187.737707
 10-14 	142.046725	73.023767	69.022958
 15-19 	54.617857	25.514423	29.103435
 20-24 	183.154595	42.723023	140.431572
 25-29 	1632.164147	442.650093	1189.514054
 30-34 	3550.888816	1154.341828	2396.546988
 35-39 	3441.823017	1276.995043	2164.827974
 40-44 	2820.824386	1100.289191	1720.535195
 45-49 	2536.280993	949.231182	1587.049811
 50-54 	2192.761210	759.356705	1433.404506
 55-59 	1238.603107	395.477357	843.125749
 60-64 	705.029368	213.566806	491.462562
 65-69 	388.514015	121.270916	267.243099
 70-74 	205.706010	70.000280	135.705731
 75-79 	125.458047	41.521964	83.936083
 80+ 	67.298200	22.366388	44.931812
Total	19936.164643	7021.014874	12915.149769
2009			
 0-4	178.939111	91.043535	87.895577
 5-9	320.032791	164.280653	155.752139
 10-14 	170.713507	87.812735	82.900772
 15-19 	84.039115	40.262479	43.776637
 20-24 	164.830268	41.909154	122.921114
 25-29 	1545.218772	431.210051	1114.008721
 30-34 	3794.089997	1245.182565	2548.907432
 35-39 	3871.024083	1454.940745	2416.083339
 40-44 	3200.671754	1269.427025	1931.244729
 45-49 	2797.730359	1079.048718	1718.681641
 50-54 	2456.893795	872.788333	1584.105462
 55-59 	1427.775180	467.347386	960.427794
 60-64 	801.398552	246.716274	554.682278
 65-69 	445.014187	139.266601	305.747586
 70-74 	232.380861	78.755586	153.625275
 75-79 	139.269677	46.850694	92.418983
 80+ 	79.787240	26.513228	53.274012
Total	21709.809250	7783.355758	13926.453492
2010			
 0-4	264.841078	134.596892	130.244185
 5-9	309.233871	158.297158	150.936713
 10-14 	196.240429	101.117002	95.123427
 15-19 	180.307348	78.295122	102.012226
 20-24 	557.549817	147.841553	409.708264
 25-29 	2885.003076	831.436064	2053.567012
 30-34 	6349.606991	2096.393919	4253.213072
 35-39 	6322.015647	2371.971324	3950.044323
 40-44 	5004.379010	1994.849496	3009.529513
 45-49 	4066.535486	1585.085072	2481.450415
 50-54 	3361.696712	1200.041383	2161.655330
 55-59 	2030.102556	664.760675	1365.341881
 60-64 	1132.775974	348.126307	784.649667
 65-69 	635.274327	197.018788	438.255539
 70-74 	334.142975	110.525059	223.617915
 75-79 	195.768224	64.790580	130.977643
 80+ 	111.210738	36.636276	74.574462
Total	33936.684258	12121.782670	21814.901588
2011			
 0-4	752.567087	382.534685	370.032401
 5-9	589.337137	300.858933	288.478204
 10-14 	254.993630	131.471754	123.521876
 15-19 	407.736998	167.056647	240.680351
 20-24 	1544.346553	410.487093	1133.859460
 25-29 	6538.853115	1952.361967	4586.491147
 30-34 	12520.231429	4265.521803	8254.709625
 35-39 	12735.985305	4862.280622	7873.704682
 40-44 	9833.223060	3997.805965	5835.417095
 45-49 	7630.958853	3065.236633	4565.722221
 50-54 	5737.227576	2112.248389	3624.979187
 55-59 	3584.191178	1203.419863	2380.771315
 60-64 	2010.375138	637.118908	1373.256230
 65-69 	1132.126904	362.082170	770.044733
 70-74 	611.945805	204.929845	407.015960
 75-79 	350.480170	116.596531	233.883639
 80+ 	184.484883	63.278766	121.206118
Total	66419.064820	24235.290576	42183.774244
2012			
 0-4	926.249804	469.882098	456.367706
 5-9	1016.122017	518.074222	498.047795
 10-14 	376.093127	193.408251	182.684876
 15-19 	595.103597	239.810904	355.292693
 20-24 	2136.386213	585.310332	1551.075881
 25-29 	8577.128671	2657.793194	5919.335477
 30-34 	15570.671959	5536.242464	10034.429495
 35-39 	16563.956158	6520.931944	10043.024214
 40-44 	12795.612590	5389.737582	7405.875008
 45-49 	9543.184067	4004.360121	5538.823947
 50-54 	6858.862209	2640.172688	4218.689522
 55-59 	4391.551156	1531.410188	2860.140967
 60-64 	2481.297518	819.865466	1661.432052
 65-69 	1391.181825	462.010823	929.171002
 70-74 	766.487892	263.454457	503.033435
 75-79 	424.974052	144.902830	280.071222
 80+ 	215.961798	76.424956	139.536842
Total	84630.824653	32053.792518	52577.032134
2013			
 0-4	756.660526	383.744244	372.916282
 5-9	1144.700700	580.074079	564.626621
 10-14 	467.250849	238.840168	228.410681
 15-19 	557.901706	259.140773	298.760932
 20-24 	1529.607285	499.400792	1030.206494
 25-29 	6420.043954	2224.148131	4195.895823
 30-34 	12584.285086	4859.875973	7724.409113
 35-39 	14234.821598	5987.748344	8247.073255
 40-44 	11424.065652	5115.188207	6308.877445
 45-49 	8444.916213	3789.794127	4655.122086
 50-54 	6130.078591	2528.919892	3601.158699
 55-59 	4027.669124	1492.945595	2534.723529
 60-64 	2297.359902	803.210712	1494.149191
 65-69 	1272.075607	441.115530	830.960076
 70-74 	696.165781	249.861215	446.304566
 75-79 	374.557484	133.344601	241.212883
 80+ 	200.691325	72.170459	128.520866
Total	72562.851383	29659.522842	42903.328541
2014			
 0-4	541.122917	274.816027	266.306890
 5-9	1071.226020	543.522080	527.703940
 10-14 	459.660702	234.517462	225.143239
 15-19 	634.260425	347.407197	286.853228
 20-24 	1434.576154	647.159485	787.416669
 25-29 	5872.579371	2566.932017	3305.647354
 30-34 	12417.131698	5649.320931	6767.810766
 35-39 	14923.549302	7185.261781	7738.287522
 40-44 	12455.643329	6268.646319	6186.997010
 45-49 	9111.481848	4578.519469	4532.962378
 50-54 	6518.796828	3012.697333	3506.099495
 55-59 	4340.472997	1790.644091	2549.828906
 60-64 	2531.403913	986.156305	1545.247608
 65-69 	1396.569425	538.127756	858.441668
 70-74 	769.121944	306.427976	462.693968
 75-79 	403.408728	159.265203	244.143524
 80+ 	219.395272	84.318747	135.076525
Total	75100.400871	35173.740181	39926.660690
2015			
 0-4	439.906676	223.347652	216.559024
 5-9	913.916503	464.320285	449.596218
 10-14 	396.704667	202.474446	194.230220
 15-19 	837.453955	369.585683	467.868271
 20-24 	2021.590283	642.977740	1378.612542
 25-29 	7077.636666	2316.372250	4761.264416
 30-34 	14390.215488	5247.792711	9142.422777
 35-39 	17483.886595	6917.456420	10566.430175
 40-44 	14624.702471	6234.569971	8390.132500
 45-49 	10620.281403	4588.389676	6031.891727
 50-54 	7489.259256	3036.669114	4452.590142
 55-59 	5080.997986	1818.989809	3262.008177
 60-64 	3068.690168	1019.614809	2049.075358
 65-69 	1691.224587	547.520793	1143.703793
 70-74 	944.651816	308.437029	636.214787
 75-79 	490.986407	157.633872	333.352535
 80+ 	255.035432	83.797938	171.237493
Total	87827.140357	34179.950200	53647.190156
2016			
 0-4	291.154202	148.105843	143.048359
 5-9	784.793643	399.573369	385.220274
 10-14 	409.673706	209.795622	199.878084
 15-19 	882.906249	413.492966	469.413283
 20-24 	1968.956991	711.418778	1257.538214
 25-29 	6415.581950	2280.264258	4135.317692
 30-34 	13385.196955	5230.562929	8154.634026
 35-39 	16989.083694	7147.464152	9841.619542
 40-44 	14784.945072	6632.043335	8152.901737
 45-49 	10740.938447	4893.398755	5847.539692
 50-54 	7508.470613	3232.930624	4275.539989
 55-59 	5108.170081	1943.423615	3164.746466
 60-64 	3176.260503	1113.792666	2062.467837
 65-69 	1751.934372	596.053097	1155.881274
 70-74 	968.951723	331.474644	637.477079
 75-79 	501.356989	168.270580	333.086409
 80+ 	262.420152	87.789115	174.631037
Total	85930.795342	35539.854349	50390.940993
2017			
 0-4	163.641779	83.454161	80.187619
 5-9	585.662261	299.317842	286.344419
 10-14 	446.464365	227.224385	219.239980
 15-19 	924.538996	433.950115	490.588881
 20-24 	1830.403741	679.139233	1151.264508
 25-29 	5628.455128	1980.908230	3647.546898
 30-34 	12178.926851	4680.779974	7498.146877
 35-39 	16191.763456	6669.964856	9521.798600
 40-44 	14745.323290	6461.378728	8283.944562
 45-49 	10800.402929	4848.697503	5951.705426
 50-54 	7550.433560	3245.460274	4304.973287
 55-59 	5149.673015	1960.637501	3189.035514
 60-64 	3301.095836	1140.846075	2160.249760
 65-69 	1832.076154	607.479904	1224.596250
 70-74 	1001.518265	330.048600	671.469665
 75-79 	519.892137	167.551095	352.341042
 80+ 	272.785558	87.150454	185.635104
Total	83123.057322	33903.988930	49219.068392
2018			
 0-4	113.757391	57.994969	55.762422
 5-9	451.056932	231.123834	219.933098
 10-14 	457.152082	232.688250	224.463832
 15-19 	932.108909	441.231177	490.877732
 20-24 	1775.505316	677.414262	1098.091054
 25-29 	5017.564004	1758.711588	3258.852416
 30-34 	11154.695513	4254.895645	6899.799867
 35-39 	15530.273350	6340.745883	9189.527467
 40-44 	14807.832034	6415.178748	8392.653286
 45-49 	11033.043442	4933.034048	6100.009394
 50-54 	7691.934658	3329.107626	4362.827033
 55-59 	5234.989482	2022.075273	3212.914209
 60-64 	3441.460846	1190.460994	2250.999852
 65-69 	1935.597283	635.919882	1299.677401
 70-74 	1046.508765	337.911871	708.596894
 75-79 	545.913056	171.873573	374.039482
 80+ 	286.663853	88.840638	197.823216
Total	81456.056916	33119.208261	48336.848655
2019			
 0-4	76.729062	39.155619	37.573443
 5-9	319.891199	164.459948	155.431251
 10-14 	430.603982	219.626969	210.977013
 15-19 	921.723459	442.536649	479.186810
 20-24 	1743.028228	680.473585	1062.554643
 25-29 	4518.231191	1589.374530	2928.856661
 30-34 	10214.907399	3876.045911	6338.861487
 35-39 	14869.597722	6036.954185	8832.643537
 40-44 	14839.327695	6368.167866	8471.159828
 45-49 	11342.041761	5053.820501	6288.221260
 50-54 	7852.704524	3415.937061	4436.767463
 55-59 	5336.189056	2097.095666	3239.093390
 60-64 	3574.742551	1243.180367	2331.562184
 65-69 	2050.105751	669.468028	1380.637722
 70-74 	1098.016594	348.611498	749.405096
 75-79 	574.241014	177.033912	397.207101
 80+ 	302.947210	91.226219	211.720991
Total	80065.028398	32513.168516	47551.859882
2020			
 0-4	57.909614	29.536681	28.372933
 5-9	242.496519	125.047398	117.449121
 10-14 	370.929116	189.795403	181.133713
 15-19 	891.763948	426.454282	465.309666
 20-24 	1694.618450	678.772794	1015.845656
 25-29 	4116.498142	1461.693154	2654.804988
 30-34 	9340.700853	3531.996021	5808.704832
 35-39 	14184.798968	5736.310924	8448.488044
 40-44 	14804.312283	6304.421224	8499.891059
 45-49 	11663.200861	5165.342550	6497.858312
 50-54 	8068.231645	3533.618738	4534.612907
 55-59 	5459.635238	2184.972165	3274.663073
 60-64 	3695.639359	1297.429844	2398.209514
 65-69 	2174.178012	707.303032	1466.874980
 70-74 	1157.021046	362.176750	794.844296
 75-79 	603.777745	182.579119	421.198626
 80+ 	321.702395	94.272584	227.429811
Total	78847.414194	32011.722663	46835.691532
2021			
 0-4	51.083614	26.063064	25.020550
 5-9	184.494662	95.321914	89.172747
 10-14 	329.075714	168.955452	160.120262
 15-19 	866.109243	417.723219	448.386024
 20-24 	1640.583388	667.695371	972.888017
 25-29 	3794.584105	1366.119443	2428.464661
 30-34 	8534.758489	3218.775342	5315.983147
 35-39 	13459.207485	5427.702499	8031.504986
 40-44 	14686.940581	6214.459859	8472.480722
 45-49 	11992.583977	5287.928723	6704.655254
 50-54 	8319.627660	3651.787311	4667.840349
 55-59 	5605.833583	2280.892299	3324.941284
 60-64 	3806.400798	1354.235023	2452.165775
 65-69 	2304.767713	748.349772	1556.417941
 70-74 	1226.000515	379.314213	846.686302
 75-79 	633.876632	188.195814	445.680818
 80+ 	343.066710	97.981594	245.085115
Total	77778.994869	31591.500914	46187.493955
2022			
 0-4	41.371951	21.065530	20.306421
 5-9	128.899658	66.662783	62.236875
 10-14 	266.082784	137.337563	128.745221
 15-19 	847.321036	409.922499	437.398537
 20-24 	1585.271000	651.040149	934.230851
 25-29 	3520.083294	1290.973888	2229.109406
 30-34 	7797.313009	2937.860338	4859.452671
 35-39 	12691.569536	5107.898268	7583.671268
 40-44 	14476.672580	6094.931007	8381.741573
 45-49 	12314.674607	5394.729940	6919.944667
 50-54 	8597.076874	3781.368799	4815.708075
 55-59 	5780.627637	2388.215655	3392.411982
 60-64 	3915.051686	1415.993331	2499.058355
 65-69 	2438.803266	792.111770	1646.691496
 70-74 	1303.995799	399.666523	904.329276
 75-79 	666.118654	194.331937	471.786717
 80+ 	366.770954	102.241784	264.529170
Total	76737.704324	31186.351763	45551.352561
2023			
 0-4	107.861051	54.636202	53.224849
 5-9	106.217006	54.696770	51.520237
 10-14 	213.225283	110.413352	102.811931
 15-19 	836.356855	406.529244	429.827611
 20-24 	1489.989600	615.650289	874.339312
 25-29 	3333.144755	1247.897460	2085.247295
 30-34 	7143.556454	2695.488927	4448.067528
 35-39 	11897.651058	4780.584393	7117.066665
 40-44 	14173.908045	5944.798850	8229.109196
 45-49 	12597.271575	5481.983576	7115.287999
 50-54 	8916.708129	3923.902845	4992.805284
 55-59 	5980.415854	2500.758161	3479.657693
 60-64 	4027.848177	1484.181768	2543.666409
 65-69 	2570.857968	837.617165	1733.240803
 70-74 	1390.971371	423.168517	967.802854
 75-79 	702.234257	201.519397	500.714861
 80+ 	392.491550	106.907284	285.584265
Total	75880.708990	30870.734200	45009.974790
2024			
 0-4	99.444264	50.647802	48.796462
 5-9	90.511155	46.500713	44.010442
 10-14 	158.405616	82.447687	75.957928
 15-19 	784.320592	382.919287	401.401305
 20-24 	1441.642842	603.135826	838.507016
 25-29 	3208.813977	1222.905609	1985.908368
 30-34 	6583.097468	2494.892710	4088.204759
 35-39 	11109.343764	4459.866609	6649.477155
 40-44 	13796.625660	5772.032390	8024.593271
 45-49 	12828.716295	5547.060729	7281.655566
 50-54 	9286.877097	4083.814822	5203.062274
 55-59 	6192.857613	2611.256693	3581.600919
 60-64 	4153.256444	1561.358341	2591.898102
 65-69 	2700.116417	885.363254	1814.753163
 70-74 	1487.581582	450.016342	1037.565240
 75-79 	744.085334	210.349625	533.735708
 80+ 	420.213096	111.932240	308.280856
Total	75085.909214	30576.500678	44509.408536
2025			
 0-4	87.946598	44.865240	43.081358
 5-9	85.421150	43.889096	41.532054
 10-14 	127.755583	66.729502	61.026081
 15-19 	669.591951	327.568635	342.023316
 20-24 	1422.964897	597.174442	825.790456
 25-29 	3113.956007	1208.339073	1905.616934
 30-34 	6122.313524	2337.915005	3784.398519
 35-39 	10346.834046	4154.745091	6192.088955
 40-44 	13353.406374	5576.923112	7776.483262
 45-49 	12987.219573	5584.177127	7403.042445
 50-54 	9667.204976	4232.379893	5434.825083
 55-59 	6446.600867	2742.636530	3703.964337
 60-64 	4298.537502	1648.665278	2649.872224
 65-69 	2822.814697	934.796456	1888.018242
 70-74 	1593.392393	480.078415	1113.313978
 75-79 	792.504501	221.073108	571.431394
 80+ 	449.962708	117.275786	332.686922
Total	74388.427347	30319.231788	44069.195559
2026			
 0-4	103.194508	52.630030	50.564478
 5-9	91.336050	46.910478	44.425572
 10-14 	104.453491	54.603985	49.849506
 15-19 	537.835011	263.902516	273.932495
 20-24 	1417.808057	600.105495	817.702562
 25-29 	3047.905882	1197.828060	1850.077822
 30-34 	5754.506282	2219.680742	3534.825541
 35-39 	9634.437281	3873.119419	5761.317862
 40-44 	12850.164209	5362.031309	7488.132900
 45-49 	13065.886465	5590.869264	7475.017201
 50-54 	10060.175511	4389.786284	5670.389227
 55-59 	6730.361411	2873.350237	3857.011174
 60-64 	4464.538099	1742.947691	2721.590408
 65-69 	2939.845948	986.758772	1953.087176
 70-74 	1706.391519	512.814386	1193.577133
 75-79 	849.142366	234.193643	614.948723
 80+ 	481.816648	122.917393	358.899254
Total	73839.798737	30124.449705	43715.349032
2027			
 0-4	100.281178	51.213717	49.067461
 5-9	111.822345	57.164884	54.657461
 10-14 	85.879184	44.739405	41.139779
 15-19 	414.320137	204.499428	209.820709
 20-24 	1448.821388	617.192394	831.628994
 25-29 	2999.576118	1188.556105	1811.020013
 30-34 	5458.264366	2131.867356	3326.397010
 35-39 	8990.452988	3623.703697	5366.749291
 40-44 	12301.231078	5132.412142	7168.818936
 45-49 	13062.377415	5568.843781	7493.533634
 50-54 	10458.105469	4537.214608	5920.890861
 55-59 	7040.278491	3014.593991	4025.684500
 60-64 	4656.610635	1847.557729	2809.052906
 65-69 	3056.997544	1043.161083	2013.836461
 70-74 	1824.594322	548.065999	1276.528324
 75-79 	913.440587	249.559349	663.881238
 80+ 	516.854638	129.132297	387.722341
Total	73439.907882	29989.477966	43450.429916
2028			
 0-4	94.066133	48.106123	45.960010
 5-9	119.415469	61.127967	58.287502
 10-14 	72.117353	37.441009	34.676344
 15-19 	387.460394	190.259471	197.200923
 20-24 	1405.371689	597.670072	807.701618
 25-29 	2918.229605	1162.583448	1755.646157
 30-34 	5269.795729	2086.087891	3183.707838
 35-39 	8424.701928	3410.465262	5014.236666
 40-44 	11719.037097	4891.098496	6827.938601
 45-49 	12973.883760	5516.816884	7457.066876
 50-54 	10831.804651	4670.923929	6160.880722
 55-59 	7389.157090	3167.394947	4221.762143
 60-64 	4871.872813	1957.698674	2914.174140
 65-69 	3178.311171	1105.011664	2073.299507
 70-74 	1943.414542	585.073847	1358.340695
 75-79 	985.117389	267.058723	718.058666
 80+ 	555.993957	136.152328	419.841628
Total	73139.750769	29890.970735	43248.780034
2029			
 0-4	83.982919	42.925475	41.057445
 5-9	115.131641	58.993044	56.138597
 10-14 	61.369715	31.780418	29.589296
 15-19 	317.938166	154.761645	163.176521
 20-24 	1341.781164	570.750416	771.030748
 25-29 	2892.341368	1160.676286	1731.665082
 30-34 	5160.227609	2065.880480	3094.347129
 35-39 	7940.420086	3234.145646	4706.274440
 40-44 	11125.031672	4647.779971	6477.251701
 45-49 	12807.495612	5437.840036	7369.655576
 50-54 	11165.190850	4786.005491	6379.185359
 55-59 	7782.032040	3334.608479	4447.423561
 60-64 	5099.333462	2067.054132	3032.279330
 65-69 	3310.009695	1174.195658	2135.814037
 70-74 	2061.200595	623.962868	1437.237727
 75-79 	1064.318791	286.719208	777.599584
 80+ 	600.124236	144.215662	455.908575
Total	72927.929621	29822.294913	43105.634708
2030			
 0-4	76.772636	39.223451	37.549184
 5-9	112.075626	57.462948	54.612678
 10-14 	60.025441	31.062059	28.963382
 15-19 	241.202890	116.662985	124.539905
 20-24 	1254.950548	531.908905	723.041643
 25-29 	2901.805926	1167.289924	1734.516001
 30-34 	5100.464009	2064.660419	3035.803590
 35-39 	7547.545614	3098.272828	4449.272786
 40-44 	10543.498580	4413.833680	6129.664900
 45-49 	12573.368116	5334.155655	7239.212461
 50-54 	11440.789363	4878.607565	6562.181798
 55-59 	8188.765928	3494.401771	4694.364157
 60-64 	5362.695441	2194.293691	3168.401750
 65-69 	3458.833544	1252.101882	2206.731662
 70-74 	2175.074463	664.536085	1510.538378
 75-79 	1151.024594	308.588060	842.436535
 80+ 	649.782452	153.467128	496.315325
Total	72838.675171	29800.529035	43038.146136
2031			
 0-4	66.842569	34.160485	32.682084
 5-9	111.373657	57.184764	54.188893
 10-14 	63.336193	32.827324	30.508869
 15-19 	192.415986	92.237552	100.178433
 20-24 	1117.540570	469.131583	648.408987
 25-29 	2926.712596	1183.003736	1743.708860
 30-34 	5083.470984	2072.753567	3010.717417
 35-39 	7239.065695	2998.003741	4241.061955
 40-44 	9994.555835	4196.215544	5798.340291
 45-49 	12272.812075	5206.558929	7066.253145
 50-54 	11647.583471	4944.686612	6702.896859
 55-59 	8610.358955	3662.945228	4947.413726
 60-64 	5653.029744	2321.714775	3331.314970
 65-69 	3625.206272	1336.079551	2289.126721
 70-74 	2284.928593	707.276370	1577.652223
 75-79 	1243.661548	332.310054	911.351494
 80+ 	705.805773	164.116856	541.688916
Total	72838.700515	29811.206671	43027.493843
2032			
 0-4	63.185917	32.286507	30.899410
 5-9	95.585807	49.212282	46.373525
 10-14 	65.596612	33.888092	31.708519
 15-19 	157.731015	74.354443	83.376572
 20-24 	943.124979	391.041204	552.083775
 25-29 	3001.657053	1217.588272	1784.068782
 30-34 	5084.159654	2081.765312	3002.394342
 35-39 	6998.914355	2926.761655	4072.152699
 40-44 	9493.552930	4002.232563	5491.320368
 45-49 	11913.045616	5057.339180	6855.706436
 50-54 	11776.640721	4982.828498	6793.812223
 55-59 	9038.745926	3823.678437	5215.067489
 60-64 	5966.123312	2458.328610	3507.794703
 65-69 	3812.927947	1428.633281	2384.294666
 70-74 	2394.489112	753.405086	1641.084026
 75-79 	1340.484949	357.728209	982.756740
 80+ 	768.205298	176.145129	592.060169
Total	72914.171203	29847.216759	43066.954444
2033			
 0-4	60.891208	31.116502	29.774706
 5-9	84.196110	43.401572	40.794538
 10-14 	67.348857	34.860926	32.487931
 15-19 	140.997152	65.005146	75.992006
 20-24 	916.915138	373.883000	543.032137
 25-29 	2946.497446	1198.031365	1748.466081
 30-34 	5053.042317	2073.307898	2979.734419
 35-39 	6864.022215	2898.063123	3965.959091
 40-44 	9053.649603	3837.346867	5216.302735
 45-49 	11507.944641	4890.974510	6616.970131
 50-54 	11825.292948	4992.323116	6832.969833
 55-59 	9449.081084	3973.729418	5475.351666
 60-64 	6313.763557	2605.060640	3708.702918
 65-69 	4020.574674	1526.241021	2494.333652
 70-74 	2507.079976	803.799606	1703.280370
 75-79 	1438.180256	384.433992	1053.746264
 80+ 	837.344624	189.609874	647.734751
Total	73086.821806	29921.188575	43165.633230
2034			
 0-4	59.999189	30.653336	29.345853
 5-9	77.927197	40.190496	37.736701
 10-14 	64.952704	33.716775	31.235929
 15-19 	139.299119	62.937198	76.361921
 20-24 	831.295272	331.167764	500.127509
 25-29 	2870.798012	1165.998153	1704.799859
 30-34 	5084.668885	2094.127250	2990.541635
 35-39 	6808.757559	2897.349248	3911.408311
 40-44 	8676.438762	3701.549252	4974.889511
 45-49 	11074.727327	4715.277888	6359.449439
 50-54 	11794.927658	4973.642168	6821.285491
 55-59 	9824.895170	4107.854501	5717.040669
 60-64 	6699.610198	2763.871249	3935.738949
 65-69 	4238.770862	1623.619490	2615.151372
 70-74 	2627.555440	859.842885	1767.712555
 75-79 	1535.124465	412.452574	1122.671891
 80+ 	913.705179	204.596837	709.108343
Total	73323.453001	30018.847064	43304.605937
2035			
 0-4	61.786503	31.556071	30.230432
 5-9	75.224674	38.811280	36.413393
 10-14 	63.578609	33.024872	30.553737
 15-19 	127.516736	57.055967	70.460770
 20-24 	708.996407	276.980995	432.015412
 25-29 	2822.514513	1139.126649	1683.387864
 30-34 	5147.657955	2124.609851	3023.048104
 35-39 	6811.749173	2920.025052	3891.724121
 40-44 	8370.630981	3597.854129	4772.776852
 45-49 	10634.690833	4540.262149	6094.428684
 50-54 	11691.151445	4927.424139	6763.727306
 55-59 	10148.682660	4221.842029	5926.840631
 60-64 	7098.700049	2916.966864	4181.733185
 65-69 	4486.417651	1735.527234	2750.890417
 70-74 	2761.317849	922.589963	1838.727886
 75-79 	1628.910349	441.657701	1187.252648
 80+ 	997.581231	221.205416	776.375815
Total	73637.107618	30146.520362	43490.587256
2036			
 0-4	59.976934	30.642840	29.334094
 5-9	71.814729	37.065184	34.749545
 10-14 	64.470166	33.546754	30.923412
 15-19 	129.474379	57.905002	71.569376
 20-24 	630.190609	241.563062	388.627547
 25-29 	2712.107268	1083.863083	1628.244185
 30-34 	5220.243296	2162.034902	3058.208393
 35-39 	6866.895212	2957.777754	3909.117458
 40-44 	8135.504365	3524.439607	4611.064758
 45-49 	10209.967577	4374.428037	5835.539540
 50-54 	11516.074026	4855.044129	6661.029896
 55-59 	10409.696917	4312.010297	6097.686620
 60-64 	7511.239565	3077.564126	4433.675439
 65-69 	4757.340599	1847.693671	2909.646928
 70-74 	2909.004138	990.022902	1918.981236
 75-79 	1719.377337	472.426223	1246.951114
 80+ 	1088.624482	239.406908	849.217574
Total	74012.001596	30297.434482	43714.567115
2037			
 0-4	69.153673	35.320027	33.833646
 5-9	71.115847	36.685872	34.429975
 10-14 	57.500570	30.016199	27.484370
 15-19 	131.479659	58.617913	72.861746
 20-24 	594.277754	223.323651	370.954103
 25-29 	2525.080282	995.867712	1529.212569
 30-34 	5338.349201	2218.876122	3119.473079
 35-39 	6942.992313	2998.830268	3944.162044
 40-44 	7959.240605	3476.165203	4483.075402
 45-49 	9815.136076	4224.526807	5590.609269
 50-54 	11273.503504	4757.320874	6516.182629
 55-59 	10596.836859	4375.838067	6220.998792
 60-64 	7930.517373	3231.747893	4698.769481
 65-69 	5047.232000	1967.446602	3079.785397
 70-74 	3073.562798	1064.091570	2009.471228
 75-79 	1809.110321	505.541699	1303.568622
 80+ 	1185.425029	259.063214	926.361814
Total	74420.513860	30459.279694	43961.234166
2038			
 0-4	76.305609	38.990298	37.315310
 5-9	72.116906	37.178567	34.938339
 10-14 	52.022675	27.191940	24.830735
 15-19 	131.887440	58.919879	72.967560
 20-24 	600.885496	224.021216	376.864280
 25-29 	2517.974599	990.002809	1527.971790
 30-34 	5265.172778	2188.969948	3076.202830
 35-39 	6994.059839	3025.180680	3968.879159
 40-44 	7877.853395	3467.218708	4410.634687
 45-49 	9464.801826	4096.660727	5368.141099
 50-54 	10976.494632	4638.662627	6337.832005
 55-59 	10706.483315	4412.375696	6294.107618
 60-64 	8334.311501	3376.977807	4957.333694
 65-69 	5366.468815	2095.386254	3271.082561
 70-74 	3254.301834	1142.170948	2112.130886
 75-79 	1900.642009	541.631267	1359.010741
 80+ 	1285.785560	279.970626	1005.814934
Total	74877.568227	30641.509998	44236.058229
2039			
 0-4	74.101257	37.867196	36.234061
 5-9	76.140399	39.237345	36.903055
 10-14 	50.405331	26.342792	24.062539
 15-19 	135.007105	60.502021	74.505084
 20-24 	629.778959	236.163461	393.615499
 25-29 	2422.683734	942.703646	1479.980089
 30-34 	5201.760611	2160.691171	3041.069440
 35-39 	7086.421010	3072.753014	4013.667996
 40-44 	7871.828278	3486.430528	4385.397750
 45-49 	9162.945918	3991.849848	5171.096070
 50-54 	10642.084475	4506.818817	6135.265659
 55-59 	10738.585585	4421.533606	6317.051979
 60-64 	8707.430407	3508.578401	5198.852006
 65-69 	5718.041624	2233.000363	3485.041261
 70-74 	3443.639184	1220.151999	2223.487185
 75-79 	1997.790836	581.686381	1416.104456
 80+ 	1388.841224	302.195587	1086.645636
Total	75347.485940	30828.506175	44518.979765
2040			
 0-4	66.654307	34.071416	32.582891
 5-9	73.638459	37.984570	35.653889
 10-14 	49.410785	25.833085	23.577700
 15-19 	134.553995	60.388032	74.165963
 20-24 	617.581334	230.363263	387.218071
 25-29 	2280.857403	872.952839	1407.904564
 30-34 	5209.136641	2163.252779	3045.883862
 35-39 	7187.251344	3121.958765	4065.292578
 40-44 	7924.314639	3530.046868	4394.267771
 45-49 	8916.159799	3911.889693	5004.270106
 50-54 	10288.898043	4370.393593	5918.504450
 55-59 	10696.261292	4403.056158	6293.205134
 60-64 	9033.059252	3622.412818	5410.646434
 65-69 	6081.657233	2366.272726	3715.384507
 70-74 	3656.281607	1309.341535	2346.940072
 75-79 	2104.653629	626.408483	1478.245146
 80+ 	1493.232957	325.733602	1167.499355
Total	75813.602720	31012.360225	44801.242495
2041			
 0-4	62.800624	32.100576	30.700048
 5-9	75.312135	38.859876	36.452259
 10-14 	48.655040	25.440978	23.214062
 15-19 	129.544152	58.330234	71.213918
