Vietnam_test	Total	Male	Female
 30-34 	0.000000	0.000000	0.000000
 35-39 	0.000000	0.000000	0.000000
 40-44 	0.000000	0.000000	0.000000
 45-49 	0.000000	0.000000	0.000000
 50-54 	0.000000	0.000000	0.000000
 55-59 	0.000000	0.000000	0.000000
 60-64 	0.000000	0.000000	0.000000
 65-69 	0.000000	0.000000	0.000000
 70-74 	0.000000	0.000000	0.000000
 75-79 	0.000000	0.000000	0.000000
 80+ 	0.000000	0.000000	0.000000
Total	0.000000	0.000000	0.000000
1979			
 0-4	0.000000	0.000000	0.000000
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000000	0.000000	0.000000
 20-24 	0.000000	0.000000	0.000000
 25-29 	0.000000	0.000000	0.000000
 30-34 	0.000000	0.000000	0.000000
 35-39 	0.000000	0.000000	0.000000
 40-44 	0.000000	0.000000	0.000000
 45-49 	0.000000	0.000000	0.000000
 50-54 	0.000000	0.000000	0.000000
 55-59 	0.000000	0.000000	0.000000
 60-64 	0.000000	0.000000	0.000000
 65-69 	0.000000	0.000000	0.000000
 70-74 	0.000000	0.000000	0.000000
 75-79 	0.000000	0.000000	0.000000
 80+ 	0.000000	0.000000	0.000000
Total	0.000000	0.000000	0.000000
1980			
 0-4	0.000000	0.000000	0.000000
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000000	0.000000	0.000000
 20-24 	0.000000	0.000000	0.000000
 25-29 	0.000000	0.000000	0.000000
 30-34 	0.000000	0.000000	0.000000
 35-39 	0.000000	0.000000	0.000000
 40-44 	0.000000	0.000000	0.000000
 45-49 	0.000000	0.000000	0.000000
 50-54 	0.000000	0.000000	0.000000
 55-59 	0.000000	0.000000	0.000000
 60-64 	0.000000	0.000000	0.000000
 65-69 	0.000000	0.000000	0.000000
 70-74 	0.000000	0.000000	0.000000
 75-79 	0.000000	0.000000	0.000000
 80+ 	0.000000	0.000000	0.000000
Total	0.000000	0.000000	0.000000
1981			
 0-4	0.000000	0.000000	0.000000
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000000	0.000000	0.000000
 20-24 	0.000000	0.000000	0.000000
 25-29 	0.000000	0.000000	0.000000
 30-34 	0.000000	0.000000	0.000000
 35-39 	0.000000	0.000000	0.000000
 40-44 	0.000000	0.000000	0.000000
 45-49 	0.000000	0.000000	0.000000
 50-54 	0.000000	0.000000	0.000000
 55-59 	0.000000	0.000000	0.000000
 60-64 	0.000000	0.000000	0.000000
 65-69 	0.000000	0.000000	0.000000
 70-74 	0.000000	0.000000	0.000000
 75-79 	0.000000	0.000000	0.000000
 80+ 	0.000000	0.000000	0.000000
Total	0.000000	0.000000	0.000000
1982			
 0-4	0.000000	0.000000	0.000000
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000000	0.000000	0.000000
 20-24 	0.000000	0.000000	0.000000
 25-29 	0.000000	0.000000	0.000000
 30-34 	0.000000	0.000000	0.000000
 35-39 	0.000000	0.000000	0.000000
 40-44 	0.000000	0.000000	0.000000
 45-49 	0.000000	0.000000	0.000000
 50-54 	0.000000	0.000000	0.000000
 55-59 	0.000000	0.000000	0.000000
 60-64 	0.000000	0.000000	0.000000
 65-69 	0.000000	0.000000	0.000000
 70-74 	0.000000	0.000000	0.000000
 75-79 	0.000000	0.000000	0.000000
 80+ 	0.000000	0.000000	0.000000
Total	0.000000	0.000000	0.000000
1983			
 0-4	0.000000	0.000000	0.000000
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000000	0.000000	0.000000
 20-24 	0.000000	0.000000	0.000000
 25-29 	0.000000	0.000000	0.000000
 30-34 	0.000000	0.000000	0.000000
 35-39 	0.000000	0.000000	0.000000
 40-44 	0.000000	0.000000	0.000000
 45-49 	0.000000	0.000000	0.000000
 50-54 	0.000000	0.000000	0.000000
 55-59 	0.000000	0.000000	0.000000
 60-64 	0.000000	0.000000	0.000000
 65-69 	0.000000	0.000000	0.000000
 70-74 	0.000000	0.000000	0.000000
 75-79 	0.000000	0.000000	0.000000
 80+ 	0.000000	0.000000	0.000000
Total	0.000000	0.000000	0.000000
1984			
 0-4	0.006234	0.003193	0.003041
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.240836	0.207360	0.033477
 20-24 	0.673551	0.604567	0.068984
 25-29 	0.704625	0.644697	0.059927
 30-34 	0.502106	0.464452	0.037654
 35-39 	0.268139	0.247949	0.020191
 40-44 	0.181998	0.167852	0.014146
 45-49 	0.134651	0.123181	0.011471
 50-54 	0.100251	0.091178	0.009073
 55-59 	0.063264	0.057878	0.005386
 60-64 	0.049173	0.045797	0.003376
 65-69 	0.038000	0.035659	0.002341
 70-74 	0.027806	0.025480	0.002326
 75-79 	0.010363	0.010001	0.000363
 80+ 	0.000000	0.000000	0.000000
Total	3.000998	2.729244	0.271754
1985			
 0-4	0.015632	0.008006	0.007626
 5-9	0.000446	0.000228	0.000218
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.395402	0.330378	0.065024
 20-24 	1.285045	1.132173	0.152872
 25-29 	1.447198	1.305196	0.142002
 30-34 	1.081874	0.989287	0.092586
 35-39 	0.585903	0.536390	0.049513
 40-44 	0.370919	0.338345	0.032573
 45-49 	0.269803	0.244013	0.025790
 50-54 	0.205685	0.184664	0.021021
 55-59 	0.131448	0.118611	0.012837
 60-64 	0.099113	0.091155	0.007958
 65-69 	0.076341	0.070990	0.005351
 70-74 	0.056928	0.051569	0.005359
 75-79 	0.022951	0.021825	0.001126
 80+ 	0.000943	0.000943	0.000000
Total	6.045632	5.423774	0.621858
1986			
 0-4	0.033449	0.017128	0.016321
 5-9	0.002091	0.001070	0.001021
 10-14 	0.000085	0.000044	0.000042
 15-19 	0.735201	0.620218	0.114983
 20-24 	2.502664	2.212677	0.289987
 25-29 	2.948467	2.664932	0.283535
 30-34 	2.297748	2.105981	0.191768
 35-39 	1.278491	1.174535	0.103956
 40-44 	0.750545	0.686534	0.064011
 45-49 	0.533515	0.484169	0.049346
 50-54 	0.408950	0.368349	0.040601
 55-59 	0.270920	0.245005	0.025916
 60-64 	0.198793	0.183057	0.015736
 65-69 	0.154503	0.143951	0.010552
 70-74 	0.114539	0.104174	0.010364
 75-79 	0.048898	0.046279	0.002619
 80+ 	0.002743	0.002738	0.000005
Total	12.281601	11.060839	1.220762
1987			
 0-4	0.070070	0.035880	0.034191
 5-9	0.005459	0.002792	0.002667
 10-14 	0.000462	0.000236	0.000226
 15-19 	1.439152	1.207175	0.231977
 20-24 	4.964356	4.373541	0.590815
 25-29 	5.993343	5.401670	0.591673
 30-34 	4.823788	4.410383	0.413406
 35-39 	2.794962	2.565144	0.229818
 40-44 	1.519911	1.387056	0.132855
 45-49 	1.052132	0.952784	0.099348
 50-54 	0.797183	0.716174	0.081008
 55-59 	0.555948	0.501491	0.054458
 60-64 	0.395716	0.363434	0.032282
 65-69 	0.313217	0.291120	0.022097
 70-74 	0.228324	0.207327	0.020997
 75-79 	0.101709	0.096003	0.005706
 80+ 	0.006413	0.006366	0.000047
Total	25.062147	22.518577	2.543570
1988			
 0-4	0.149688	0.076672	0.073016
 5-9	0.012421	0.006353	0.006068
 10-14 	0.001387	0.000709	0.000678
 15-19 	3.114991	2.616244	0.498747
 20-24 	10.656372	9.391015	1.265356
 25-29 	12.954791	11.675140	1.279651
 30-34 	10.688935	9.770244	0.918691
 35-39 	6.477944	5.950271	0.527673
 40-44 	3.308908	3.019372	0.289536
 45-49 	2.207494	1.998656	0.208838
 50-54 	1.636981	1.470192	0.166789
 55-59 	1.205947	1.087786	0.118161
 60-64 	0.840868	0.772190	0.068678
 65-69 	0.678436	0.630179	0.048257
 70-74 	0.485124	0.440719	0.044405
 75-79 	0.221824	0.209471	0.012353
 80+ 	0.013746	0.013616	0.000130
Total	54.655857	49.128831	5.527026
1989			
 0-4	0.322187	0.165165	0.157022
 5-9	0.023258	0.011896	0.011361
 10-14 	0.002294	0.001170	0.001124
 15-19 	6.913737	5.824839	1.088899
 20-24 	23.498354	20.749243	2.749111
 25-29 	28.706770	25.907095	2.799675
 30-34 	24.175242	22.118632	2.056611
 35-39 	15.300613	14.077936	1.222677
 40-44 	7.549894	6.899706	0.650189
 45-49 	4.776253	4.328499	0.447754
 50-54 	3.454293	3.105605	0.348687
 55-59 	2.661415	2.403777	0.257638
 60-64 	1.849202	1.700020	0.149182
 65-69 	1.506864	1.400360	0.106503
 70-74 	1.066033	0.969821	0.096211
 75-79 	0.493926	0.467271	0.026655
 80+ 	0.030015	0.029688	0.000327
Total	122.330349	110.160721	12.169628
1990			
 0-4	0.678392	0.348159	0.330233
 5-9	0.041104	0.021039	0.020065
 10-14 	0.003060	0.001554	0.001506
 15-19 	14.851429	12.543607	2.307822
 20-24 	50.563399	44.724516	5.838883
 25-29 	62.338191	56.337106	6.001085
 30-34 	53.472692	48.976196	4.496497
 35-39 	35.176868	32.413084	2.763784
 40-44 	17.319255	15.861148	1.458107
 45-49 	10.222332	9.273873	0.948459
 50-54 	7.206967	6.487632	0.719335
 55-59 	5.704893	5.159375	0.545518
 60-64 	4.032195	3.710888	0.321306
 65-69 	3.270693	3.041524	0.229168
 70-74 	2.319967	2.113226	0.206741
 75-79 	1.077395	1.020817	0.056578
 80+ 	0.067554	0.066760	0.000794
Total	268.346386	242.100504	26.245882
1991			
 0-4	1.427473	0.733443	0.694030
 5-9	0.088721	0.045453	0.043268
 10-14 	0.005467	0.002771	0.002696
 15-19 	32.086745	27.143421	4.943324
 20-24 	109.027421	96.543903	12.483519
 25-29 	135.413731	122.500131	12.913600
 30-34 	118.056696	108.216065	9.840631
 35-39 	80.250428	74.009827	6.240601
 40-44 	40.510054	37.174568	3.335486
 45-49 	22.061722	20.027497	2.034224
 50-54 	15.181805	13.679071	1.502735
 55-59 	12.099912	10.952535	1.147377
 60-64 	8.891149	8.189120	0.702029
 65-69 	7.078867	6.585962	0.492905
 70-74 	5.098343	4.646422	0.451921
 75-79 	2.338999	2.219225	0.119775
 80+ 	0.152251	0.150473	0.001778
Total	589.769786	532.819886	56.949899
1992			
 0-4	2.917712	1.500444	1.417268
 5-9	0.188108	0.096472	0.091636
 10-14 	0.009913	0.005021	0.004893
 15-19 	67.203671	56.971347	10.232324
 20-24 	229.613654	203.594901	26.018753
 25-29 	287.551819	260.438565	27.113254
 30-34 	254.301349	233.346657	20.954692
 35-39 	177.915786	164.229584	13.686203
 40-44 	93.624360	86.109954	7.514406
 45-49 	47.104402	42.804392	4.300010
 50-54 	31.559932	28.471850	3.088082
 55-59 	24.884044	22.547247	2.336797
 60-64 	19.279408	17.774204	1.505204
 65-69 	14.947018	13.917015	1.030003
 70-74 	11.015650	10.045649	0.970001
 75-79 	4.969081	4.718214	0.250867
 80+ 	0.341439	0.337493	0.003946
Total	1267.427348	1146.909007	120.518341
1993			
 0-4	5.732078	2.949391	2.782687
 5-9	0.388752	0.199547	0.189206
 10-14 	0.019466	0.009854	0.009612
 15-19 	138.031086	117.414828	20.616258
 20-24 	475.435835	422.462436	52.973399
 25-29 	599.391085	543.843306	55.547779
 30-34 	536.810891	493.360839	43.450052
 35-39 	385.220807	356.061704	29.159103
 40-44 	212.578770	196.016148	16.562622
 45-49 	100.497112	91.498978	8.998134
 50-54 	64.842920	58.607024	6.235896
 55-59 	50.047383	45.418196	4.629187
 60-64 	40.977926	37.834717	3.143209
 65-69 	31.079899	28.976479	2.103420
 70-74 	23.385094	21.351069	2.034025
 75-79 	10.410164	9.889931	0.520233
 80+ 	0.744802	0.736219	0.008582
Total	2675.594070	2426.630668	248.963402
1994			
 0-4	10.853178	5.586834	5.266344
 5-9	0.777872	0.399522	0.378349
 10-14 	0.040333	0.020417	0.019917
 15-19 	277.096987	236.121443	40.975544
 20-24 	964.383187	858.043803	106.339384
 25-29 	1219.994635	1108.148187	111.846448
 30-34 	1106.088873	1017.637519	88.451354
 35-39 	811.607518	750.810084	60.797435
 40-44 	468.533683	432.761648	35.772035
 45-49 	214.506336	195.659298	18.847038
 50-54 	130.943912	118.485925	12.457987
 55-59 	98.550289	89.519287	9.031002
 60-64 	84.347279	77.952732	6.394547
 65-69 	63.642019	59.388055	4.253964
 70-74 	48.355668	44.178190	4.177478
 75-79 	21.489184	20.413857	1.075327
 80+ 	1.581089	1.562752	0.018337
Total	5522.792041	5016.689551	506.102490
1995			
 0-4	19.761157	10.176024	9.585134
 5-9	1.506580	0.774156	0.732424
 10-14 	0.086555	0.043836	0.042719
 15-19 	535.238679	456.174736	79.063943
 20-24 	1884.255933	1676.909578	207.346356
 25-29 	2395.368390	2176.305638	219.062752
 30-34 	2196.370296	2021.531359	174.838937
 35-39 	1643.073759	1520.437748	122.636011
 40-44 	986.908672	912.262116	74.646556
 45-49 	451.690559	412.657108	39.033450
 50-54 	256.650446	232.302690	24.347755
 55-59 	188.133949	170.929272	17.204677
 60-64 	165.386074	152.885774	12.500299
 65-69 	126.787119	118.355242	8.431876
 70-74 	95.946815	87.667670	8.279146
 75-79 	43.184719	40.988431	2.196289
 80+ 	3.283754	3.244931	0.038823
Total	10993.633455	9993.646308	999.987147
1996			
 0-4	34.880493	17.967645	16.912848
 5-9	2.821570	1.450394	1.371176
 10-14 	0.182663	0.092554	0.090109
 15-19 	963.711843	816.200641	147.511202
 20-24 	3443.508323	3053.099363	390.408960
 25-29 	4419.557213	4004.125894	415.431319
 30-34 	4092.873461	3758.973079	333.900382
 35-39 	3115.280896	2877.119545	238.161351
 40-44 	1935.739554	1786.111867	149.627686
 45-49 	910.629200	831.332208	79.296992
 50-54 	476.093933	429.769609	46.324323
 55-59 	340.168786	308.249827	31.918959
 60-64 	300.319242	276.976833	23.342409
 65-69 	239.090454	222.787216	16.303238
 70-74 	177.771725	162.034225	15.737501
 75-79 	82.273881	77.886045	4.387836
 80+ 	6.628939	6.547679	0.081260
Total	20541.532177	18630.724624	1910.807553
1997			
 0-4	59.313692	30.563736	28.749956
 5-9	5.142604	2.644314	2.498290
 10-14 	0.378046	0.191655	0.186391
 15-19 	1532.456792	1276.725713	255.731079
 20-24 	5615.351457	4928.480286	686.871171
 25-29 	7360.349327	6618.521785	741.827542
 30-34 	6882.205209	6282.671396	599.533813
 35-39 	5320.426807	4887.110539	433.316268
 40-44 	3407.376808	3127.005941	280.370867
 45-49 	1674.002971	1521.385615	152.617355
 50-54 	807.534565	723.883439	83.651126
 55-59 	559.897981	503.802883	56.095099
 60-64 	486.351988	445.715024	40.636964
 65-69 	407.253265	377.522091	29.731174
 70-74 	296.097906	268.176557	27.921349
 75-79 	142.475318	134.117821	8.357498
 80+ 	12.906346	12.734978	0.171368
Total	34569.521082	31141.253773	3428.267309
1998			
 0-4	95.778146	49.368449	46.409697
 5-9	9.081425	4.670955	4.410470
 10-14 	0.760645	0.385822	0.374823
 15-19 	2124.546723	1721.056198	403.490525
 20-24 	8079.912729	6970.456341	1109.456388
 25-29 	10941.797462	9716.064002	1225.733460
 30-34 	10333.445498	9337.998265	995.447234
 35-39 	8106.834088	7379.768715	727.065374
 40-44 	5335.724291	4852.651081	483.073210
 45-49 	2750.605247	2478.783979	271.821268
 50-54 	1248.471784	1106.849734	141.622051
 55-59 	827.804336	736.105548	91.698788
 60-64 	698.567305	633.404962	65.162343
 65-69 	614.375635	564.476638	49.898997
 70-74 	440.708598	395.027926	45.680672
 75-79 	220.439769	205.610173	14.829597
 80+ 	23.629513	23.266595	0.362918
Total	51852.483194	46175.945380	5676.537814
1999			
 0-4	145.053362	74.786645	70.266717
 5-9	15.390387	7.917717	7.472669
 10-14 	1.481276	0.751691	0.729586
 15-19 	2637.061292	2055.362550	581.698742
 20-24 	10483.239954	8832.805610	1650.434344
 25-29 	14791.779591	12916.322842	1875.456749
 30-34 	14097.377638	12567.441698	1529.935940
 35-39 	11232.268562	10104.480951	1127.787611
 40-44 	7573.422653	6807.109037	766.313616
 45-49 	4085.408665	3639.206585	446.202080
 50-54 	1797.621929	1571.771558	225.850371
 55-59 	1116.912949	977.448453	139.464497
 60-64 	910.972007	814.176433	96.795574
 65-69 	830.162903	753.503960	76.658942
 70-74 	598.843715	529.461527	69.382188
 75-79 	308.213695	283.903345	24.310350
 80+ 	39.829845	39.072527	0.757318
Total	70665.040423	61975.523131	8689.517292
2000			
 0-4	206.611293	106.552998	100.058296
 5-9	24.848668	12.785631	12.063037
 10-14 	2.787481	1.415160	1.372321
 15-19 	3032.569514	2262.505252	770.064262
 20-24 	12621.346543	10346.230546	2275.115998
 25-29 	18558.908456	15895.566847	2663.341609
 30-34 	17966.448652	15774.082127	2192.366524
 35-39 	14506.611631	12880.143442	1626.468189
 40-44 	9981.614370	8856.814649	1124.799721
 45-49 	5610.674126	4933.445211	677.228915
 50-54 	2458.958402	2118.550370	340.408032
 55-59 	1409.072468	1210.674244	198.398224
 60-64 	1107.087962	973.015559	134.072404
 65-69 	1028.726327	920.595986	108.130342
 70-74 	760.613292	662.159148	98.454144
 75-79 	398.068843	361.133022	36.935822
 80+ 	61.505877	59.995781	1.510096
Total	89736.453904	77375.665969	12360.787935
2001			
 0-4	279.290230	144.081803	135.208427
 5-9	38.318845	19.718782	18.600063
 10-14 	5.073317	2.576700	2.496618
 15-19 	3337.308323	2387.794835	949.513488
 20-24 	14465.375103	11525.375726	2939.999377
 25-29 	22137.857098	18587.383479	3550.473619
 30-34 	21811.702343	18853.056011	2958.646332
 35-39 	17825.183036	15621.134269	2204.048767
 40-44 	12478.795441	10934.534529	1544.260912
 45-49 	7262.536832	6303.434160	959.102672
 50-54 	3250.858449	2762.207431	488.651018
 55-59 	1698.422986	1431.619691	266.803295
 60-64 	1286.174581	1110.708002	175.466579
 65-69 	1192.857146	1051.609887	141.247259
 70-74 	923.444471	791.325869	132.118602
 75-79 	484.076327	431.765986	52.310341
 80+ 	88.025652	85.194606	2.831047
Total	108565.300181	92043.521765	16521.778417
2002			
 0-4	271.457190	140.072584	131.384606
 5-9	56.927791	29.297841	27.629950
 10-14 	8.952475	4.548887	4.403587
 15-19 	3489.807510	2387.599289	1102.208222
 20-24 	15810.917096	12214.548659	3596.368437
 25-29 	25152.460650	20671.193074	4481.267577
 30-34 	25351.314826	21553.796382	3797.518444
 35-39 	20941.417568	18106.035314	2835.382254
 40-44 	14866.380921	12863.026309	2003.354612
 45-49 	8917.636268	7637.650611	1279.985658
 50-54 	4123.959311	3455.412964	668.546347
 55-59 	1980.571104	1636.677965	343.893139
 60-64 	1433.608295	1214.648638	218.959657
 65-69 	1305.974250	1132.735992	173.238258
 70-74 	1068.336661	900.189357	168.147304
 75-79 	560.350089	490.354213	69.995876
 80+ 	118.001343	113.069335	4.932009
Total	125458.073349	104550.857411	20907.215938
2003			
 0-4	307.191409	158.699265	148.492144
 5-9	73.168802	37.648607	35.520195
 10-14 	15.241662	7.748639	7.493023
 15-19 	3610.770177	2385.442094	1225.328084
 20-24 	16899.506172	12685.186049	4214.320124
 25-29 	27758.739708	22340.673296	5418.066412
 30-34 	28704.229755	24020.011142	4684.218613
 35-39 	23917.354076	20417.259615	3500.094461
 40-44 	17179.562570	14693.995472	2485.567097
 45-49 	10578.835547	8950.642359	1628.193188
 50-54 	5074.141989	4197.954747	876.187241
 55-59 	2290.855615	1859.582612	431.273004
 60-64 	1562.019234	1298.881172	263.138062
 65-69 	1386.427744	1183.643912	202.783832
 70-74 	1194.559148	990.474091	204.085058
 75-79 	631.960030	542.305338	89.654692
 80+ 	148.776652	140.846903	7.929749
Total	141333.340290	115910.995312	25422.344978
2004			
 0-4	348.592363	180.526477	168.065886
 5-9	97.625564	50.244761	47.380802
 10-14 	24.762017	12.596352	12.165665
 15-19 	3635.534233	2329.381366	1306.152866
 20-24 	17596.970191	12853.468698	4743.501493
 25-29 	29800.288348	23491.988091	6308.300257
 30-34 	31680.309914	26105.593407	5574.716507
 35-39 	26542.258914	22379.202250	4163.056663
 40-44 	19290.751335	16324.312573	2966.438762
 45-49 	12146.404594	10162.956432	1983.448161
 50-54 	6038.018328	4937.458534	1100.559794
 55-59 	2638.608850	2108.993320	529.615530
 60-64 	1666.627961	1360.475779	306.152183
 65-69 	1434.048168	1205.479364	228.568804
 70-74 	1286.921910	1050.899545	236.022365
 75-79 	698.362176	587.543547	110.818629
 80+ 	179.129251	167.259502	11.869749
Total	155105.214117	125308.380000	29796.834117
2005			
 0-4	377.571543	196.150786	181.420757
 5-9	129.970864	66.940455	63.030409
 10-14 	38.383875	19.540124	18.843751
 15-19 	3582.573166	2237.669058	1344.904108
 20-24 	17915.354707	12762.253040	5153.101667
 25-29 	31292.605280	24175.971048	7116.634232
 30-34 	34107.023375	27688.135678	6418.887697
 35-39 	28929.480391	24114.298471	4815.181920
 40-44 	21219.168087	17787.871556	3431.296530
 45-49 	13620.415622	11289.125685	2331.289937
 50-54 	7018.214783	5684.193291	1334.021492
 55-59 	3048.683848	2408.119505	640.564343
 60-64 	1762.238743	1414.136748	348.101995
 65-69 	1461.718997	1211.122067	250.596930
 70-74 	1347.264015	1085.528457	261.735557
 75-79 	763.498245	630.549265	132.948980
 80+ 	210.328531	193.429412	16.899118
Total	166824.494070	132965.034647	33859.459424
2006			
 0-4	385.997566	201.150862	184.846705
 5-9	169.866863	87.578981	82.287882
 10-14 	56.948544	29.019556	27.928987
 15-19 	3424.579915	2078.704609	1345.875307
