Number on ART by age			
	Vietnam_test		
Total	5021.930844	3635.744420	1386.186423
2007			
 0-4	186.142219	97.954126	88.188093
 5-9	7.376028	3.839217	3.536811
 10-14 	0.000000	0.000000	0.000000
 15-19 	3.706887	1.534174	2.172713
 20-24 	137.371903	73.181610	64.190294
 25-29 	924.790320	598.724950	326.065370
 30-34 	1589.526641	1142.640803	446.885839
 35-39 	1733.531461	1307.903756	425.627705
 40-44 	1588.875743	1227.617059	361.258684
 45-49 	1581.152772	1209.554983	371.597789
 50-54 	1062.644715	793.258426	269.386289
 55-59 	475.971965	339.052072	136.919893
 60-64 	224.416033	156.521539	67.894494
 65-69 	157.015753	114.371687	42.644065
 70-74 	137.715318	101.717723	35.997594
 75-79 	104.339524	72.832456	31.507068
 80+ 	46.698626	37.457901	9.240725
Total	10154.794155	7379.955825	2774.838330
2008			
 0-4	301.094442	158.804175	142.290267
 5-9	27.851943	14.521855	13.330088
 10-14 	0.000000	0.000000	0.000000
 15-19 	4.492236	2.142011	2.350225
 20-24 	182.297345	104.085221	78.212123
 25-29 	1428.167374	954.561806	473.605568
 30-34 	2640.973850	1940.652031	700.321819
 35-39 	2991.295812	2307.114450	684.181361
 40-44 	2788.720019	2200.075355	588.644664
 45-49 	2750.658218	2159.883111	590.775107
 50-54 	1912.363093	1462.851657	449.511436
 55-59 	892.129787	655.372149	236.757639
 60-64 	388.939764	277.449722	111.490042
 65-69 	260.006165	192.584661	67.421504
 70-74 	219.954992	165.918463	54.036529
 75-79 	177.481823	127.248402	50.233421
 80+ 	84.474079	67.441081	17.032998
Total	17379.847326	12964.032180	4415.815146
2009			
 0-4	400.127145	210.910381	189.216764
 5-9	69.880344	36.539091	33.341253
 10-14 	0.000000	0.000000	0.000000
 15-19 	5.424451	2.460238	2.964213
 20-24 	212.406940	118.119504	94.287437
 25-29 	1861.622014	1221.713862	639.908151
 30-34 	3706.040565	2689.455035	1016.585530
 35-39 	4377.427744	3351.197466	1026.230278
 40-44 	4149.169047	3259.502926	889.666121
 45-49 	4021.244281	3158.931499	862.312782
 50-54 	2915.941295	2233.606490	682.334805
 55-59 	1418.110343	1045.468152	372.642191
 60-64 	592.036159	421.071662	170.964496
 65-69 	369.406908	270.956369	98.450539
 70-74 	299.229742	224.414648	74.815094
 75-79 	254.130887	181.950026	72.180861
 80+ 	129.961425	101.692106	28.269319
Total	25252.166778	18775.438927	6476.727851
2010			
 0-4	482.178168	253.919421	228.258747
 5-9	137.947341	72.237895	65.709446
 10-14 	0.257687	0.134678	0.123009
 15-19 	25.525603	11.962943	13.562659
 20-24 	469.069396	261.474130	207.595266
 25-29 	2827.558711	1844.125090	983.433622
 30-34 	5603.976398	4036.039567	1567.936831
 35-39 	6780.568680	5180.293648	1600.275032
 40-44 	6325.869952	4969.387035	1356.482917
 45-49 	5835.822518	4605.299414	1230.523103
 50-54 	4292.723629	3305.039327	987.684303
 55-59 	2170.676136	1611.837805	558.838331
 60-64 	903.325942	646.380080	256.945862
 65-69 	518.177153	378.779331	139.397821
 70-74 	403.452735	301.984312	101.468423
 75-79 	349.315257	251.424817	97.890440
 80+ 	192.506209	148.721673	43.784536
Total	37939.334710	28205.333160	9734.001550
2011			
 0-4	542.675861	285.551659	257.124202
 5-9	230.281113	120.623030	109.658083
 10-14 	1.466051	0.766951	0.699100
 15-19 	30.453275	13.520510	16.932765
 20-24 	563.625170	296.406360	267.218810
 25-29 	3260.463139	2024.933072	1235.530067
 30-34 	6810.993005	4738.215405	2072.777600
 35-39 	8498.031634	6336.015780	2162.015853
 40-44 	8034.853091	6201.107155	1833.745936
 45-49 	7189.145952	5590.615767	1598.530185
 50-54 	5473.519469	4173.209978	1300.309491
 55-59 	2883.014091	2118.356762	764.657329
 60-64 	1227.670595	867.744489	359.926106
 65-69 	639.140791	456.043924	183.096866
 70-74 	474.239167	347.779750	126.459418
 75-79 	412.790882	292.309641	120.481241
 80+ 	252.158174	189.374288	62.783885
Total	47298.944485	34459.516161	12839.428322
2012			
 0-4	578.368308	303.886113	274.482195
 5-9	346.019098	181.553299	164.465799
 10-14 	6.967272	3.635118	3.332154
 15-19 	35.974250	14.233595	21.740655
 20-24 	648.938361	306.013613	342.924748
 25-29 	3632.783583	2072.183778	1560.599805
 30-34 	7932.203976	5204.651621	2727.552355
 35-39 	10174.952608	7254.676993	2920.275615
 40-44 	9784.086872	7299.842796	2484.244076
 45-49 	8562.316655	6470.600512	2091.716143
 50-54 	6675.751084	4985.386815	1690.364269
 55-59 	3675.681584	2641.048665	1034.632919
 60-64 	1633.110958	1127.485626	505.625333
 65-69 	770.470522	529.340190	241.130332
 70-74 	544.656170	385.710717	158.945453
 75-79 	466.121586	320.009921	146.111665
 80+ 	317.406266	229.720438	87.685828
Total	56717.163832	39819.054340	16898.109492
2013			
 0-4	574.059546	301.623215	272.436331
 5-9	457.933842	240.423561	217.510281
 10-14 	26.377242	13.783487	12.593755
 15-19 	33.070234	15.563325	17.506909
 20-24 	604.709107	313.707758	291.001349
 25-29 	3525.885952	2070.512751	1455.373200
 30-34 	8329.833169	5503.959771	2825.873398
 35-39 	11172.893581	8020.191521	3152.702061
 40-44 	11079.468579	8317.011966	2762.456614
 45-49 	9540.575737	7277.607701	2262.968036
 50-54 	7573.958646	5714.571567	1859.387079
 55-59 	4362.192492	3173.201645	1188.990847
 60-64 	2029.807640	1421.864088	607.943552
 65-69 	882.890535	607.452021	275.438514
 70-74 	589.532240	418.739109	170.793131
 75-79 	485.976593	337.155126	148.821467
 80+ 	374.011115	267.755330	106.255785
Total	62701.546880	44570.954205	18130.592676
2014			
 0-4	496.630564	260.971266	235.659298
 5-9	566.107384	297.481148	268.626236
 10-14 	66.261785	34.781937	31.479848
 15-19 	40.734500	18.554943	22.179557
 20-24 	632.878412	329.225865	303.652547
 25-29 	3652.992673	2108.432762	1544.559911
 30-34 	8948.959203	5780.273866	3168.685337
 35-39 	12482.453623	8797.950752	3684.502870
 40-44 	12676.470658	9393.707118	3282.763540
 45-49 	10850.656825	8196.007248	2654.649577
 50-54 	8616.443227	6461.541724	2154.901504
 55-59 	5206.599667	3771.254192	1435.345475
 60-64 	2532.378255	1766.981390	765.396866
 65-69 	1054.408152	715.883702	338.524450
 70-74 	654.724181	456.933168	197.791013
 75-79 	516.259834	354.654580	161.605253
 80+ 	435.685429	305.884718	129.800711
Total	70559.644104	49643.754730	20915.889375
2015			
 0-4	353.884294	186.494719	167.389575
 5-9	644.659640	339.231294	305.428346
 10-14 	130.742195	68.955707	61.786488
 15-19 	22.683781	9.889549	12.794233
 20-24 	364.534929	184.963302	179.571627
 25-29 	2600.627150	1463.808828	1136.818322
 30-34 	7440.020660	4692.632593	2747.388067
 35-39 	11248.993471	7802.426732	3446.566738
 40-44 	12180.525362	8942.521732	3238.003631
 45-49 	10439.365772	7859.513677	2579.852095
 50-54 	8563.360567	6427.059895	2136.300672
 55-59 	5470.538773	3980.149266	1490.389507
 60-64 	2752.611260	1925.676894	826.934365
 65-69 	1134.711616	766.509341	368.202275
 70-74 	636.885716	438.747821	198.137895
 75-79 	479.208079	328.393230	150.814848
 80+ 	449.459797	310.232566	139.227232
Total	66042.099192	46321.888866	19720.210325
2016			
 0-4	230.175836	121.659608	108.516228
 5-9	678.892406	357.975830	320.916576
 10-14 	218.097348	115.449722	102.647626
 15-19 	15.005012	6.409297	8.595715
 20-24 	200.246731	99.361253	100.885477
 25-29 	1803.909835	992.174573	811.735261
 30-34 	6065.424431	3733.303934	2332.120496
 35-39 	10099.932274	6883.672279	3216.259996
 40-44 	11624.547532	8446.911788	3177.635743
 45-49 	10149.958673	7610.768250	2539.190423
 50-54 	8477.176630	6360.561057	2116.615573
 55-59 	5733.541550	4191.532370	1542.009179
 60-64 	2984.090521	2094.299595	889.790925
 65-69 	1252.198485	844.868120	407.330365
 70-74 	632.121418	429.265674	202.855745
 75-79 	450.307168	307.663557	142.643611
 80+ 	457.708329	311.466903	146.241426
Total	62200.499769	43502.428970	18698.070795
2017			
 0-4	133.066822	70.287112	62.779710
 5-9	660.550865	349.345233	311.205632
 10-14 	327.360325	173.978392	153.381933
 15-19 	16.762742	6.612151	10.150591
 20-24 	122.835126	50.859873	71.975252
 25-29 	1271.151178	650.967144	620.184034
 30-34 	4916.933662	2894.662594	2022.271069
 35-39 	9092.666496	6011.863521	3080.802974
 40-44 	11066.127291	7896.444180	3169.683111
 45-49 	9985.843381	7405.106974	2580.736407
 50-54 	8393.026731	6265.556831	2127.469900
 55-59 	5991.500444	4383.765163	1607.735282
 60-64 	3238.400051	2272.039124	966.360927
 65-69 	1410.584267	949.240174	461.344093
 70-74 	641.068941	426.744891	214.324050
 75-79 	431.399758	291.749916	139.649842
 80+ 	462.335418	309.937199	152.398219
Total	59282.591511	41002.771209	18279.820301
2018			
 0-4	61.916786	32.602651	29.314135
 5-9	606.607119	321.978799	284.628320
 10-14 	432.999164	230.697156	202.302008
 15-19 	36.108972	15.131833	20.977140
 20-24 	120.593230	37.527249	83.065981
 25-29 	1034.210650	459.230947	574.979703
 30-34 	4157.220797	2272.982256	1884.238541
 35-39 	8397.527023	5293.896429	3103.630594
 40-44 	10671.764170	7398.125488	3273.638682
 45-49 	10029.610131	7295.648167	2733.961964
 50-54 	8394.389093	6199.158332	2195.230761
 55-59 	6269.841341	4568.257576	1701.583766
 60-64 	3541.679502	2474.962884	1066.716619
 65-69 	1613.629748	1079.994280	533.635467
 70-74 	674.224793	438.509417	235.715376
 75-79 	425.596536	282.363831	143.232705
 80+ 	467.359669	308.138732	159.220937
Total	58036.801793	39294.484633	18742.317162
2019			
 0-4	41.010568	21.494388	19.516180
 5-9	486.351913	259.125073	227.226840
 10-14 	534.972467	285.732101	249.240366
 15-19 	72.640138	35.108442	37.531696
 20-24 	137.120171	51.427246	85.692925
 25-29 	937.835761	416.707000	521.128761
 30-34 	3636.820560	1925.149976	1711.670583
 35-39 	7872.333012	4817.348485	3054.984528
 40-44 	10383.219041	7051.718157	3331.500884
 45-49 	10204.284041	7327.403430	2876.880611
 50-54 	8456.153808	6204.107771	2252.046037
 55-59 	6538.450316	4760.235313	1778.215003
 60-64 	3882.019771	2717.876731	1164.143040
 65-69 	1844.316612	1235.677716	608.638896
 70-74 	736.177397	473.512163	262.665234
 75-79 	428.888020	280.450434	148.437586
 80+ 	473.016502	308.332038	164.684465
Total	57727.945045	38737.758026	18990.187021
2020			
 0-4	37.999651	19.868075	18.131576
 5-9	351.983341	188.250937	163.732404
 10-14 	609.090769	326.111040	282.979729
 15-19 	131.176737	66.454970	64.721766
 20-24 	137.791192	54.216882	83.574310
 25-29 	837.560596	369.978412	467.582184
 30-34 	3142.829478	1608.904904	1533.924574
 35-39 	7237.504079	4288.628886	2948.875193
 40-44 	10001.597055	6636.016765	3365.580290
 45-49 	10309.162688	7298.854431	3010.308257
 50-54 	8498.366197	6187.843675	2310.522523
 55-59 	6743.303050	4898.859361	1844.443689
 60-64 	4223.277302	2963.422368	1259.854934
 65-69 	2078.929265	1393.888919	685.040345
 70-74 	824.860419	527.250897	297.609523
 75-79 	436.463962	280.622967	155.840994
 80+ 	477.303333	307.632927	169.670406
Total	57078.272875	37951.036468	19127.236406
2021			
 0-4	35.656895	18.606176	17.050719
 5-9	235.516729	126.254928	109.261801
 10-14 	641.268745	344.312587	296.956158
 15-19 	204.978658	106.635326	98.343332
 20-24 	116.695482	45.041415	71.654067
 25-29 	672.648431	290.276116	382.372315
 30-34 	2577.511811	1272.887393	1304.624418
 35-39 	6366.799312	3648.099950	2718.699362
 40-44 	9414.282693	6095.016239	3319.266454
 45-49 	10169.142558	7097.039585	3072.102974
 50-54 	8506.298762	6146.742743	2359.556019
 55-59 	6842.596855	4958.419000	1884.177855
 60-64 	4523.067278	3184.688956	1338.378322
 65-69 	2304.069105	1547.571117	756.497988
 70-74 	932.309710	594.895317	337.414393
 75-79 	445.522783	281.626212	163.896571
 80+ 	478.071034	304.711700	173.359334
Total	55378.879210	36551.998451	18826.880760
2022			
 0-4	34.137227	17.789140	16.348087
 5-9	141.964743	75.987960	65.976783
 10-14 	624.075608	336.089278	287.986330
 15-19 	298.734507	157.552018	141.182489
 20-24 	106.103302	41.574235	64.529067
 25-29 	553.115542	237.329339	315.786203
 30-34 	2134.991351	1024.576963	1110.414389
 35-39 	5533.355136	3067.137121	2466.218015
 40-44 	8806.251925	5555.206409	3251.045516
 45-49 	9924.603246	6819.648405	3104.954841
 50-54 	8544.793798	6119.141206	2425.652592
 55-59 	6897.089986	4981.323984	1915.766002
 60-64 	4794.903721	3387.344783	1407.558937
 65-69 	2535.901795	1707.548638	828.353157
 70-74 	1066.257527	681.323446	384.934081
 75-79 	460.227360	286.112248	174.115111
 80+ 	478.966980	301.831340	177.135640
Total	53735.651332	35227.382891	18508.268440
2023			
 0-4	31.310058	16.295328	15.014730
 5-9	73.021126	38.796129	34.224997
 10-14 	573.298343	309.785300	263.513043
 15-19 	388.524246	206.354257	182.169989
 20-24 	110.421977	46.017798	64.404179
 25-29 	468.046145	203.654890	264.391255
 30-34 	1792.377786	845.926541	946.451246
 35-39 	4768.417242	2564.499258	2203.917984
 40-44 	8171.743535	5019.672358	3152.071177
 45-49 	9589.439839	6478.839019	3110.600820
 50-54 	8593.692381	6092.771719	2500.920661
 55-59 	6921.523120	4979.345468	1942.177652
 60-64 	5025.630332	3559.574105	1466.056227
 65-69 	2774.069891	1874.244603	899.825287
 70-74 	1219.985763	781.878773	438.106990
 75-79 	484.668707	297.151741	187.516967
 80+ 	480.627524	299.298338	181.329186
Total	52144.427543	33978.982382	18165.445160
2024			
 0-4	27.594555	14.346302	13.248253
 5-9	51.336058	27.039985	24.296073
 10-14 	459.848581	249.354860	210.493721
 15-19 	475.309128	253.600785	221.708342
 20-24 	132.167634	60.028505	72.139128
 25-29 	410.031268	183.602189	226.429078
 30-34 	1525.317605	719.354189	805.963416
 35-39 	4093.567544	2148.137656	1945.429888
 40-44 	7509.487863	4492.902869	3016.584994
 45-49 	9187.059645	6093.927607	3093.132038
 50-54 	8631.635900	6053.594607	2578.041293
 55-59 	6922.116714	4957.067373	1965.049340
 60-64 	5208.045386	3694.310099	1513.735287
 65-69 	3017.228668	2047.232260	969.996408
 70-74 	1382.735662	889.138240	493.597422
 75-79 	524.887886	319.071837	205.816049
 80+ 	483.536785	297.334600	186.202185
Total	50580.686077	32790.785110	17789.900962
2025			
 0-4	23.228498	12.064530	11.163968
 5-9	46.486593	24.438282	22.048311
 10-14 	332.994779	181.143803	151.850976
 15-19 	537.636697	287.738989	249.897708
 20-24 	175.916044	85.532498	90.383546
 25-29 	371.645657	173.321992	198.323665
 30-34 	1315.819976	630.266636	685.553340
 35-39 	3522.628798	1819.769928	1702.858869
 40-44 	6823.262416	3980.877707	2842.384709
 45-49 	8751.519447	5691.313268	3060.206179
 50-54 	8632.459398	5984.654825	2647.804573
 55-59 	6911.090922	4922.509191	1988.581731
 60-64 	5341.934800	3789.916212	1552.018589
 65-69 	3260.321584	2222.959152	1037.362432
 70-74 	1547.786197	998.706044	549.080153
 75-79 	584.405909	354.306748	230.099161
 80+ 	488.554953	296.476914	192.078038
Total	49070.402537	31673.643334	17396.759203
2026			
 0-4	18.596509	9.648947	8.947562
 5-9	42.380329	22.261192	20.119137
 10-14 	223.051328	121.420175	101.631153
 15-19 	562.984732	302.154972	260.829759
 20-24 	236.851499	120.363646	116.487853
 25-29 	352.100671	172.147308	179.953364
 30-34 	1150.863529	567.757967	583.105562
 35-39 	3061.234056	1575.180160	1486.053897
 40-44 	6134.748634	3498.380589	2636.368044
 45-49 	8302.532388	5288.569481	3013.962907
 50-54 	8540.951977	5847.156727	2693.795251
 55-59 	6933.326349	4907.544193	2025.782155
 60-64 	5431.981082	3849.289564	1582.691518
 65-69 	3493.869961	2394.721262	1099.148699
 70-74 	1717.330668	1112.568754	604.761914
 75-79 	662.339016	402.201572	260.137444
 80+ 	496.624523	297.372625	199.251897
Total	47645.795418	30642.069448	17003.725968
2027			
 0-4	17.120794	8.861095	8.259699
 5-9	39.212304	20.592596	18.619708
 10-14 	134.530966	73.053570	61.477396
 15-19 	545.845339	293.620651	252.224688
 20-24 	315.538631	164.483005	151.055626
 25-29 	346.401154	178.132678	168.268476
 30-34 	1024.778800	525.680676	499.098123
 35-39 	2701.586108	1402.505606	1299.080502
 40-44 	5475.710392	3065.115546	2410.594847
 45-49 	7838.881309	4889.114328	2949.766981
 50-54 	8365.486406	5649.980657	2715.505749
 55-59 	6980.373578	4903.262183	2077.111395
 60-64 	5488.473129	3881.596398	1606.876730
 65-69 	3707.156314	2553.746979	1153.409336
 70-74 	1892.382602	1231.707420	660.675183
 75-79 	759.149474	463.146559	296.002915
 80+ 	508.156800	300.299642	207.857157
Total	46331.648166	29707.406850	16624.241314
2028			
 0-4	21.660329	11.179471	10.480858
 5-9	35.293068	18.525998	16.767070
 10-14 	69.183116	37.246892	31.936224
 15-19 	499.674148	269.400291	230.273857
 20-24 	391.836940	207.239536	184.597404
 25-29 	357.428983	192.555403	164.873580
 30-34 	934.817590	500.943585	433.874004
 35-39 	2424.817141	1285.218845	1139.598295
 40-44 	4876.212108	2697.368336	2178.843771
 45-49 	7358.402790	4496.114698	2862.288093
 50-54 	8119.925441	5403.765453	2716.159988
 55-59 	7037.610574	4900.604325	2137.006249
 60-64 	5523.253387	3895.691663	1627.561724
 65-69 	3891.094200	2691.526064	1199.568137
 70-74 	2072.942893	1356.500091	716.442802
 75-79 	870.344402	534.132050	336.212352
 80+ 	526.284055	307.384417	218.899638
Total	45136.917679	28872.349479	16264.568198
2029			
 0-4	23.452486	12.100474	11.352012
 5-9	31.785394	16.666657	15.118737
 10-14 	48.653817	25.931658	22.722159
 15-19 	399.201787	215.610757	183.591030
 20-24 	466.696231	249.116406	217.579825
 25-29 	388.267649	217.362492	170.905157
 30-34 	881.030927	492.931859	388.099068
 35-39 	2211.708326	1208.246088	1003.462238
 40-44 	4360.896622	2405.131209	1955.765414
 45-49 	6864.705808	4115.710215	2748.995592
 50-54 	7826.702895	5125.874074	2700.828821
 55-59 	7090.062033	4889.709796	2200.352237
 60-64 	5541.838387	3895.247682	1646.590704
 65-69 	4041.288210	2803.281694	1238.006517
 70-74 	2258.498112	1486.884120	771.613992
 75-79 	988.752357	610.360592	378.391766
 80+ 	555.282939	321.488350	233.794590
Total	44082.715677	28146.352912	15936.362767
2030			
 0-4	25.443472	13.115802	12.327670
 5-9	28.794607	15.070987	13.723620
 10-14 	44.033079	23.436529	20.596550
 15-19 	288.988798	156.236789	132.752009
 20-24 	522.136524	280.473974	241.662550
 25-29 	440.905781	253.227392	187.678390
 30-34 	856.791091	498.996183	357.794908
 35-39 	2041.312393	1155.132561	886.179832
 40-44 	3938.190959	2187.734807	1750.456152
 45-49 	6358.439471	3751.058667	2607.380803
 50-54 	7512.728715	4837.013301	2675.715413
 55-59 	7116.564231	4857.123069	2259.441162
 60-64 	5552.577870	3885.454709	1667.123160
 65-69 	4157.341680	2887.508556	1269.833124
 70-74 	2445.218595	1620.209199	825.009396
 75-79 	1109.674905	688.854264	420.820641
 80+ 	597.684229	344.278282	253.405947
Total	43135.097560	27506.548389	15628.549167
2031			
 0-4	26.448746	13.632440	12.816306
 5-9	27.120957	14.155071	12.965886
 10-14 	40.118043	21.350065	18.767978
 15-19 	194.814321	105.242008	89.572313
 20-24 	547.658024	295.810592	251.847432
 25-29 	509.981041	297.672167	212.308873
 30-34 	859.056204	517.925002	341.131202
 35-39 	1899.050175	1114.370446	784.679729
 40-44 	3607.319848	2038.239334	1569.080514
 45-49 	5853.026606	3411.369079	2441.657527
 50-54 	7192.115013	4550.209787	2641.905226
 55-59 	7071.385028	4771.247331	2300.137697
 60-64 	5590.500838	3890.905825	1699.595013
 65-69 	4242.046053	2945.803943	1296.242110
 70-74 	2625.944218	1751.545075	874.399144
 75-79 	1234.534703	770.891861	463.642842
 80+ 	652.992140	375.424154	277.567986
Total	42267.799703	26934.931756	15332.867948
2032			
 0-4	26.586572	13.705973	12.880599
 5-9	27.367610	14.237019	13.130591
 10-14 	37.112237	19.750704	17.361533
 15-19 	119.437863	64.385040	55.052823
 20-24 	538.546986	292.427623	246.119363
 25-29 	595.305580	350.232043	245.073537
 30-34 	879.626537	545.950594	333.675942
 35-39 	1783.278550	1083.096588	700.181962
 40-44 	3357.418688	1943.785361	1413.633327
 45-49 	5371.529628	3110.612040	2260.917588
 50-54 	6862.325542	4267.299959	2595.025583
 55-59 	6960.265990	4638.487504	2321.778486
 60-64 	5648.699415	3904.472544	1744.226870
 65-69 	4302.478631	2984.498947	1317.979684
 70-74 	2792.774250	1874.531919	918.242331
 75-79 	1363.967136	857.084439	506.882696
 80+ 	721.389340	415.116144	306.273196
Total	41479.176973	26427.368137	15051.808834
2033			
 0-4	26.472213	13.646350	12.825863
 5-9	28.668414	14.884296	13.784118
 10-14 	33.400234	17.768420	15.631814
 15-19 	65.186902	34.959760	30.227142
 20-24 	504.628502	275.671144	228.957358
 25-29 	678.903035	401.339516	277.563519
 30-34 	918.163328	582.505599	335.657729
 35-39 	1699.335240	1064.394546	634.940695
 40-44 	3166.480744	1885.942193	1280.538550
 45-49 	4937.389050	2861.081308	2076.307743
 50-54 	6520.555700	3990.148365	2530.407335
 55-59 	6793.989150	4466.995771	2326.993380
 60-64 	5715.466923	3918.998826	1796.468098
 65-69 	4347.052664	3009.697937	1337.354727
 70-74 	2939.131723	1983.020793	956.110930
 75-79 	1497.811423	947.572464	550.238958
 80+ 	801.609898	462.551213	339.058686
Total	40762.786004	25977.477567	14785.308440
2034			
 0-4	26.461649	13.640726	12.820923
 5-9	29.951975	15.539775	14.412200
 10-14 	30.082754	15.983167	14.099587
 15-19 	48.272057	25.741688	22.530369
 20-24 	425.631347	234.504920	191.126428
 25-29 	760.243824	450.514015	309.729809
 30-34 	975.965350	628.773051	347.192299
 35-39 	1652.165488	1062.061421	590.104067
 40-44 	3009.392124	1845.865080	1163.527044
 45-49 	4568.036584	2669.250369	1898.786215
 50-54 	6167.184800	3722.171633	2445.013167
 55-59 	6589.362024	4269.843636	2319.518387
 60-64 	5778.219044	3926.401443	1851.817601
 65-69 	4378.874674	3023.331784	1355.542889
 70-74 	3061.595447	2073.385029	988.210419
 75-79 	1635.352281	1042.091184	593.261097
 80+ 	891.410173	516.277336	375.132837
Total	40114.697974	25580.539925	14534.158048
2035			
 0-4	26.484926	13.652332	12.832594
 5-9	31.313549	16.251136	15.062413
 10-14 	27.260255	14.450119	12.810136
 15-19 	44.282656	23.614477	20.668179
 20-24 	338.422712	188.542124	149.880588
 25-29 	824.072620	489.519361	334.553259
 30-34 	1054.451702	685.370503	369.081200
 35-39 	1641.281678	1077.994532	563.287145
 40-44 	2867.711995	1808.959158	1058.752837
 45-49 	4270.554391	2534.661412	1735.892978
 50-54 	5802.515970	3465.792331	2336.723638
 55-59 	6368.531365	4063.886970	2304.644395
 60-64 	5820.680478	3916.606340	1904.074138
 65-69 	4403.787024	3028.785572	1375.001452
 70-74 	3159.941474	2144.504656	1015.436818
 75-79 	1773.863886	1138.808903	635.054983
 80+ 	989.440506	575.500230	413.940276
Total	39529.655916	25231.253743	14298.402172
2036			
 0-4	26.467777	13.643416	12.824361
 5-9	32.233841	16.741026	15.492815
 10-14 	25.683267	13.570064	12.113203
 15-19 	40.901538	21.823345	19.078193
 20-24 	263.652296	148.863126	114.789170
 25-29 	861.327844	513.566362	347.761481
 30-34 	1148.503547	749.849757	398.653790
 35-39 	1664.871177	1112.105412	552.765765
 40-44 	2732.644287	1768.028894	964.615393
 45-49 	4043.525191	2450.977567	1592.547624
 50-54 	5436.879489	3227.993946	2208.885542
 55-59 	6143.227448	3859.806252	2283.421196
 60-64 	5806.483590	3864.842750	1941.640840
 65-69 	4449.607455	3045.321834	1404.285621
 70-74 	3236.064525	2197.368214	1038.696311
 75-79 	1908.395646	1234.420527	673.975120
 80+ 	1096.605028	641.005537	455.599491
Total	39001.458830	24923.882535	14077.576295
2037			
 0-4	26.341857	13.578653	12.763204
 5-9	32.325688	16.798672	15.527016
 10-14 	25.912019	13.647586	12.264433
 15-19 	38.243874	20.404701	17.839173
 20-24 	203.272751	116.728076	86.544675
 25-29 	867.599167	520.240833	347.358335
 30-34 	1256.246122	820.625736	435.620386
 35-39 	1711.118445	1158.043679	553.074766
 40-44 	2610.873640	1726.848304	884.025337
 45-49 	3875.265591	2405.682011	1469.583579
 50-54 	5087.685922	3019.122969	2068.562953
 55-59 	5910.889077	3658.844144	2252.044932
 60-64 	5739.904764	3776.021214	1963.883550
 65-69 	4511.027007	3067.495136	1443.531871
 70-74 	3294.745248	2236.250801	1058.494447
 75-79 	2033.465074	1324.601565	708.863510
 80+ 	1213.575858	713.369040	500.206818
Total	38523.071668	24652.328031	13870.743638
2038			
 0-4	26.110441	13.459591	12.650850
 5-9	32.147235	16.704282	15.442953
 10-14 	27.130614	14.269897	12.860717
 15-19 	35.006213	18.669108	16.337105
 20-24 	159.977699	93.560994	66.416704
 25-29 	850.208453	513.656927	336.551526
 30-34 	1360.052332	887.899207	472.153125
 35-39 	1775.633903	1212.635593	562.998310
 40-44 	2517.374858	1696.041258	821.333600
 45-49 	3741.817057	2379.339494	1362.477562
 50-54 	4773.256929	2848.610236	1924.646693
 55-59 	5668.537190	3462.116511	2206.420679
 60-64 	5629.386250	3656.494468	1972.891782
 65-69 	4578.811112	3089.767509	1489.043603
 70-74 	3341.752100	2265.189096	1076.563005
 75-79 	2144.559890	1405.156739	739.403151
 80+ 	1339.412923	792.149570	547.263352
Total	38086.563488	24410.154250	13676.409237
2039			
 0-4	25.834074	13.317289	12.516785
 5-9	32.040186	16.648599	15.391587
 10-14 	28.333028	14.901679	13.431349
 15-19 	32.147785	17.122323	15.025463
 20-24 	146.748941	86.340266	60.408675
 25-29 	792.729693	485.005998	307.723694
 30-34 	1457.358801	949.699136	507.659665
 35-39 	1858.735559	1276.665665	582.069893
 40-44 	2462.628265	1683.781877	778.846388
 45-49 	3616.300443	2351.933106	1264.367337
 50-54 	4507.189699	2721.305056	1785.884642
 55-59 	5415.632818	3271.846514	2143.786304
 60-64 	5488.069867	3516.421029	1971.648839
 65-69 	4642.920896	3105.826029	1537.094867
 70-74 	3378.774951	2285.074732	1093.700219
 75-79 	2239.316175	1473.576613	765.739562
 80+ 	1472.124486	876.207218	595.917268
Total	37683.092955	24190.540696	13492.552258
2040			
 0-4	25.517026	13.154064	12.362962
 5-9	31.946422	16.600122	15.346300
 10-14 	29.609103	15.588631	14.020472
 15-19 	29.721778	15.795084	13.926694
 20-24 	143.409104	84.395105	59.013998
 25-29 	725.906847	450.498188	275.408659
 30-34 	1533.852799	998.079311	535.773487
 35-39 	1960.336387	1349.991421	610.344966
 40-44 	2449.571022	1694.366903	755.204118
 45-49 	3482.048305	2310.440447	1171.607858
 50-54 	4294.263192	2636.140307	1658.122885
 55-59 	5151.510419	3089.388412	2062.122007
 60-64 	5333.582602	3369.101552	1964.481050
 65-69 	4690.768940	3108.115839	1582.653102
 70-74 	3409.531094	2297.818547	1111.712548
 75-79 	2317.546030	1529.019200	788.526830
 80+ 	1609.064590	963.871787	645.192803
Total	37305.258211	23987.707737	13317.550473
2041			
 0-4	25.228501	13.005335	12.223166
 5-9	31.822932	16.537249	15.285683
 10-14 	30.468360	16.062108	14.406252
 15-19 	28.372372	15.035211	13.337161
 20-24 	140.031855	82.372652	57.659203
 25-29 	666.672450	419.162187	247.510263
 30-34 	1581.303396	1028.706156	552.597239
 35-39 	2074.612404	1429.547127	645.065277
 40-44 	2476.244135	1727.599110	748.645025
 45-49 	3335.718720	2251.976700	1083.742020
 50-54 	4132.100411	2587.085176	1545.015235
 55-59 	4883.577727	2919.702713	1963.875013
